project_id,worksite_id,project_year,county,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,geometry,id,comid,reachcode,reach_meas,offset,slope,upst_dist
BPA_2010-086-00_67262,BPA - BPA_2010-086-00_67262-WS-88707: C: 184. INSTALL FISH PASSAGE STRUCTURE,2015,NA,ID,ELK CREEK,AMERICAN RIVER,SOUTH FORK CLEARWATER,CLEARWATER,BPA,418201.19621259504,TRUE,"c(-115.47, 45.89)",451,23597851,17060305000325,89.73481464595667,0.0010840196929539213,0.01664104,16.534
BPA_2011-018-00_58411,BPA - BPA_2011-018-00_58411-WS-63820: D: 184. INSTALL FISH PASSAGE STRUCTURE,2013,NA,WA,CEE CEE AH CREEK,TACOMA CREEK-PEND OREILLE RIVER,PEND OREILLE,PEND OREILLE,BPA,20771.145769707986,TRUE,"c(-117.25, 48.4)",452,22996441,17010216000777,39.84515088588237,0.0029657831257945233,0.08964917,3.987
DUCKS UNLIMITED - US-OR-18-1,DUCKS UNLIMITED - US-OR-18-1-WS-1,2001,NA,OR,SILETZ BAY,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,DUCKS UNLIMITED,62569.015919964666,FALSE,"c(-124.009, 44.888)",453,23882240,17100204000363,68.30335297266313,0.003688492212432763,0.00492862,3.9979999999999998
DUCKS UNLIMITED - US-WA-113-1,DUCKS UNLIMITED - US-WA-113-1-WS-1,2002,NA,WA,LOWER NORTH RIVER,NORTH,WASHINGTON COASTAL,WASHINGTON COASTAL,DUCKS UNLIMITED,29289.132108993777,FALSE,"c(-123.900803, 46.758709)",454,23864780,17100106000240,52.99961050754272,0.0014453866001961054,1.0091e-4,537.454
GRMWP - GRMWP_1616,GRMWP - GRMWP_1616-WS-1,2004,NA,OR,JORDAN CREEK,GRANDE RONDE RIVER/BEAVER CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,487704.9907635686,FALSE,"c(-118.282021, 45.297071)",455,23430054,17060104000838,96.96246698750787,1.3368695869138032e-4,0.00870775,24.854
GRMWP - GRMWP_1616,GRMWP - GRMWP_1616-WS-2,2004,NA,OR,JORDAN CREEK,GRANDE RONDE RIVER/BEAVER CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,487704.9907635686,FALSE,"c(-118.271886, 45.302325)",456,23428970,17060104000306,41.58316023724106,1.4555500451435228e-4,0.02040806,42.683
GRMWP - GRMWP_1616,GRMWP - GRMWP_1616-WS-3,2004,NA,OR,GRANDE RONDE RIVER-COLEMAN RIDGE,GRANDE RONDE RIVER/BEAVER CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,487704.9907635686,FALSE,"c(-118.286597, 45.309526)",457,23428624,17060104000134,95.95947147213704,2.249815479880022e-5,0.00497389,1074.345
GRMWP - GRMWP_1661,GRMWP - GRMWP_1661-WS-1,2004,NA,OR,MIDDLE CHESNIMNUS CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,347749.596711217,FALSE,"c(-116.992997, 45.761522)",458,23442607,17060106000294,0,2.9796389028069908e-5,0.01273529,92.202
GRMWP - GRMWP_1662,GRMWP - GRMWP_1662-WS-1,2004,NA,OR,NORTH FORK CATHERINE CREEK,CATHERINE CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,39892.78692508228,FALSE,"c(-117.611252, 45.139513)",459,23429110,17060104000373,47.192225605605785,0.00813865199727586,0.08252981,9.213
GRMWP - GRMWP_1662,GRMWP - GRMWP_1662-WS-2,2004,NA,OR,SHEEP CREEK,UPPER GRANDE RONDE RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,39892.78692508228,FALSE,"c(-118.416917, 45.108657)",460,23430684,17060104001152,75.28480222896353,0.007958633596572373,0.06655858,3.82
GRMWP - GRMWP_1662,GRMWP - GRMWP_1662-WS-3,2004,NA,OR,MILL CREEK,GRANDE RONDE RIVER/MILL CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,39892.78692508228,FALSE,"c(-117.728639, 45.282505)",461,23429176,17060104000406,33.749999070952825,0.004478190135267529,0.11842077,4
GRMWP - GRMWP_1662,GRMWP - GRMWP_1662-WS-4,2004,NA,OR,LOWER MEADOW CREEK,MEADOW CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,39892.78692508228,FALSE,"c(-118.501904, 45.210581)",462,23430378,17060104000999,22.00905812361158,0.002734998591435653,0.05976768,4.885
GRMWP - GRMWP_1662,GRMWP - GRMWP_1662-WS-5,2004,NA,OR,LOWER BEAVER CREEK,GRANDE RONDE RIVER/BEAVER CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,39892.78692508228,FALSE,"c(-118.328561, 45.172877)",463,23430450,17060104001035,100,5.574974815327468e-4,0.07800652,7.81
GRMWP - GRMWP_1665,GRMWP - GRMWP_1665-WS-1,2004,NA,OR,LOWER SWAMP CREEK,UPPER JOSEPH CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,192710.66610831278,FALSE,"c(-117.232703, 45.684743)",464,23442513,17060106000249,45.81656952431583,0.0011784910470656583,0.00971959,67.64399999999999
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-1,2005,NA,OR,UPPER GROUSE CREEK,MIDDLE IMNAHA RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,"c(-116.970262, 45.216652)",465,24224081,17060102000175,66.92776478477961,0.001385231318693154,0.03421086,10.506
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-2,2005,NA,OR,BIG SHEEP CREEK-TYEE CREEK,BIG SHEEP CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,"c(-116.992142, 45.192779)",466,24224871,17060102000566,64.14984272651802,0.0019930587980658155,0.06688236,5.327
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-3,2005,NA,OR,LOWER GROUSE CREEK,MIDDLE IMNAHA RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,"c(-116.880536, 45.266702)",467,24224789,17060102000525,75.30674373972194,0.003105279631342742,0.09199288,5.776
GRMWP - GRMWP_1746,GRMWP - GRMWP_1746-WS-4,2005,NA,OR,BIG SHEEP CREEK-MARR CREEK,BIG SHEEP CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,27678.50567552959,TRUE,"c(-116.891748, 45.354005)",468,24224699,17060102000481,56.85911621704564,0.01490621409403579,0.06546997,11.2
GRMWP - GRMWP_1748,GRMWP - GRMWP_1748-WS-1,2005,NA,OR,CABIN CREEK,GRANDE RONDE RIVER/CABIN CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,9952.284345605289,FALSE,"c(-117.907429, 45.704842)",469,23429450,17060104000537,10.93209361299597,3.4892653902541686e-4,0.07637228,9.503
GRMWP - GRMWP_1762,GRMWP - GRMWP_1762-WS-1,2006,NA,OR,LOWER MEADOW CREEK,MEADOW CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,283431.57985315955,TRUE,"c(-118.401901, 45.260273)",470,23428706,17060104000175,9.587565356802301,1.2549090695676364e-4,0.00767695,242.647
GRMWP - GRMWP_1765,GRMWP - GRMWP_1765-WS-1,2006,NA,OR,LOWER LADD CREEK,LADD CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,39234.48965871397,TRUE,"c(-117.953905, 45.273028)",471,23429026,17060104000334,45.2869678337668,9.765264553973425e-4,0.00117936,84.756
GRMWP - GRMWP_1770,GRMWP - GRMWP_1770-WS-1,2006,NA,OR,DEVILS RUN CREEK,CHESNIMNUS CREEK,LOWER SNAKE,LOWER SNAKE,GRMWP,142916.37479007925,TRUE,"c(-116.950104, 45.778158)",472,23444269,17060106000985,100,3.33398985391843e-4,0.01689594,31.695
GRMWP - GRMWP_1772,GRMWP - GRMWP_1772-WS-1,2003,NA,OR,LOWER NORTH FORK PRAIRIE CREEK,UPPER WALLOWA RIVER,LOWER SNAKE,LOWER SNAKE,GRMWP,35823.80356385749,TRUE,"c(-117.1716, 45.425482)",473,23437515,17060105000266,81.21075526052056,0.005995717102230076,0.00547619,13.424
HWS - HWS_10240,HWS - HWS_10240-WS-1,2007,NA,WA,LYRE RIVER,PYSHT/CLALLAM RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,355715.3503203308,FALSE,"c(-123.87203, 48.11830617)",474,24001525,17110021000230,73.0106704903448,0.001117460143267572,0.05713248,1.982
HWS - HWS_10321,HWS - HWS_10321-WS-1,2004,NA,WA,INGALLS CREEK,LOWER WENATCHEE RIVER,WENATCHEE,UPPER COLUMBIA,HABITAT WORK SCHEDULE,198781.45164144243,TRUE,"c(-120.5872536, 47.47160664)",475,23081504,17020011000510,50.26395853998969,4.904212868885351e-4,0.08318411,12.053
HWS - HWS_10645,HWS - HWS_10645-WS-1,2006,NA,WA,UPPER NASON CREEK,NASON/TUMWATER,WENATCHEE,UPPER COLUMBIA,HABITAT WORK SCHEDULE,1621569.1662849926,TRUE,"c(-121.0151203, 47.77312395)",476,23081136,17020011000336,5.2089697629729415,3.3679422163792694e-4,0.03229857,11.936
HWS - HWS_10646,HWS - HWS_10646-WS-1,2000,NA,WA,CHIWAUKUM CREEK,NASON/TUMWATER,WENATCHEE,UPPER COLUMBIA,HABITAT WORK SCHEDULE,1870609.9720454828,TRUE,"c(-120.7411982, 47.71298951)",477,23081742,17020011000622,5.4807075184053105,4.628976143884307e-4,0.0257126,7.6240000000000006
HWS - HWS_10958,HWS - HWS_10958-WS-1,2005,NA,WA,CLALLAM RIVER,PYSHT/CLALLAM RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,22136.892801272097,TRUE,"c(-124.2459894, 48.24410302)",478,24001169,17110021000072,6.463340379304341,0.0022733121221764014,0.03308659,7.392
HWS - HWS_10963,HWS - HWS_10963-WS-1,2007,NA,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,80172.70294380018,TRUE,"c(-123.6761068, 48.11283511)",479,24001551,17110021000245,35.874543278678246,0.00268603776807177,0.05433658,5.2170000000000005
HWS - HWS_10966,HWS - HWS_10966-WS-1,2009,NA,WA,DEEP CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,614906.8316443472,FALSE,"c(-124.0378284, 48.09316015)",480,23839230,17100101000506,100,0.00440960913805396,0.20229768,2.61
HWS - HWS_10990,HWS - HWS_10990-WS-1,2011,NA,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,1961385.6765385603,TRUE,"c(-123.6764661, 48.1255336)",481,24001529,17110021000237,36.96219267558356,6.322443439160453e-4,0.00666925,15.175
HWS - HWS_10990,HWS - HWS_10990-WS-2,2011,NA,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,1961385.6765385603,TRUE,"c(-123.7009365, 48.12438809)",482,24001531,17110021000238,30.277953191573054,3.663504013192682e-4,0.04258257,4.701
HWS - HWS_10990,HWS - HWS_10990-WS-3,2011,NA,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,1961385.6765385603,TRUE,"c(-123.7165236, 48.12126384)",483,24001531,17110021000238,56.752489026638635,2.827007374523163e-4,0.04258257,4.701
HWS - HWS_10990,HWS - HWS_10990-WS-4,2011,NA,WA,COVILLE/SALT CREEK,LYRE/TWIN RIVER,CRESCENT/HOKO,PUGET SOUND,HABITAT WORK SCHEDULE,1961385.6765385603,TRUE,"c(-123.667072, 48.11741359)",484,24001551,17110021000245,13.09745224775066,0.0010105885807249369,0.05433658,5.2170000000000005
HWS - HWS_10997,HWS - HWS_10997-WS-1,2000,NA,WA,BOCKMAN CREEK,SOL DUC RIVER,HOH/QUILLAYUTE,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,87774.77561136497,TRUE,"c(-124.3615521, 48.04691097)",485,23838646,17100101000243,34.169140794548504,3.462498315970009e-4,0.00368229,280.141
HWS - HWS_10998,HWS - HWS_10998-WS-1,2000,NA,WA,LOWER SOL DUC RIVER,SOL DUC RIVER,HOH/QUILLAYUTE,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,71946.53738636473,TRUE,"c(-124.528712, 47.92934915)",486,23838634,17100101000238,11.623342050467073,0.0026426241688158295,0.00259671,364.149
HWS - HWS_10999,HWS - HWS_10999-WS-1,2000,NA,WA,LOWER HOH RIVER,HOH RIVER,HOH/QUILLAYUTE,WASHINGTON COASTAL,HABITAT WORK SCHEDULE,374121.9944090966,TRUE,"c(-124.3921597, 47.73985242)",487,23838162,17100101000020,53.67892826807923,0.004387520824813189,1e-5,430.852
HWS - HWS_11008,HWS - HWS_11008-WS-1,2011,NA,WA,LOUP LOUP CREEK,LOWER OKANOGAN RIVER,OKANOGAN,UPPER COLUMBIA,HABITAT WORK SCHEDULE,728491.6162777958,TRUE,"c(-119.705592, 48.28089999)",488,23065279,17020006000288,1.310910000000007,3.677004937048691e-4,0.03466354,92.125
HWS - HWS_11008,HWS - HWS_11008-WS-2,2011,NA,WA,LOUP LOUP CREEK,LOWER OKANOGAN RIVER,OKANOGAN,UPPER COLUMBIA,HABITAT WORK SCHEDULE,728491.6162777958,TRUE,"c(-119.7066485, 48.28213509)",489,23065279,17020006000288,6.09282653088232,3.641270327458201e-4,0.03466354,92.125
HWS - HWS_11065,HWS - HWS_11065-WS-1,2004,NA,WA,LOWER GREENWATER RIVER,UPPER WHITE RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,215346.57261156265,FALSE,"c(-121.5424634, 47.12306388)",490,23981171,17110014000416,7.622508901833285,3.879413249587382e-4,0.02229543,93.882
HWS - HWS_11065,HWS - HWS_11065-WS-3,2004,NA,WA,LOWER GREENWATER RIVER,UPPER WHITE RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,215346.57261156265,FALSE,"c(-121.5247018, 47.12761891)",491,23981793,17110014000701,18.9381041600533,0.0010539575705848555,0.20781742,2.308
HWS - HWS_11065,HWS - HWS_11065-WS-5,2004,NA,WA,LOWER GREENWATER RIVER,UPPER WHITE RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,215346.57261156265,FALSE,"c(-121.5174139, 47.12532179)",492,23981797,17110014000703,13.71481128087764,0.0011920018742787055,0.18078883,3.053
HWS - HWS_11072,HWS - HWS_11072-WS-1,2006,NA,WA,UPPER CARBON RIVER,CARBON RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,360514.3420583753,TRUE,"c(-121.9039573, 46.99507178)",493,23982055,17110014000826,30.68690159721845,0.0012873041613811569,0.27880763,3.295
HWS - HWS_11073,HWS - HWS_11073-WS-1,2006,NA,WA,CHAMBERS CREEK,CHAMBERS CREEK,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1444965.5028499258,TRUE,"c(-122.523055, 47.198246)",494,23990631,17110019000746,15.171938395786341,8.998160461065926e-4,0.00824611,3.628
HWS - HWS_11076,HWS - HWS_11076-WS-1,2004,NA,WA,SOUTH PRAIRIE CREEK,CARBON RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,282726.92493010743,TRUE,"c(-122.0697176, 47.13777316)",495,23980775,17110014000219,53.180253275931584,2.2577172510627214e-4,0.00845489,91.138
HWS - HWS_11099,HWS - HWS_11099-WS-1,2000,NA,WA,LOWER PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,117306.21035450681,TRUE,"c(-122.3203617, 47.27750032)",496,23990583,17110019000723,19.11931447837256,0.0012420406033332903,0.01813856,5.404
HWS - HWS_11099,HWS - HWS_11099-WS-2,2000,NA,WA,LOWER PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUYALLUP,PUGET SOUND,HABITAT WORK SCHEDULE,117306.21035450681,TRUE,"c(-122.318418, 47.2803)",497,23990583,17110019000723,27.82014649997801,0.0010596195791575508,0.01813856,5.404
HWS - HWS_11133,HWS - HWS_11133-WS-1,2004,NA,WA,POULSBO,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,2230327.8874169844,TRUE,"c(-122.6511751, 47.74639496)",498,23989049,17110019000095,98.91404744381053,6.408039267812509e-4,NA,17344.808
HWS - HWS_11138,HWS - HWS_11138-WS-1,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,"c(-122.7034431, 47.40360054)",499,23989205,17110019000159,30.634207462247346,8.828767763176265e-4,0.01122035,5.968
HWS - HWS_11138,HWS - HWS_11138-WS-2,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,"c(-122.6941315, 47.39297276)",500,23989203,17110019000158,16.05228254117543,0.0012153603667021148,0.01070275,5.785
HWS - HWS_11138,HWS - HWS_11138-WS-3,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,"c(-122.6933162, 47.40214839)",501,23989203,17110019000158,37.049161637012396,5.58168292879709e-4,0.01070275,5.785
HWS - HWS_11138,HWS - HWS_11138-WS-4,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,"c(-122.6799403, 47.41770527)",502,23989203,17110019000158,81.60716089204573,0.001253731286505631,0.01070275,5.785
HWS - HWS_11138,HWS - HWS_11138-WS-5,2005,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,1022039.5981412748,TRUE,"c(-122.6948913, 47.38112186)",503,23990435,17110019000660,7.694462905937996,8.214817248530427e-4,0.01057937,4.862
HWS - HWS_11143,HWS - HWS_11143-WS-1,2004,NA,WA,PUGET,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,40286.374199332335,TRUE,"c(-122.5826002, 47.49142836)",504,23989137,17110019000135,100,0.013442521768381035,0.00864282,2.191
HWS - HWS_11145,HWS - HWS_11145-WS-1,2007,NA,WA,POULSBO,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,43477.32882718352,TRUE,"c(-122.6470912, 47.77628834)",505,23989047,17110019000094,50.30431529306657,0.006850127454792049,0.00786718,4.772
HWS - HWS_11147,HWS - HWS_11147-WS-1,2007,NA,WA,PUGET,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,183198.27044035358,TRUE,"c(-122.6070471, 47.50052899)",506,23990953,17110019000615,100,0.025699684017785076,0.02916135,2.976
HWS - HWS_11148,HWS - HWS_11148-WS-1,2006,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,65135.152850508675,TRUE,"c(-122.7850761, 47.38950706)",507,23989235,17110019000169,5.007730898393419,6.733002396708618e-4,0.00805931,5.28
HWS - HWS_11149,HWS - HWS_11149-WS-1,2006,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,70714.1116726763,TRUE,"c(-122.7850552, 47.38949545)",508,23989235,17110019000169,5.007730898393419,6.540076254851443e-4,0.00805931,5.28
HWS - HWS_11151,HWS - HWS_11151-WS-1,2000,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,170750.7171790594,TRUE,"c(-122.8134329, 47.25674876)",509,23989217,17110019000162,86.81454699059233,0.01042569183326685,NA,16828.03
HWS - HWS_11151,HWS - HWS_11151-WS-2,2000,NA,WA,ELGIN,PUGET,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,170750.7171790594,TRUE,"c(-122.6949012, 47.38711028)",510,23989203,17110019000158,4.153268669131833,9.579895050249126e-4,0.01070275,5.785
HWS - HWS_11259,HWS - HWS_11259-WS-1,2010,NA,WA,WILSON CREEK,MIDDLE UPPER YAKIMA RIVER,UPPER YAKIMA,YAKIMA RIVER,HABITAT WORK SCHEDULE,50117.84552073605,FALSE,"c(-120.5809508, 47.00956121)",511,24126601,17030001000769,6.447021275051213,0.0020272238264498334,0.00731338,53.569
HWS - HWS_11259,HWS - HWS_11259-WS-2,2010,NA,WA,CURRIER CREEK,MIDDLE UPPER YAKIMA RIVER,UPPER YAKIMA,YAKIMA RIVER,HABITAT WORK SCHEDULE,50117.84552073605,FALSE,"c(-120.580808, 47.01321383)",512,24126601,17030001000769,29.48025550860487,0.0011931358437623385,0.00731338,53.569
HWS - HWS_11259,HWS - HWS_11259-WS-3,2010,NA,WA,WILSON CREEK,MIDDLE UPPER YAKIMA RIVER,UPPER YAKIMA,YAKIMA RIVER,HABITAT WORK SCHEDULE,50117.84552073605,FALSE,"c(-120.5808721, 47.01173513)",513,24126601,17030001000769,24.659709850330074,0.0016450522735208008,0.00731338,53.569
HWS - HWS_11816,HWS - HWS_11816-WS-1,2005,NA,WA,NOOKACHAMPS CREEK,LOWER SKAGIT RIVER/NOOKACHAMPS CREEK,LOWER SKAGIT,PUGET SOUND,HABITAT WORK SCHEDULE,28696.71278314014,FALSE,"c(-122.2188757, 48.32712417)",514,24270332,17110007000107,78.04339026316505,0.0031223933873998247,0.002071,7.506
HWS - HWS_11820,HWS - HWS_11820-WS-1,2005,NA,WA,SAMISH RIVER,SAMISH RIVER,STRAIT OF GEORGIA,PUGET SOUND,HABITAT WORK SCHEDULE,160847.74262901855,FALSE,"c(-122.227222, 48.52424887)",515,24534988,17110002000308,87.70478765055309,0.001339809597605534,0.0080786,5.496
HWS - HWS_11849,HWS - HWS_11849-WS-1,2005,NA,WA,SAMISH RIVER,SAMISH RIVER,STRAIT OF GEORGIA,PUGET SOUND,HABITAT WORK SCHEDULE,118937.76592623098,FALSE,"c(-122.2133306, 48.65292074)",516,24534316,17110002000055,65.59085614012483,0.00611334993067619,0.00208583,21.189
HWS - HWS_11851,HWS - HWS_11851-WS-1,2007,NA,WA,SAMISH RIVER,SAMISH RIVER,STRAIT OF GEORGIA,PUGET SOUND,HABITAT WORK SCHEDULE,181919.6980390885,TRUE,"c(-122.2828924, 48.58803816)",517,24534976,17110002000302,12.783412016245748,0.004495693815138093,0.11309888,3.548
HWS - HWS_11911,HWS - HWS_11911-WS-1,1999,NA,WA,FIRST CREEK,LOWER CHELAN,LAKE CHELAN,UPPER COLUMBIA,HABITAT WORK SCHEDULE,294221.8672044313,TRUE,"c(-120.2004403, 47.87399839)",518,23074345,17020009000237,13.882721026017265,4.0553597588811836e-4,0.09027446,40.449
HWS - HWS_11935,HWS - HWS_11935-WS-1,2006,NA,WA,TUMWATER,PRAIRIE,DESCHUTES,PUGET SOUND,HABITAT WORK SCHEDULE,86433.80274838656,FALSE,"c(-122.8843817, 47.10685024)",519,23989391,17110019000234,37.41566228010079,0.0037186539577933582,NA,15924.821
HWS - HWS_11942,HWS - HWS_11942-WS-1,2009,NA,WA,NA,NA,NA,NA,HABITAT WORK SCHEDULE,253057.81148440443,FALSE,"c(-122.9743048, 47.08543161)",520,23989379,17110019000229,81.75197400196487,9.557460696091081e-4,NA,16214.392
HWS - HWS_11948,HWS - HWS_11948-WS-1,2001,NA,WA,OLYMPIA,PRAIRIE,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,84300.88994237981,FALSE,"c(-122.9851587, 47.05972496)",521,23989379,17110019000229,42.02241572813388,0.005748191600693964,NA,16214.392
HWS - HWS_11950,HWS - HWS_11950-WS-1,2000,NA,WA,LACEY,PRAIRIE,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,39059.588086060205,FALSE,"c(-122.8017245, 47.06722711)",522,23989405,17110019000238,52.84747960593075,0.00502723847273562,0.00611853,13.743
HWS - HWS_11961,HWS - HWS_11961-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,159462.73781026658,FALSE,"c(-122.8430791, 47.37324625)",523,23989261,17110019000180,84.26724876598588,5.468986738513557e-4,0.0072477,44.859
HWS - HWS_11966,HWS - HWS_11966-WS-1,2005,NA,WA,KENNEDY CREEK,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,184807.3916816098,FALSE,"c(-123.0103592, 47.04711662)",524,23990731,17110019000789,1.1943768797752483,6.825586368899253e-4,0.05033224,1.685
HWS - HWS_11972,HWS - HWS_11972-WS-1,2005,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,80678.53233007016,FALSE,"c(-123.126938, 47.16212179)",525,23990623,17110019000743,2.83178169208027,0.005674579835264734,0.00160929,26.048
HWS - HWS_11982,HWS - HWS_11982-WS-1,2009,NA,WA,HARTSTENE ISLAND,SOUTH PUGET SOUND,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,573518.8718221316,FALSE,"c(-122.8888923, 47.27638174)",526,23989711,17110019000335,3.0099212847226227,0.002294003126877497,NA,37.001
HWS - HWS_11984,HWS - HWS_11984-WS-1,2007,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,156701.19211742762,FALSE,"c(-123.1855869, 47.14012062)",527,23990661,17110019000760,14.01396726930291,0.0018878276418861843,0.0105115,6.394
HWS - HWS_11988,HWS - HWS_11988-WS-1,2009,NA,WA,MASON,KENNEDY/GOLDSBOROUGH,KITSAP,PUGET SOUND,HABITAT WORK SCHEDULE,540408.503964359,FALSE,"c(-122.8663775, 47.31865449)",528,23989287,17110019000190,54.12804212223968,0.00207773760519993,NA,16663.544
HWS - HWS_11989,HWS - HWS_11989-WS-1,2010,NA,WA,NA,NA,NA,NA,HABITAT WORK SCHEDULE,112460.35409583613,FALSE,"c(-123.0221996, 47.13439252)",529,23989351,17110019000217,80.85151726270263,2.4083667623970035e-4,NA,16368.897
HWS - HWS_12135,HWS - HWS_12135-WS-1,2008,NA,WA,TACOMA CREEK,UPPER PEND OREILLE,PEND OREILLE,SPOKANE,HABITAT WORK SCHEDULE,369013.53586339834,TRUE,"c(-117.3667229, 48.42929321)",530,22994943,17010216000141,55.52131918666857,0.0011367827779426905,0.01472755,90.506
HWS - HWS_12136,HWS - HWS_12136-WS-1,2009,NA,WA,TACOMA CREEK,UPPER PEND OREILLE,PEND OREILLE,SPOKANE,HABITAT WORK SCHEDULE,265815.2480451356,TRUE,"c(-117.4322788, 48.42839762)",531,22995519,17010216000376,60.2618687263395,1.5450554977703587e-4,0.0687579,10.907
HWS - HWS_12139,HWS - HWS_12139-WS-1,2009,NA,WA,WEST BRANCH LE CLERC CREEK,MIDDLE PEND OREILLE,PEND OREILLE,SPOKANE,HABITAT WORK SCHEDULE,124932.51300620247,TRUE,"c(-117.2534981, 48.66626928)",532,22995515,17010216000375,31.56117609148785,0.0010720512340022022,0.08463576,6.631
HWS - HWS_12140,HWS - HWS_12140-WS-1,2009,NA,WA,WEST BRANCH LE CLERC CREEK,MIDDLE PEND OREILLE,PEND OREILLE,SPOKANE,HABITAT WORK SCHEDULE,114526.39739375967,TRUE,"c(-117.2720923, 48.67172821)",533,22996113,17010216000610,42.092752079277716,0.0012869272627900905,0.11278132,7.401
