project_id,worksite_id,project_year,county,state,latitude,longitude,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv
OWRI - OR_20000491,OWRI - OR_20000491-WS-2,2000,NA,OR,44.900591,-123.815739,UPPER DRIFT CREEK-SILETZ RIVER,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,26656.192101648132,FALSE
OWRI - OR_20000493,OWRI - OR_20000493-WS-1,2000,NA,OR,44.809947,-123.794034,MILL CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,71366.64829503062,FALSE
OWRI - OR_20000493,OWRI - OR_20000493-WS-2,2000,NA,OR,44.789999,-123.804009,MILL CREEK,MIDDLE SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,71366.64829503062,FALSE
OWRI - OR_20000495,OWRI - OR_20000495-WS-1,2000,NA,OR,44.820999,-123.856158,EUCHRE CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,28260.599885364067,FALSE
OWRI - OR_20000495,OWRI - OR_20000495-WS-2,2000,NA,OR,44.80988,-123.866415,EUCHRE CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,28260.599885364067,FALSE
OWRI - OR_20000495,OWRI - OR_20000495-WS-3,2000,NA,OR,44.829421,-123.85406,EUCHRE CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,28260.599885364067,FALSE
OWRI - OR_20000502,OWRI - OR_20000502-WS-1,2000,NA,OR,44.698386,-123.778273,SAM CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,12042.411427729729,TRUE
OWRI - OR_20000502,OWRI - OR_20000502-WS-2,2000,NA,OR,44.697086,-123.783068,SAM CREEK,LOWER SILETZ RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,12042.411427729729,TRUE
OWRI - OR_20000512,OWRI - OR_20000512-WS-1,2000,NA,OR,43.706219,-123.24572,LOWER PASS CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,9242.252192652413,TRUE
OWRI - OR_20000518,OWRI - OR_20000518-WS-1,2000,NA,OR,43.769243,-123.293838,LOWER PASS CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,157562.91687613874,FALSE
OWRI - OR_20000521,OWRI - OR_20000521-WS-1,2000,NA,OR,45.295853,-122.42473,MIDDLE CLEAR CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,193398.0482175393,TRUE
OWRI - OR_20000521,OWRI - OR_20000521-WS-2,2000,NA,OR,45.288683,-122.425321,MIDDLE CLEAR CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,193398.0482175393,TRUE
OWRI - OR_20000521,OWRI - OR_20000521-WS-3,2000,NA,OR,45.284193,-122.418023,MIDDLE CLEAR CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,193398.0482175393,TRUE
OWRI - OR_20000521,OWRI - OR_20000521-WS-4,2000,NA,OR,45.278041,-122.40092,MIDDLE CLEAR CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,193398.0482175393,TRUE
OWRI - OR_20000527,OWRI - OR_20000527-WS-1,2000,NA,OR,45.438057,-122.348318,DEEP CREEK-NORTH FORK DEEP CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,62617.94934884868,TRUE
OWRI - OR_20000528,OWRI - OR_20000528-WS-1,2000,NA,OR,45.41849,-122.499836,CLACKAMAS RIVER-ROCK CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,70520.55701536698,TRUE
OWRI - OR_20000529,OWRI - OR_20000529-WS-1,2000,NA,OR,45.288047,-122.307056,CLACKAMAS RIVER,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,25382.738389909475,TRUE
OWRI - OR_20000530,OWRI - OR_20000530-WS-1,2000,NA,OR,45.261653,-122.266257,LOWER EAGLE CREEK,EAGLE CREEK,WILLAMETTE,WILLAMETTE,OWRI,137016.4247293407,TRUE
OWRI - OR_20000531,OWRI - OR_20000531-WS-1,2000,NA,OR,45.21668,-122.680963,MOLALLA RIVER-WILLAMETTE RIVER,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,175043.04759952993,TRUE
OWRI - OR_20000532,OWRI - OR_20000532-WS-1,2000,NA,OR,45.223283,-122.680697,MOLALLA RIVER-WILLAMETTE RIVER,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,65960.58547581919,TRUE
OWRI - OR_20000534,OWRI - OR_20000534-WS-1,2000,NA,OR,45.283033,-122.443366,MIDDLE CLEAR CREEK,LOWER CLACKAMAS RIVER,WILLAMETTE,WILLAMETTE,OWRI,4146.998414950063,TRUE
OWRI - OR_20000537,OWRI - OR_20000537-WS-1,2000,NA,OR,45.281415,-122.48356,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,OWRI,93795.26185985596,TRUE
OWRI - OR_20000537,OWRI - OR_20000537-WS-2,2000,NA,OR,45.281415,-122.48356,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,OWRI,93795.26185985596,TRUE
OWRI - OR_20000539,OWRI - OR_20000539-WS-1,2000,NA,OR,45.012794,-122.488959,MOLALLA RIVER-PINE CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,10832.270668891073,TRUE
OWRI - OR_20000540,OWRI - OR_20000540-WS-1,2000,NA,OR,45.183982,-122.465234,UPPER MILK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,11737.358109211542,TRUE
OWRI - OR_20000540,OWRI - OR_20000540-WS-2,2000,NA,OR,45.176672,-122.481069,UPPER MILK CREEK,LOWER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,11737.358109211542,TRUE
OWRI - OR_20000547,OWRI - OR_20000547-WS-1,2000,NA,OR,44.720904,-122.486715,NORTH SANTIAM RIVER-WALKER CREEK,MIDDLE NORTH SANTIAM RIVER,WILLAMETTE,WILLAMETTE,OWRI,224225.70055684887,FALSE
OWRI - OR_20000614,OWRI - OR_20000614-WS-1,2000,NA,OR,45.407502,-123.823601,LOWER TILLAMOOK RIVER,TILLAMOOK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,57629.176446478144,FALSE
OWRI - OR_20000614,OWRI - OR_20000614-WS-2,2000,NA,OR,45.406874,-123.8227,LOWER TILLAMOOK RIVER,TILLAMOOK RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,57629.176446478144,FALSE
OWRI - OR_20000622,OWRI - OR_20000622-WS-1,2000,NA,OR,45.831411,-123.216947,COON CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,13310.109416477475,TRUE
OWRI - OR_20000622,OWRI - OR_20000622-WS-2,2000,NA,OR,45.82495,-123.214283,COON CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,13310.109416477475,TRUE
OWRI - OR_20000623,OWRI - OR_20000623-WS-1,2000,NA,OR,45.805729,-123.132273,PEBBLE CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19121.950706548017,TRUE
OWRI - OR_20000623,OWRI - OR_20000623-WS-2,2000,NA,OR,45.810018,-123.142152,PEBBLE CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19121.950706548017,TRUE
OWRI - OR_20000623,OWRI - OR_20000623-WS-3,2000,NA,OR,45.810074,-123.14434,PEBBLE CREEK,UPPER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,19121.950706548017,TRUE
OWRI - OR_20000624,OWRI - OR_20000624-WS-1,2000,NA,OR,45.932543,-123.232666,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,9262.397223120595,TRUE
OWRI - OR_20000624,OWRI - OR_20000624-WS-2,2000,NA,OR,45.932308,-123.232387,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,9262.397223120595,TRUE
OWRI - OR_20000624,OWRI - OR_20000624-WS-3,2000,NA,OR,45.934183,-123.235122,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,9262.397223120595,TRUE
OWRI - OR_20000624,OWRI - OR_20000624-WS-4,2000,NA,OR,45.932162,-123.232213,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,9262.397223120595,TRUE
OWRI - OR_20000625,OWRI - OR_20000625-WS-1,2000,NA,OR,45.938534,-123.271405,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,14507.299798586584,TRUE
OWRI - OR_20000625,OWRI - OR_20000625-WS-2,2000,NA,OR,45.940763,-123.254633,DEER CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,14507.299798586584,TRUE
OWRI - OR_20000626,OWRI - OR_20000626-WS-1,2000,NA,OR,45.777885,-123.010267,SOUTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,4344.131927388702,TRUE
OWRI - OR_20000654,OWRI - OR_20000654-WS-1,2000,NA,OR,45.888764,-123.714328,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1208.7018280909274,TRUE
OWRI - OR_20000654,OWRI - OR_20000654-WS-2,2000,NA,OR,45.884263,-123.712705,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1208.7018280909274,TRUE
OWRI - OR_20000654,OWRI - OR_20000654-WS-3,2000,NA,OR,45.870209,-123.704833,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1208.7018280909274,TRUE
OWRI - OR_20000654,OWRI - OR_20000654-WS-4,2000,NA,OR,45.882233,-123.711601,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,1208.7018280909274,TRUE
OWRI - OR_20000655,OWRI - OR_20000655-WS-1,2000,NA,OR,45.77572,-123.943828,ARCH CAPE CREEK,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,53879.32291790082,TRUE
OWRI - OR_20000655,OWRI - OR_20000655-WS-2,2000,NA,OR,45.776099,-123.941823,ARCH CAPE CREEK,NECANICUM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,53879.32291790082,TRUE
OWRI - OR_20000655,OWRI - OR_20000655-WS-3,2000,NA,OR,45.281273,-123.952315,SAND CREEK,SPRING CREEK/SAND LAKE/NESKOWIN CREEK FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,53879.32291790082,TRUE
OWRI - OR_20000665,OWRI - OR_20000665-WS-1,2000,NA,OR,45.865139,-123.742779,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21583.961215909418,TRUE
OWRI - OR_20000665,OWRI - OR_20000665-WS-2,2000,NA,OR,45.736692,-123.868886,LOWER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21583.961215909418,TRUE
OWRI - OR_20000666,OWRI - OR_20000666-WS-1,2000,NA,OR,45.913547,-123.612547,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,11511.445981818357,TRUE
OWRI - OR_20000666,OWRI - OR_20000666-WS-2,2000,NA,OR,45.922063,-123.618542,HUMBUG CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,11511.445981818357,TRUE
OWRI - OR_20000670,OWRI - OR_20000670-WS-1,2000,NA,OR,45.790133,-123.680893,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,6475.1883647728255,TRUE
OWRI - OR_20000670,OWRI - OR_20000670-WS-2,2000,NA,OR,45.788274,-123.675708,UPPER NORTH FORK NEHALEM RIVER,NORTH FORK OF NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,6475.1883647728255,TRUE
OWRI - OR_20000671,OWRI - OR_20000671-WS-1,2000,NA,OR,45.890879,-123.461758,BUSTER CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21583.961215909418,TRUE
OWRI - OR_20000671,OWRI - OR_20000671-WS-2,2000,NA,OR,45.891399,-123.463662,BUSTER CREEK,LOWER NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,21583.961215909418,TRUE
OWRI - OR_20000674,OWRI - OR_20000674-WS-1,2000,NA,OR,45.777466,-123.104109,UPPER EAST FORK DAIRY CREEK,DAIRY CREEK,WILLAMETTE,WILLAMETTE,OWRI,4450.612802720522,TRUE
OWRI - OR_20000675,OWRI - OR_20000675-WS-1,2000,NA,OR,45.708186,-123.09908,UPPER EAST FORK DAIRY CREEK,DAIRY CREEK,WILLAMETTE,WILLAMETTE,OWRI,918.0378170500139,TRUE
OWRI - OR_20000676,OWRI - OR_20000676-WS-1,2000,NA,OR,45.750126,-123.099903,UPPER EAST FORK DAIRY CREEK,DAIRY CREEK,WILLAMETTE,WILLAMETTE,OWRI,12499.991405507008,TRUE
OWRI - OR_20000677,OWRI - OR_20000677-WS-1,2000,NA,OR,45.791257,-122.958631,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,13225.212502361564,TRUE
OWRI - OR_20000678,OWRI - OR_20000678-WS-1,2000,NA,OR,45.811746,-122.989097,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,16074.295382861608,TRUE
OWRI - OR_20000679,OWRI - OR_20000679-WS-1,2000,NA,OR,45.811274,-122.956935,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,11078.32782675244,TRUE
OWRI - OR_20000687,OWRI - OR_20000687-WS-1,2000,NA,OR,45.995095,-122.866669,COLUMBIA RIVER-CATHLAMET CHANNEL,CATHLAMET CHANNEL-COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,18110.38239089573,TRUE
OWRI - OR_20000687,OWRI - OR_20000687-WS-2,2000,NA,OR,45.990446,-122.988564,TIDE CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,18110.38239089573,TRUE
OWRI - OR_20000734,OWRI - OR_20000734-WS-1,2000,NA,OR,44.868862,-122.430901,UPPER ABIQUA CREEK,ABIQUA CREEK/PUDDING RIVER,WILLAMETTE,WILLAMETTE,OWRI,5716.871860720541,TRUE
OWRI - OR_20000752,OWRI - OR_20000752-WS-1,2000,NA,OR,43.791841,-123.527625,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000752,OWRI - OR_20000752-WS-2,2000,NA,OR,43.793564,-123.527483,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000752,OWRI - OR_20000752-WS-3,2000,NA,OR,43.792813,-123.527368,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000752,OWRI - OR_20000752-WS-4,2000,NA,OR,43.792348,-123.526924,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000752,OWRI - OR_20000752-WS-5,2000,NA,OR,43.789777,-123.52079,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000752,OWRI - OR_20000752-WS-6,2000,NA,OR,43.793404,-123.525939,HALFWAY CREEK,UPPER SMITH RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,243882.93350155142,FALSE
OWRI - OR_20000755,OWRI - OR_20000755-WS-1,2000,NA,OR,43.702149,-123.470453,BIG TOM FOLLEY CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,354657.57818458945,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-1,2000,NA,OR,45.0245,-122.340332,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-10,2000,NA,OR,45.029218,-122.356949,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-11,2000,NA,OR,45.026129,-122.353775,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-12,2000,NA,OR,45.043745,-122.397043,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-13,2000,NA,OR,45.037512,-122.366312,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-14,2000,NA,OR,45.041972,-122.389293,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-15,2000,NA,OR,45.029054,-122.35896,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-16,2000,NA,OR,45.021583,-122.334565,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-17,2000,NA,OR,45.015767,-122.321814,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-18,2000,NA,OR,45.042912,-122.390438,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-19,2000,NA,OR,45.025303,-122.343088,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-2,2000,NA,OR,45.025076,-122.347907,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-20,2000,NA,OR,45.019519,-122.333042,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-21,2000,NA,OR,45.043789,-122.393198,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-22,2000,NA,OR,45.035123,-122.365148,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-23,2000,NA,OR,45.025983,-122.345257,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-24,2000,NA,OR,45.04251,-122.389735,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-25,2000,NA,OR,45.046242,-122.408183,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-26,2000,NA,OR,45.038258,-122.367821,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-27,2000,NA,OR,45.043863,-122.397844,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-28,2000,NA,OR,45.038845,-122.373437,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-29,2000,NA,OR,45.038409,-122.37016,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-3,2000,NA,OR,45.043532,-122.393986,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-30,2000,NA,OR,45.031964,-122.361598,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-31,2000,NA,OR,45.030399,-122.360753,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-32,2000,NA,OR,45.022633,-122.338258,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-4,2000,NA,OR,45.019004,-122.328783,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-5,2000,NA,OR,45.041449,-122.389038,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-6,2000,NA,OR,45.030159,-122.360401,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-7,2000,NA,OR,45.026623,-122.355806,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-8,2000,NA,OR,45.016013,-122.322883,UPPER NORTH FORK OF MOLALLA RIVER,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000777,OWRI - OR_20000777-WS-9,2000,NA,OR,45.038311,-122.377318,MOLALLA RIVER-TROUT CREEK,UPPER MOLALLA RIVER,WILLAMETTE,WILLAMETTE,OWRI,88006.44346174906,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-1,2000,NA,OR,44.710314,-122.59129,MIDDLE THOMAS CREEK-JORDAN CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-10,2000,NA,OR,44.702205,-122.562132,MIDDLE THOMAS CREEK-JORDAN CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-11,2000,NA,OR,44.710511,-122.598655,MIDDLE THOMAS CREEK-JORDAN CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-12,2000,NA,OR,44.701131,-122.575737,MIDDLE THOMAS CREEK-JORDAN CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-13,2000,NA,OR,44.684741,-122.507329,UPPER THOMAS CREEK-INDIAN PRAIRIE CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-14,2000,NA,OR,44.685906,-122.507559,UPPER THOMAS CREEK-INDIAN PRAIRIE CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
OWRI - OR_20000781,OWRI - OR_20000781-WS-15,2000,NA,OR,44.701419,-122.568996,MIDDLE THOMAS CREEK-JORDAN CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,117933.32515298134,FALSE
