project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,latitude,longitude,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,geometry,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean
OWRI - OR_20070494,OWRI - OR_20070494-WS-1,OR,CALVIN CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,26103.503235747303,TRUE,25650.830668965158,"Longview, WA--OR Urbanized Area",25650.830668965158,"Longview, WA--OR Urbanized Area",41009,Columbia,41,253,0,0,562,1892,126,1522,428,0,328,105,297,NA,0,23,875,68,1143,505,23872451,0.04,0,0.04,0,0.04,0,0.19,0,0.19,0,0.19,0,0,0,9.81,0.17,0,0,0,0,27.55,2.09,56.23,0.9,3.15,0,0,0.1,0,0,0,9.81,0.17,0,0,0,0,27.55,2.09,56.23,0.9,3.15,0,0,0.1,0,0,0,9.81,0.17,0,0,0,0,27.55,2.09,56.23,0.9,3.15,0,0,0.1,0,0.04323678,2.912,2169.96,2169.96,2169.96,50,50,50,4.11,0.31,1.67,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2568496,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,2.29,0,0,0,0,0,0,0,0,0,0,0,2.29,2.71,0.013746,20.29,271.71,152.07,457.5,2.91,2.71,20.29,271.71,152.07,457.5,0.04,2.912,2.71,20.29,271.71,152.07,457.5,0.013746,2.91,1,1,1,1.26,1.07,1.07,1.07,46.016422,-123.303631,21,21,21,21,21,21,21,27.5,NA,Coho salmon,Spawning and rearing,27.5,2241,17100202000307,460,1.24545181,5.12,7,5,N,Y,171002020205,Calvin Creek-Nehalem River,S,TF,171002020207,3.65773e-4,0.0049221000000000004,0.00174751,0.0466747,0.00273165,0.0656311,6.28956e-4,0.0141499,1.07526e-4,5.65645e-4,0,0,0,0,0,0,0.00309228,0,0.36072321,0.63618451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41488222,0.58511778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44403581,0.55596419,0,0,0,0,0,0,0,0,0,0,"c(-123.303631, 46.016422)",2007,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,26103.503235747303,0,0
OWRI - OR_20070534,OWRI - OR_20070534-WS-1,OR,CUNNINGHAM CREEK,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,16847.200259508554,TRUE,96102.92605057944,"Grants Pass, OR Urbanized Area",3761.715007002235,"Coquille, OR Urban Cluster",41011,Coos,41,795,67,0,1015,1530,521,3250,1013,733,575,508,530,32,1123,103,3362,956,2040,693,23914455,10.4,0,10.4,0,10.4,0,3.75,0,3.75,0,3.75,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0.01342105,3.532,1862.28,1862.28,1862.28,36,36,36,5.07,0.36,2.35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2574870,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,4.58,0.002833,26.69,101.73,5.01,303.49,3.53,4.58,26.69,101.73,5.01,303.49,0.01,3.532,4.58,26.69,101.73,5.01,303.49,0.002833,3.53,6,6,6,1.06,0.77,0.77,0.77,43.150586,-124.245332,21,21,21,21,21,21,21,3.5,Fat Elk Creek,Coho salmon,Spawning and rearing,1.71,312.77,17100305000047,460,1.19097257,10.05,6,5,Y,Y,171003050502,Cunningham Creek-Coquille River,S,PS,171003050503,7.66733e-5,1.53347e-4,3.80106e-4,0.00220588,5.68995e-4,0.00282709,1.11897e-4,4.7146e-4,0,1.42475e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-124.245332, 43.150586)",2007,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,16847.200259508554,0,0
OWRI - OR_20070535,OWRI - OR_20070535-WS-1,OR,CUNNINGHAM CREEK,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,18040.07290027843,TRUE,96184.45115743234,"Grants Pass, OR Urbanized Area",3441.4308531867973,"Coquille, OR Urban Cluster",41011,Coos,41,795,67,0,1015,1530,521,3250,1013,733,575,508,530,32,1123,103,3362,956,2040,693,23914455,10.4,0,10.4,0,10.4,0,3.75,0,3.75,0,3.75,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0,0,3.14,0.22,0,0,0,0.49,63.53,6.68,20.22,3.05,0.33,0,0.33,2,0,0.01342105,3.532,1862.28,1862.28,1862.28,36,36,36,5.07,0.36,2.35,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2574870,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,0,0,1.37,0,0,0,0,0,0,0.02,0,0,0,0,1.4,4.58,0.002833,26.69,101.73,5.01,303.49,3.53,4.58,26.69,101.73,5.01,303.49,0.01,3.532,4.58,26.69,101.73,5.01,303.49,0.002833,3.53,6,6,6,1.06,0.77,0.77,0.77,43.153036,-124.24325,95,95,95,95,95,95,95,2.06,Fat Elk Creek,Steelhead,Spawning and rearing,13.06,405.05,17100305000047,460,1.13538384,70.2,6,5,Y,Y,171003050502,Cunningham Creek-Coquille River,S,PS,171003050503,7.56549e-5,1.5131e-4,3.89882e-4,0.0022534,5.71234e-4,0.00284474,1.11897e-4,4.7146e-4,0,1.42475e-4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-124.24325, 43.153036)",2007,95,1,1,1,0,0,1,0,0,1,0,0,1,0,0,18040.07290027843,0,0
OWRI - OR_20070536,OWRI - OR_20070536-WS-1,OR,LOWER COQUILLE RIVER,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,26654.994252966775,TRUE,94308.47832000136,"Grants Pass, OR Urbanized Area",9458.040092172978,"Coquille, OR Urban Cluster",41011,Coos,41,795,67,0,1015,1530,521,3250,1013,733,575,508,530,32,1123,103,3362,956,2040,693,23915569,12.65,0,12.65,0,12.65,0,3.99,0,3.99,0,3.99,0,0,0,1.18,0,0,0,0,0.24,22.21,3.69,10.5,55.82,0,0,1.78,4.58,0,0,0,1.18,0,0,0,0,0.24,22.21,3.69,10.5,55.82,0,0,1.78,4.58,0,0,0,1.18,0,0,0,0,0.24,22.21,3.69,10.5,55.82,0,0,1.78,4.58,0,0.028134,1.538,1926.36,1926.36,1926.36,36,36,36,3.79,0.29,1.46,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2575421,0,0,0.22,0,0,0,0,0,0,0.03,0,0,0,0,0.25,0,0,0.22,0,0,0,0,0,0,0.03,0,0,0,0,0.25,0,0,0.22,0,0,0,0,0,0,0.03,0,0,0,0,0.25,2.22,0.019481,19.35,95.58,8.96,243.91,1.54,2.22,19.35,95.58,8.96,243.91,0.03,1.538,2.22,19.35,95.58,8.96,243.91,0.019481,1.54,0,0,0,1.1,0.69,0.69,0.69,43.104573,-124.276789,95,95,95,95,95,95,95,0.44,NA,Coho salmon,Rearing and migration,0.44,268,17100305000569,460,0.80242658,66.61,7,5,N,Y,171003050504,Lampa Creek-Coquille River,S,TF,171003050506,7.97767e-5,1.59553e-4,3.41001e-4,0.00199909,5.19065e-4,0.00253563,1.07945e-4,4.29646e-4,0,1.10848e-4,0,0,0,0,0,0,0,0,0.98620289,0,0,0,0.01379711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-124.276789, 43.104573)",2007,95,1,1,1,0,0,1,0,0,1,0,0,1,0,0,26654.994252966775,0,0
OWRI - OR_20070552,OWRI - OR_20070552-WS-1,OR,LOWER CLATSKANIE RIVER,CLATSKANIE RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,538912.406022761,TRUE,14816.05658052565,"Longview, WA--OR Urbanized Area",14816.05658052565,"Longview, WA--OR Urbanized Area",41009,Columbia,41,253,0,0,562,1892,126,1522,428,0,328,105,297,NA,0,23,875,68,1143,505,24520352,78.74,0,5.25,0,5.25,0,21.36,0,2.84,0,2.84,0,0.06,0,4.41,0.25,0.03,0,0.01,1.33,48.21,13.36,21.46,7.62,2.03,0,0.81,0.41,0,0.02,0,9.29,3.79,0.96,0.08,0,4.91,8.15,29.53,25.35,0.91,10.05,0,0.53,6.44,0,0.06,0,4.41,0.25,0.03,0,0.01,1.33,48.21,13.36,21.46,7.62,2.03,0,0.81,0.41,0,0.00210719,137.715,1813.92,1917.48,1917.48,53.2,53.74,53.74,22.92,1.09,27.66,100,0,0,0,0,99.09,0.91,0,0,0,99.09,0.91,0,0,0,2653032,0,0.01,1.31,0.05,0,0,0,0,0,0,0,0,0,0,1.38,0,0.51,2.39,0,0.08,0,0,0,0,0.07,0,0,0,0,3.05,0,0.01,1.31,0.05,0,0,0,0,0,0,0,0,0,0,1.38,201.44,0.014304,16.02,296.69,4.61,625.58,137.72,5.63,14.51,75.14,4.61,278.29,0,3.265,201.44,16.02,296.69,4.61,625.58,0.014304,137.72,1,48,48,1.38,0.58,0.68,0.68,46.100749,-123.199598,90,90,90,90,90,90,90,0.93,Conyers Creek,Coho salmon,Rearing and migration,0.93,1139,17080003000207,460,1.34289086,27.11,6,5,Y,Y,170800030505,Lower Clatskanie River,S,"LE,IT,CD,TF",170800030900,3.09088e-4,0.00453821,0.00170906,0.0477597,0.00259607,0.0659281,5.95823e-4,0.0139593,1.17636e-4,6.49648e-4,0,0,0,0,0,0,0,0,0.80924691,0.19075309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99998919,1.081e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.199598, 46.100749)",2007,90,1,1,1,0,0,1,0,0,1,0,0,1,0,0,538912.406022761,0,0
OWRI - OR_20070583,OWRI - OR_20070583-WS-1,OR,COW CREEK-FORTUNE BRANCH,MIDDLE COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,196637.7139082039,TRUE,25803.59659998544,"Grants Pass, OR Urbanized Area",20583.428168396556,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1146,84,175,1888,6433,883,5322,1430,397,794,580,1184,0,1729,441,5724,442,4374,1127,23902199,2.03,0,2.03,0,2.03,0,2.51,0,2.51,0,2.51,0,0,0,7.05,0.69,0.18,0,0,0.07,76.98,0.99,6.24,6.68,0.64,0,0.31,0.18,0,0,0,7.05,0.69,0.18,0,0,0.07,76.98,0.99,6.24,6.68,0.64,0,0.31,0.18,0,0,0,7.05,0.69,0.18,0,0,0.07,76.98,0.99,6.24,6.68,0.64,0,0.31,0.18,0,0.04746227,5.652,1220.88,1220.88,1220.88,42.02,42.02,42.02,6.99,0.46,3.97,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573394,0.13,0,2.8,0,0.05,0,0,0,0,0,0,0,0,0,2.97,0.13,0,2.8,0,0.05,0,0,0,0,0,0,0,0,0,2.97,0.13,0,2.8,0,0.05,0,0,0,0,0,0,0,0,0,2.97,10.27,0.00885,35.44,696.64,448.06,1187.46,5.65,10.27,35.44,696.64,448.06,1187.46,0.05,5.652,10.27,35.44,696.64,448.06,1187.46,0.00885,5.65,11,11,11,1.15,0.55,0.55,0.55,42.763312,-123.332333,21,21,21,21,21,21,21,12.54,Woodford Creek,Coho salmon,Spawning and rearing,12.54,1578,17100302000643,460,1.43090963,1.22,5,5,Y,Y,171003020703,Fortune Branch-Cow Creek,S,NM,171003020705,3.04994e-4,0.00101662,0.00107893,0.006589,0.00149596,0.00829168,1.18314e-4,7.30377e-4,7.21833e-5,2.94975e-4,0,0.21481602,0,0,0,0,0,0,0.77902079,0,0,0,0,0.00616319,0,0,0,0,0,0,0,0.01411907,0,0,0,0,0,0,0.98588093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-123.332333, 42.763312)",2006,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,196637.7139082039,0,0
OWRI - OR_20070588,OWRI - OR_20070588-WS-1,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,190682.81298524656,TRUE,20254.952376774523,"Portland, OR--WA Urbanized Area",4592.85817966151,"St. Helens, OR Urban Cluster",41009,Columbia,41,243,87,0,525,3014,108,1474,339,96,276,82,261,NA,188,0,923,0,1037,438,23815146,22.97,0,22.97,0,22.97,0,5.88,0,5.88,0,5.88,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.03323943,5.973,1358.28,1358.28,1358.28,52.27,52.27,52.27,6.86,0.45,3.85,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560644,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,9.78,0.005025,17.65,297.12,151.24,476.28,5.97,9.78,17.65,297.12,151.24,476.28,0.03,5.973,9.78,17.65,297.12,151.24,476.28,0.005025,5.97,8,8,8,1.12,0.61,0.61,0.61,45.831834,-122.954559,21,21,21,21,21,21,21,7.1,Alder Creek,Steelhead,Spawning and rearing,7.1,143,17090012000125,460,1.72535563,2.55,6,5,Y,Y,170900120302,North Scappoose Creek,S,NM,170900120304,0.00103015,0.010596,0.00490982,0.115679,0.00740657,0.152426,0.00157907,0.0280654,1.46863e-4,0.00122644,0,0.01921335,0,0,0,0,0,0,0.98078665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-122.954559, 45.831834)",2006,21,3,3,0,0,1,0,0,3,0,0,1,0,0,1,63560.93766174885,332.68201340165933,148.94913601708234
OWRI - OR_20070588,OWRI - OR_20070588-WS-2,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,190682.81298524656,TRUE,20564.04050501902,"Portland, OR--WA Urbanized Area",4925.404024956318,"St. Helens, OR Urban Cluster",41009,Columbia,41,243,87,0,525,3014,108,1474,339,96,276,82,261,NA,188,0,923,0,1037,438,23815146,22.97,0,22.97,0,22.97,0,5.88,0,5.88,0,5.88,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.03323943,5.973,1358.28,1358.28,1358.28,52.27,52.27,52.27,6.86,0.45,3.85,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560644,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,9.78,0.005025,17.65,297.12,151.24,476.28,5.97,9.78,17.65,297.12,151.24,476.28,0.03,5.973,9.78,17.65,297.12,151.24,476.28,0.005025,5.97,8,8,8,1.12,0.61,0.61,0.61,45.834265,-122.957057,42,42,42,42,42,42,42,6.83,Alder Creek,Steelhead,Spawning and rearing,6.83,342,17090012000125,460,1.72535563,39.39,6,5,Y,Y,170900120302,North Scappoose Creek,S,NM,170900120304,0.00101083,0.010473,0.00485669,0.114414,0.00740657,0.152426,0.00157907,0.0280654,1.46074e-4,0.0012108,0,0.03150645,0,0,0,0,0,0,0.96849355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-122.957057, 45.834265)",2006,42,3,3,0,0,1,0,0,3,0,0,1,0,0,1,63560.93766174885,332.68201340165933,148.94913601708234
OWRI - OR_20070588,OWRI - OR_20070588-WS-3,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,190682.81298524656,TRUE,20507.412961511047,"Portland, OR--WA Urbanized Area",4854.587196105288,"St. Helens, OR Urban Cluster",41009,Columbia,41,243,87,0,525,3014,108,1474,339,96,276,82,261,NA,188,0,923,0,1037,438,23815146,22.97,0,22.97,0,22.97,0,5.88,0,5.88,0,5.88,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.01,0,7.05,0.53,0.02,0,0.01,1.06,40.41,14.71,29.69,4.85,1.57,0,0.08,0,0,0.03323943,5.973,1358.28,1358.28,1358.28,52.27,52.27,52.27,6.86,0.45,3.85,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2560644,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,0,0,1.86,0.07,0,0,0,0,0,0,0,0,0,0,1.93,9.78,0.005025,17.65,297.12,151.24,476.28,5.97,9.78,17.65,297.12,151.24,476.28,0.03,5.973,9.78,17.65,297.12,151.24,476.28,0.005025,5.97,8,8,8,1.12,0.61,0.61,0.61,45.833628,-122.956776,21,21,21,21,21,21,21,9.52,Alder Creek,Steelhead,Spawning and rearing,9.52,342,17090012000125,460,1.72535563,4.23,6,5,Y,Y,170900120302,North Scappoose Creek,S,NM,170900120304,0.00101083,0.010473,0.00485669,0.114414,0.00740657,0.152426,0.00157907,0.0280654,1.46074e-4,0.00122644,0,0.02956018,0,0,0,0,0,0,0.97043982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"c(-122.956776, 45.833628)",2006,21,3,3,0,0,1,0,0,3,0,0,1,0,0,1,63560.93766174885,332.68201340165933,148.94913601708234
OWRI - OR_20070639,OWRI - OR_20070639-WS-1,OR,LOWER WILEY CREEK,MIDDLE SANTIAM RIVER,WILLAMETTE,WILLAMETTE,OWRI,69163.53314410834,TRUE,38163.41622956809,"Eugene, OR Urbanized Area",13341.139339280677,"Sweet Home, OR Urban Cluster",41043,Linn,41,621,88,0,3182,8045,1542,4858,2383,336,1146,464,992,0,2479,305,3633,325,2770,1698,23785737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.07,0.01,12.86,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,76.92,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.07,0.01,12.86,3.06,0,0,0,0,0,1e-5,27.782,2162.88,2347.68,2347.68,51,50.62,50.62,12.57,0.7,10.36,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2556157,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,5.67,0,0,0,0,0,0,0,0,0,0,0,5.67,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,1.32,44.69,0.067315,41.61,900.69,438.06,1362.04,27.78,0.02,50.88,464.59,438.06,518.58,0,0.138,44.69,41.61,900.69,438.06,1362.04,0.067315,27.78,0,17,17,1.03,6.9,0.62,0.62,44.320761,-122.527259,42,42,42,42,42,42,42,16.53,Wiley Creek,Steelhead,Spawning and rearing,16.53,92,17090006000061,460,1.54560971,11.76,7,5,N,Y,170900060502,Jackson Creek-Wiley Creek,S,NM,170900060801,1.77748e-4,5.15681e-4,0.00101884,0.0108022,0.00131178,0.012231,9.43714e-5,7.36344e-4,0,4.57575e-4,0,0,0,0,0,0,0,0,0.01972041,0.92688566,0,0,0,0,0,0,0,0,0.05339393,0,0,0,0,0,0,0,0,0,0,0.77422402,0,0,0,0,0,0,0,0,0.22577598,0,0,0,0,0,0,0,0,0,0,0.87745395,0,0,0,0,0,0,0,0,0.12254605,0,"c(-122.527259, 44.320761)",2007,42,1,1,0,0,1,0,0,1,0,0,1,0,0,1,69163.53314410834,0,0
