project_id,completed_year,latitude,longitude,basin,project_source,project_cost,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,action_fishpass_culvimp,action_fishpass_culvinst,action_fishpass_culvrem,action_fishpass_culvimp_count,action_fishpass_culvinst_count,action_fishpass_culvrem_count,n_culverts,n_culverts_fromcount,cost_per_culvert,dist_max,dist_mean
OWRI - OR_20011017,2000,44.999842,-119.66592,JOHN DAY,OWRI,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
OWRI - OR_20011069,2001,43.270462,-124.211892,SOUTHERN OREGON COASTAL,OWRI,17996,1,1,1,0,0,25337.924131859043,TRUE,1,0,0,1,0,0,1,0,25337.924131859043,0,0
OWRI - OR_20011073,2001,43.366202,-123.824268,SOUTHERN OREGON COASTAL,OWRI,24876,1,1,1,0,0,35024.79443788206,TRUE,1,0,0,1,0,0,1,0,35024.79443788206,0,0
OWRI - OR_20011074,2001,43.365853,-123.824551,SOUTHERN OREGON COASTAL,OWRI,18978,1,1,1,0,0,26720.55591100361,TRUE,1,0,0,1,0,0,1,0,26720.55591100361,0,0
OWRI - OR_20011075,2001,43.604362,-123.91501,SOUTHERN OREGON COASTAL,OWRI,7682,1,1,1,0,0,10816.066524835585,TRUE,1,0,0,1,0,0,1,0,10816.066524835585,0,0
OWRI - OR_20011076,2001,43.566922,-123.932257,SOUTHERN OREGON COASTAL,OWRI,26399,1,1,1,0,0,37169.1408733578,TRUE,1,0,0,1,0,0,1,0,37169.1408733578,0,0
OWRI - OR_20011081,2001,42.317791,-123.657615,SOUTHERN OREGON COASTAL,OWRI,8352,1,1,1,0,0,11759.409999404686,TRUE,1,0,0,1,0,0,1,0,11759.409999404686,0,0
OWRI - OR_20011086,2001,42.318416,-123.538999,SOUTHERN OREGON COASTAL,OWRI,4100,1,1,1,0,0,5772.698874228833,TRUE,1,0,0,1,0,0,1,0,5772.698874228833,0,0
OWRI - OR_20011100,2001,44.7101215,-123.962684,NORTHERN OREGON COASTAL,OWRI,5158,2,2,1,0,0,7262.336778846908,TRUE,1,0,0,2,0,0,2,0,3631.168389423454,652.6637283726722,326.3318641863361
OWRI - OR_20011101,2001,44.761880000000005,-123.98653949999999,NORTHERN OREGON COASTAL,OWRI,9812,2,2,1,0,0,13815.053988764223,TRUE,1,0,0,2,0,0,2,0,6907.526994382111,257.1476100193166,128.5738050096583
OWRI - OR_20011102,2001,44.761069500000005,-123.970178,NORTHERN OREGON COASTAL,OWRI,6848,2,2,1,0,0,9641.815095297328,TRUE,1,0,0,2,0,0,2,0,4820.907547648664,195.99854639287767,97.99927319643884
OWRI - OR_20011107,2001,44.7775205,-123.77155400000001,NORTHERN OREGON COASTAL,OWRI,6968,2,2,1,0,0,9810.77213551866,TRUE,1,0,0,2,0,0,2,0,4905.38606775933,1279.0666742052374,639.5333371026187
OWRI - OR_20011109,2001,45.386422,-122.389421,WILLAMETTE,OWRI,53444,1,1,1,0,0,75247.83381324043,TRUE,1,0,0,1,0,0,1,0,75247.83381324043,0,0
OWRI - OR_20011110,2001,45.442788,-122.327906,WILLAMETTE,OWRI,34745,1,1,1,0,0,48920.10302075142,TRUE,1,0,0,1,0,0,1,0,48920.10302075142,0,0
OWRI - OR_20011111,2001,45.394535,-122.308517,WILLAMETTE,OWRI,24423,1,1,1,0,0,34386.98161104653,TRUE,1,0,0,1,0,0,1,0,34386.98161104653,0,0
OWRI - OR_20011112,2001,45.210512,-122.666617,WILLAMETTE,OWRI,68160,1,1,1,0,0,95967.5988457164,TRUE,1,0,0,1,0,0,1,0,95967.5988457164,0,0
OWRI - OR_20011113,2001,45.171485,-122.630454,WILLAMETTE,OWRI,57214,1,1,1,0,0,80555.9008268606,TRUE,1,0,0,1,0,0,1,0,80555.9008268606,0,0
OWRI - OR_20011114,2001,45.169736,-122.549376,WILLAMETTE,OWRI,38532,1,1,1,0,0,54252.10561506961,TRUE,1,0,0,1,0,0,1,0,54252.10561506961,0,0
OWRI - OR_20011115,2001,45.243098,-122.54882,WILLAMETTE,OWRI,19315,1,1,1,0,0,27195.043598958517,TRUE,1,0,0,1,0,0,1,0,27195.043598958517,0,0
OWRI - OR_20011116,2001,45.235498,-122.548674,WILLAMETTE,OWRI,43087,1,1,1,0,0,60665.43326680433,TRUE,1,0,0,1,0,0,1,0,60665.43326680433,0,0
OWRI - OR_20011117,2001,45.395791,-122.476198,WILLAMETTE,OWRI,77076,1,1,1,0,0,108521.10693416135,TRUE,1,0,0,1,0,0,1,0,108521.10693416135,0,0
OWRI - OR_20011119,2001,45.195945,-122.460786,WILLAMETTE,OWRI,58513,1,1,1,0,0,82384.86078725652,TRUE,1,0,0,1,0,0,1,0,82384.86078725652,0,0
OWRI - OR_20011121,2001,45.32391,-122.507731,WILLAMETTE,OWRI,44270,1,1,1,0,0,62331.06808831962,TRUE,1,0,0,1,0,0,1,0,62331.06808831962,0,0
OWRI - OR_20011138,2001,42.35079,-122.47176,SOUTHERN OREGON COASTAL,OWRI,20056,1,1,1,0,0,28238.353322325238,TRUE,1,0,0,1,0,0,1,0,28238.353322325238,0,0
OWRI - OR_20020047,2002,43.515397500000006,-124.114911,SOUTHERN OREGON COASTAL,OWRI,461,2,2,1,0,0,638.9801666862019,TRUE,0,0,1,0,0,2,2,0,319.49008334310093,164.00788968980137,82.00394484490069
OWRI - OR_20020066,2001,43.770461,-123.5362845,SOUTHERN OREGON COASTAL,OWRI,26176,2,2,1,0,0,36855.16237361316,TRUE,1,0,0,2,0,0,2,0,18427.58118680658,718.6479302129559,359.32396510647794
OWRI - OR_20020067,2001,43.763067,-123.33848499999999,SOUTHERN OREGON COASTAL,OWRI,27820,2,2,1,0,0,39169.8738246454,TRUE,1,0,0,2,0,0,2,0,19584.9369123227,642.9681313829535,321.48406569147676
OWRI - OR_20020140,2002,44.290242,-122.63088,WILLAMETTE,OWRI,17320,1,1,1,0,0,24006.803659446887,TRUE,1,0,0,1,0,0,1,0,24006.803659446887,0,0
OWRI - OR_20020141,2002,44.270013,-122.625839,WILLAMETTE,OWRI,17320,1,1,1,0,0,24006.803659446887,TRUE,1,0,0,1,0,0,1,0,24006.803659446887,0,0
OWRI - OR_20020142,2002,44.19586,-122.711854,WILLAMETTE,OWRI,8296,1,1,1,0,0,11498.87085212306,TRUE,1,0,0,1,0,0,1,0,11498.87085212306,0,0
OWRI - OR_20020143,2002,44.256258,-122.755458,WILLAMETTE,OWRI,6055,1,1,1,0,0,8392.678762006404,TRUE,1,0,0,1,0,0,1,0,8392.678762006404,0,0
OWRI - OR_20020144,2002,44.23647,-122.394291,WILLAMETTE,OWRI,17320,1,1,1,0,0,24006.803659446887,TRUE,1,0,0,1,0,0,1,0,24006.803659446887,0,0
OWRI - OR_20020145,2002,44.175836,-122.515721,WILLAMETTE,OWRI,4317,1,1,1,0,0,5983.681951375994,TRUE,1,0,0,1,0,0,1,0,5983.681951375994,0,0
OWRI - OR_20020146,2002,44.194978,-122.512368,WILLAMETTE,OWRI,25319,1,1,1,0,0,35094.01049962678,TRUE,1,0,0,1,0,0,1,0,35094.01049962678,0,0
OWRI - OR_20020147,2002,44.299653,-122.780242,WILLAMETTE,OWRI,17320,1,1,1,0,0,24006.803659446887,TRUE,1,0,0,1,0,0,1,0,24006.803659446887,0,0
OWRI - OR_20020240,2002,46.085964000000004,-123.87126699999999,LOWER COLUMBIA,OWRI,23033,2,2,1,0,0,31925.445074367217,TRUE,1,0,0,2,0,0,2,0,15962.722537183608,2242.5753474226194,1121.2876737113097
OWRI - OR_20020256,2002,45.920750999999996,-123.6276905,NORTHERN OREGON COASTAL,OWRI,9850,2,2,1,0,0,13652.830025724703,TRUE,1,0,0,2,0,0,2,0,6826.415012862351,5630.188728444077,2815.0943642220386
OWRI - OR_20020301,2002,45.874101714285715,-123.68724342857142,NORTHERN OREGON COASTAL,OWRI,4278,7,7,1,0,0,5929.62506091881,TRUE,0,0,1,0,0,7,7,0,847.0892944169728,1794.1944455255796,923.3443273997664
OWRI - OR_20020305,2002,45.811114,-123.7554315,NORTHERN OREGON COASTAL,OWRI,50852,2,2,1,0,0,70484.64085971093,TRUE,1,0,0,2,0,0,2,0,35242.32042985546,4014.948498359619,2007.4742491798095
OWRI - OR_20020318,2002,45.762226,-123.5099135,NORTHERN OREGON COASTAL,OWRI,14027,2,2,1,0,0,19442.46160110055,TRUE,1,0,0,2,0,0,2,0,9721.230800550275,7046.806784834146,3523.403392417073
OWRI - OR_20020323,2002,45.7484665,-123.806051,NORTHERN OREGON COASTAL,OWRI,2003,2,2,1,0,0,2776.306450916404,TRUE,0,0,1,0,0,2,2,0,1388.153225458202,392.12427451283503,196.06213725641751
OWRI - OR_20020325,2002,45.86356,-122.865641,WILLAMETTE,OWRI,14377,1,1,1,0,0,19927.58754110092,TRUE,0,0,1,0,0,1,1,0,19927.58754110092,0,0
OWRI - OR_20020327,2002,45.911332,-122.86115,LOWER COLUMBIA,OWRI,20182,1,1,1,0,0,27973.74777453563,TRUE,1,0,0,1,0,0,1,0,27973.74777453563,0,0
OWRI - OR_20020328,2002,45.91558,-122.878033,LOWER COLUMBIA,OWRI,20598,1,1,1,0,0,28550.354606078927,TRUE,1,0,0,1,0,0,1,0,28550.354606078927,0,0
OWRI - OR_20020329,2002,45.91558,-122.878033,LOWER COLUMBIA,OWRI,8671,1,1,1,0,0,12018.648644980598,TRUE,1,0,0,1,0,0,1,0,12018.648644980598,0,0
OWRI - OR_20020332,2002,45.763914,-123.088476,WILLAMETTE,OWRI,16164,1,1,1,0,0,22404.50198333138,TRUE,1,0,0,1,0,0,1,0,22404.50198333138,0,0
OWRI - OR_20020334,2002,45.76128,-123.122124,WILLAMETTE,OWRI,5306,1,1,1,0,0,7354.509250405611,TRUE,1,0,0,1,0,0,1,0,7354.509250405611,0,0
OWRI - OR_20020335,2002,45.708747,-123.098519,WILLAMETTE,OWRI,9487,1,1,1,0,0,13149.685122238605,TRUE,1,0,0,1,0,0,1,0,13149.685122238605,0,0
OWRI - OR_20020341,2002,44.637131,-123.442507,WILLAMETTE,OWRI,4038,1,1,1,0,0,5596.967273489985,TRUE,1,0,0,1,0,0,1,0,5596.967273489985,0,0
OWRI - OR_20020345,2002,44.637075499999995,-123.5342345,WILLAMETTE,OWRI,13623,2,2,1,0,0,18882.487658928694,TRUE,1,0,0,2,0,0,2,0,9441.243829464347,420.99292012401594,210.49646006200797
OWRI - OR_20020346,2002,44.630408,-123.510839,WILLAMETTE,OWRI,8077,1,1,1,0,0,11195.320621094257,TRUE,1,0,0,1,0,0,1,0,11195.320621094257,0,0
OWRI - OR_20020347,2002,44.550442,-123.530319,WILLAMETTE,OWRI,4555,1,1,1,0,0,6313.5675905762455,TRUE,1,0,0,1,0,0,1,0,6313.5675905762455,0,0
OWRI - OR_20020384,2002,43.955618,-123.448832,NORTHERN OREGON COASTAL,OWRI,15000,1,1,1,0,0,20791.111714301576,TRUE,1,0,0,1,0,0,1,0,20791.111714301576,0,0
OWRI - OR_20020385,2002,43.955636,-123.448859,NORTHERN OREGON COASTAL,OWRI,10000,1,1,1,0,0,13860.741142867719,TRUE,1,0,0,1,0,0,1,0,13860.741142867719,0,0
OWRI - OR_20020429,2002,45.697415,-121.673779,MIDDLE COLUMBIA,OWRI,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
OWRI - OR_20020430,2002,45.427179,-122.567159,WILLAMETTE,OWRI,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
OWRI - OR_20020431,2002,45.202974,-122.379304,WILLAMETTE,OWRI,NA,1,1,1,0,0,NA,FALSE,1,0,0,1,0,0,1,0,NA,0,0
OWRI - OR_20020442,2002,43.545405,-124.1537615,SOUTHERN OREGON COASTAL,OWRI,82977,2,2,1,0,0,115012.27178117346,TRUE,0,0,1,0,0,2,2,0,57506.13589058673,117.90326873499532,58.95163436749766
OWRI - OR_20020444,2002,43.6189,-124.185855,SOUTHERN OREGON COASTAL,OWRI,19711,1,1,1,0,0,27320.90686670656,TRUE,1,0,0,1,0,0,1,0,27320.90686670656,0,0
OWRI - OR_20020454,2002,46.060758,-123.607785,LOWER COLUMBIA,OWRI,9863,1,1,1,0,0,13670.848989210432,TRUE,1,0,0,1,0,0,1,0,13670.848989210432,0,0
OWRI - OR_20020458,2002,46.03106,-123.3813965,NORTHERN OREGON COASTAL,OWRI,57300,2,2,1,0,0,79422.04674863203,TRUE,1,0,0,2,0,0,2,0,39711.02337431601,893.9856197688165,446.99280988440825
OWRI - OR_20020460,2002,45.893373,-123.478521,NORTHERN OREGON COASTAL,OWRI,7100,1,1,1,0,0,9841.12621143608,TRUE,1,0,0,1,0,0,1,0,9841.12621143608,0,0
OWRI - OR_20020461,2002,45.9000775,-123.4463685,NORTHERN OREGON COASTAL,OWRI,14200,4,4,1,0,0,19682.25242287216,TRUE,1,0,0,4,0,0,4,0,4920.56310571804,1148.4656734049877,539.4103830872901
OWRI - OR_20020469,2002,46.105479,-123.418926,LOWER COLUMBIA,OWRI,11359,1,1,1,0,0,15744.415864183442,TRUE,1,0,0,1,0,0,1,0,15744.415864183442,0,0
OWRI - OR_20020490,2002,43.36085,-124.157691,SOUTHERN OREGON COASTAL,OWRI,100000,1,1,1,0,0,138607.41142867718,TRUE,1,0,0,1,0,0,1,0,138607.41142867718,0,0
OWRI - OR_20020495,2002,45.778827,-122.899779,WILLAMETTE,OWRI,49000,1,1,1,0,0,67917.63160005183,TRUE,1,0,0,1,0,0,1,0,67917.63160005183,0,0
OWRI - OR_20020497,2002,45.85461,-123.019294,WILLAMETTE,OWRI,107500,1,1,1,0,0,149002.96728582797,TRUE,1,0,0,1,0,0,1,0,149002.96728582797,0,0
OWRI - OR_20020498,2002,45.855742,-122.939692,WILLAMETTE,OWRI,118500,1,1,1,0,0,164249.78254298246,TRUE,1,0,0,1,0,0,1,0,164249.78254298246,0,0
OWRI - OR_20020522,2002,45.846138,-123.02961,WILLAMETTE,OWRI,32023,1,1,1,0,0,44386.2513618053,TRUE,0,0,1,0,0,1,1,0,44386.2513618053,0,0
OWRI - OR_20020523,2002,45.85461,-123.019294,WILLAMETTE,OWRI,5100,1,1,1,0,0,7068.977982862536,TRUE,0,0,1,0,0,1,1,0,7068.977982862536,0,0
OWRI - OR_20020524,2002,45.862869,-122.981781,WILLAMETTE,OWRI,9615,1,1,1,0,0,13327.102608867312,TRUE,0,0,1,0,0,1,1,0,13327.102608867312,0,0
OWRI - OR_20020525,2002,45.936719499999995,-123.1883325,NORTHERN OREGON COASTAL,OWRI,18781,2,2,1,0,0,26031.85794041986,TRUE,1,0,0,2,0,0,2,0,13015.92897020993,208.68209665714582,104.34104832857291
OWRI - OR_20020528,2002,45.879068,-123.294541,NORTHERN OREGON COASTAL,OWRI,10250,1,1,1,0,0,14207.259671439411,TRUE,0,0,1,0,0,1,1,0,14207.259671439411,0,0
OWRI - OR_20020530,2002,44.556374000000005,-123.957588,NORTHERN OREGON COASTAL,OWRI,56912,4,4,1,0,0,78884.24999228877,TRUE,0,0,1,0,0,4,4,0,19721.06249807219,980.9680667044898,459.7619018928871
OWRI - OR_20020535,2002,44.72005,-123.437865,WILLAMETTE,OWRI,214482,1,1,1,0,0,297287.9481804554,TRUE,1,0,0,1,0,0,1,0,297287.9481804554,0,0
OWRI - OR_20020542,2002,44.942514,-122.503922,WILLAMETTE,OWRI,29301,1,1,1,0,0,40613.3576227167,TRUE,1,0,0,1,0,0,1,0,40613.3576227167,0,0
OWRI - OR_20020546,2002,45.1824735,-122.30108899999999,WILLAMETTE,OWRI,14356,2,2,1,0,0,19898.479984700898,TRUE,1,0,0,2,0,0,2,0,9949.239992350449,60.85058756128922,30.42529378064461
OWRI - OR_20020550,2002,44.685647,-123.43354,WILLAMETTE,OWRI,90035,1,1,1,0,0,124795.18287980951,TRUE,1,0,0,1,0,0,1,0,124795.18287980951,0,0
OWRI - OR_20020553,2001,45.120622,-123.660076,WILLAMETTE,OWRI,28973,1,1,1,0,0,40793.26938610536,TRUE,1,0,0,1,0,0,1,0,40793.26938610536,0,0
OWRI - OR_20020555,2001,45.161218,-123.635948,WILLAMETTE,OWRI,104775,1,1,1,0,0,147520.61574325024,TRUE,1,0,0,1,0,0,1,0,147520.61574325024,0,0
OWRI - OR_20020556,2002,45.133633,-123.638959,WILLAMETTE,OWRI,83828,1,1,1,0,0,116191.82085243151,TRUE,1,0,0,1,0,0,1,0,116191.82085243151,0,0
OWRI - OR_20020564,2002,44.303447,-123.842311,NORTHERN OREGON COASTAL,OWRI,2520,1,1,1,0,0,3492.906768002665,TRUE,1,0,0,1,0,0,1,0,3492.906768002665,0,0
OWRI - OR_20020597,2002,44.606101,-120.218739,JOHN DAY,OWRI,24145,1,1,1,0,0,33466.7594894541,TRUE,1,0,0,1,0,0,1,0,33466.7594894541,0,0
OWRI - OR_20020705,2002,43.417328499999996,-123.6936695,SOUTHERN OREGON COASTAL,OWRI,23000,2,2,1,0,0,31879.70462859575,TRUE,1,0,0,2,0,0,2,0,15939.852314297876,313.3306752143149,156.66533760715745
OWRI - OR_20020739,2002,42.8751445,-124.4789775,SOUTHERN OREGON COASTAL,OWRI,17925,2,2,1,0,0,24845.378498590384,TRUE,0,0,1,0,0,2,2,0,12422.689249295192,2035.1645633030348,1017.5822816515174
OWRI - OR_20020750,2002,45.8759425,-117.49668,LOWER SNAKE,OWRI,181092,2,2,1,0,0,251006.9335044201,TRUE,1,0,0,2,0,0,2,0,125503.46675221005,4536.477567504244,2268.238783752122
OWRI - OR_20020757,2002,42.949118,-124.337614,SOUTHERN OREGON COASTAL,OWRI,3780,1,1,1,0,0,5239.360152003997,TRUE,1,0,0,1,0,0,1,0,5239.360152003997,0,0
OWRI - OR_20020781,2002,44.647544,-123.300995,WILLAMETTE,OWRI,72767,1,1,1,0,0,100860.45507430553,TRUE,1,0,0,1,0,0,1,0,100860.45507430553,0,0
OWRI - OR_20020782,2002,44.397243,-123.545708,NORTHERN OREGON COASTAL,OWRI,81585,1,1,1,0,0,113082.85661408628,TRUE,1,0,0,1,0,0,1,0,113082.85661408628,0,0
OWRI - OR_20020793,2002,45.227487000000004,-122.568201,WILLAMETTE,OWRI,70447,1,1,1,0,0,97644.76312916022,TRUE,1,0,0,1,0,0,1,0,97644.76312916022,0,0
OWRI - OR_20020797,2002,45.164088,-122.659916,WILLAMETTE,OWRI,109109,1,1,1,0,0,151233.1605357154,TRUE,1,0,0,1,0,0,1,0,151233.1605357154,0,0
OWRI - OR_20020798,2002,45.442169,-122.38261,WILLAMETTE,OWRI,20891,1,1,1,0,0,28956.47432156495,TRUE,1,0,0,1,0,0,1,0,28956.47432156495,0,0
OWRI - OR_20020799,2002,45.443682,-122.417148,WILLAMETTE,OWRI,98785,1,1,1,0,0,136923.33137981876,TRUE,1,0,0,1,0,0,1,0,136923.33137981876,0,0
OWRI - OR_20020800,2002,45.426706,-122.302599,WILLAMETTE,OWRI,26767,1,1,1,0,0,37101.04581711402,TRUE,1,0,0,1,0,0,1,0,37101.04581711402,0,0
OWRI - OR_20020801,2002,45.314528,-122.80413,WILLAMETTE,OWRI,67502,1,1,1,0,0,93562.77486258568,TRUE,1,0,0,1,0,0,1,0,93562.77486258568,0,0
OWRI - OR_20020802,2002,45.323416,-122.815039,WILLAMETTE,OWRI,95199,1,1,1,0,0,131952.8696059864,TRUE,1,0,0,1,0,0,1,0,131952.8696059864,0,0
OWRI - OR_20020804,2002,43.9067685,-124.041753,NORTHERN OREGON COASTAL,OWRI,51827,2,2,1,0,0,71836.06312114053,TRUE,1,0,0,2,0,0,2,0,35918.03156057026,106.49821636306119,53.249108181530595
OWRI - OR_20020805,2002,43.888992,-124.014336,NORTHERN OREGON COASTAL,OWRI,69931,2,2,1,0,0,96929.54888618825,TRUE,1,0,0,2,0,0,2,0,48464.774443094124,3366.4787901157756,1683.2393950578878
OWRI - OR_20020806,2002,43.9369225,-124.0265575,NORTHERN OREGON COASTAL,OWRI,58318,2,2,1,0,0,80833.07019697595,TRUE,1,0,0,2,0,0,2,0,40416.53509848798,2233.0638521744213,1116.5319260872106
OWRI - OR_20020807,2002,44.0270785,-124.04967450000001,NORTHERN OREGON COASTAL,OWRI,52364,2,2,1,0,0,72580.38492051252,TRUE,1,0,0,2,0,0,2,0,36290.19246025626,2224.53707652328,1112.26853826164
OWRI - OR_20020827,2002,43.441454,-124.162051,SOUTHERN OREGON COASTAL,OWRI,15092,1,1,1,0,0,20918.63053281596,TRUE,1,0,0,1,0,0,1,0,20918.63053281596,0,0
OWRI - OR_20030032,2003,43.094448,-124.277919,SOUTHERN OREGON COASTAL,OWRI,18000,1,1,1,0,0,24495.838935930515,TRUE,1,0,0,1,0,0,1,0,24495.838935930515,0,0
OWRI - OR_20030045,2003,43.831047,-123.592807,SOUTHERN OREGON COASTAL,OWRI,75243,1,1,1,0,0,102396.6893920122,TRUE,1,0,0,1,0,0,1,0,102396.6893920122,0,0
OWRI - OR_20030047,2003,43.763983,-123.612582,SOUTHERN OREGON COASTAL,OWRI,74233,1,1,1,0,0,101022.20065171832,TRUE,1,0,0,1,0,0,1,0,101022.20065171832,0,0
OWRI - OR_20030048,2003,43.804638,-123.637116,SOUTHERN OREGON COASTAL,OWRI,50766,1,1,1,0,0,69086.43107896936,TRUE,1,0,0,1,0,0,1,0,69086.43107896936,0,0
OWRI - OR_20030050,2003,43.746158,-123.644144,SOUTHERN OREGON COASTAL,OWRI,86236,1,1,1,0,0,117356.84258216132,TRUE,1,0,0,1,0,0,1,0,117356.84258216132,0,0
OWRI - OR_20030051,2003,43.836869,-123.752602,SOUTHERN OREGON COASTAL,OWRI,80560,1,1,1,0,0,109632.4880376979,TRUE,1,0,0,1,0,0,1,0,109632.4880376979,0,0
OWRI - OR_20030159,2002,44.746248,-123.724836,NORTHERN OREGON COASTAL,OWRI,6695,1,1,1,0,0,9279.766195149938,TRUE,1,0,0,1,0,0,1,0,9279.766195149938,0,0
OWRI - OR_20030167,2003,44.723305,-123.959116,NORTHERN OREGON COASTAL,OWRI,32745,1,1,1,0,0,44562.01366428026,TRUE,0,0,1,0,0,1,1,0,44562.01366428026,0,0
OWRI - OR_20030170,2003,44.5235895,-123.86171300000001,NORTHERN OREGON COASTAL,OWRI,44861,2,4,2,0,0,61050.43502804326,TRUE,1,0,1,2,0,2,4,0,15262.608757010816,188.4946885454332,94.2473442727166
OWRI - OR_20030203,2003,43.543236,-124.102138,SOUTHERN OREGON COASTAL,OWRI,46050,1,1,1,0,0,62668.521277755564,TRUE,0,0,1,0,0,1,1,0,62668.521277755564,0,0
OWRI - OR_20030204,2003,43.572111,-124.096195,SOUTHERN OREGON COASTAL,OWRI,60294,1,1,1,0,0,82052.89515572191,TRUE,0,0,1,0,0,1,1,0,82052.89515572191,0,0
OWRI - OR_20030208,2003,44.729823,-123.731351,NORTHERN OREGON COASTAL,OWRI,300,1,1,1,0,0,408.26398226550856,TRUE,0,0,1,0,0,1,1,0,408.26398226550856,0,0
OWRI - OR_20030214,2003,44.666832,-123.526771,WILLAMETTE,OWRI,4121,1,1,1,0,0,5608.186236387202,TRUE,1,0,0,1,0,0,1,0,5608.186236387202,0,0
OWRI - OR_20030216,2003,44.674429,-123.569458,WILLAMETTE,OWRI,4944,1,1,1,0,0,6728.190427735581,TRUE,1,0,0,1,0,0,1,0,6728.190427735581,0,0
OWRI - OR_20030225,2003,44.38829,-123.552779,NORTHERN OREGON COASTAL,OWRI,20866,1,1,1,0,0,28396.120846507005,TRUE,0,0,1,0,0,1,1,0,28396.120846507005,0,0
OWRI - OR_20030226,2003,44.270333,-123.421549,WILLAMETTE,OWRI,15291,1,1,1,0,0,20809.215176072972,TRUE,1,0,0,1,0,0,1,0,20809.215176072972,0,0
OWRI - OR_20030234,2003,45.019587,-123.8111405,NORTHERN OREGON COASTAL,OWRI,3257,2,2,1,0,0,4432.385967462538,TRUE,0,0,1,0,0,2,2,0,2216.192983731269,53.58992428680178,26.79496214340089
OWRI - OR_20030235,2003,45.071394,-123.724053,WILLAMETTE,OWRI,9233,1,1,1,0,0,12565.004494191468,TRUE,1,0,0,1,0,0,1,0,12565.004494191468,0,0
OWRI - OR_20030236,2003,45.965142,-123.20009200000001,NORTHERN OREGON COASTAL,OWRI,11900,2,2,1,0,0,16194.47129653184,TRUE,1,0,0,2,0,0,2,0,8097.23564826592,146.0915271204944,73.0457635602472
OWRI - OR_20030237,2003,45.833141,-122.896052,WILLAMETTE,OWRI,14450,1,1,1,0,0,19664.71514578866,TRUE,1,0,0,1,0,0,1,0,19664.71514578866,0,0
OWRI - OR_20030250,2003,45.900945,-123.467255,NORTHERN OREGON COASTAL,OWRI,22800,1,1,1,0,0,31028.06265217865,TRUE,1,0,0,1,0,0,1,0,31028.06265217865,0,0
OWRI - OR_20030252,2003,45.96939,-123.56174,NORTHERN OREGON COASTAL,OWRI,68215,1,1,1,0,0,92832.42516747222,TRUE,0,0,1,0,0,1,1,0,92832.42516747222,0,0
OWRI - OR_20030263,2003,45.892154,-123.65867333333333,NORTHERN OREGON COASTAL,OWRI,5551,3,3,1,0,0,7554.244551852793,TRUE,0,0,1,0,0,3,3,0,2518.0815172842645,673.4727966336411,342.57045460622396
OWRI - OR_20030264,2003,45.799182,-123.849472,NORTHERN OREGON COASTAL,OWRI,7512,1,1,1,0,0,10222.930115928335,TRUE,1,0,0,1,0,0,1,0,10222.930115928335,0,0
OWRI - OR_20030265,2003,45.821203,-123.848045,NORTHERN OREGON COASTAL,OWRI,18969,1,1,1,0,0,25814.531598648107,TRUE,0,0,1,0,0,1,1,0,25814.531598648107,0,0
OWRI - OR_20030271,2003,45.908280000000005,-123.6987365,NORTHERN OREGON COASTAL,OWRI,3077,2,2,1,0,0,4187.427578103233,TRUE,0,0,1,0,0,2,2,0,2093.7137890516165,221.84168796356425,110.92084398178213
OWRI - OR_20030276,2003,43.363093,-123.821177,SOUTHERN OREGON COASTAL,OWRI,20700,1,1,1,0,0,28170.21477632009,TRUE,1,0,0,1,0,0,1,0,28170.21477632009,0,0
OWRI - OR_20030319,2003,45.928798,-122.864677,LOWER COLUMBIA,OWRI,38882,1,1,1,0,0,52913.73386149168,TRUE,0,0,1,0,0,1,1,0,52913.73386149168,0,0
OWRI - OR_20030324,2003,45.931534,-122.97116,LOWER COLUMBIA,OWRI,5987,1,1,1,0,0,8147.588206078665,TRUE,1,0,0,1,0,0,1,0,8147.588206078665,0,0
OWRI - OR_20030325,2003,45.929273,-122.974465,LOWER COLUMBIA,OWRI,5987,1,1,1,0,0,8147.588206078665,TRUE,1,0,0,1,0,0,1,0,8147.588206078665,0,0
OWRI - OR_20030329,2003,46.008193,-122.930874,LOWER COLUMBIA,OWRI,10867,1,1,1,0,0,14788.682317597604,TRUE,1,0,0,1,0,0,1,0,14788.682317597604,0,0
OWRI - OR_20030369,2003,45.92093,-123.858267,NORTHERN OREGON COASTAL,OWRI,52889,1,1,1,0,0,71975.57919346828,TRUE,0,0,1,0,0,1,1,0,71975.57919346828,0,0
OWRI - OR_20030488,2003,42.474868,-124.390465,SOUTHERN OREGON COASTAL,OWRI,153,1,1,1,0,0,208.21463095540935,TRUE,0,0,1,0,0,1,1,0,208.21463095540935,0,0
OWRI - OR_20030525,2003,44.6230675,-123.509156,WILLAMETTE,OWRI,126439,2,2,1,0,0,172068.29884556212,TRUE,1,0,0,2,0,0,2,0,86034.14942278106,2561.118215683385,1280.5591078416926
OWRI - OR_20030529,2003,45.82564,-122.946025,WILLAMETTE,OWRI,92800,1,1,1,0,0,126289.65851413064,TRUE,1,0,0,1,0,0,1,0,126289.65851413064,0,0
