id,project_id,worksite_id,project_year,county,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,geometry,comid,reachcode,reach_meas,offset,slope
216,BPA_1993-066-00_67802,BPA - BPA_1993-066-00_67802-WS-98238: BJ: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2015,NA,OR,SQUAW CREEK,BRIDGE CREEK-MIDDLE FORK JOHN DAY RIVER,MIDDLE FORK JOHN DAY,JOHN DAY,BPA,840805.2894939143,FALSE,"c(-13181340.9048315, 5546269.20933119)",NA,NA,NA,NA,NA
217,BPA_1995-011-00_52435,BPA - BPA_1995-011-00_52435-WS-49408: C: 184. INSTALL FISH PASSAGE STRUCTURE,2012,NA,WA,MAGEE CREEK-FRANKLIN D ROOSEVELT LAKE,SHERMAN CREEK-FRANKLIN D ROOSEVELT LAKE,FRANKLIN D. ROOSEVELT LAKE,UPPER COLUMBIA,BPA,1327899.0387379841,TRUE,"c(-13160190.2015808, 6178691.99003051)",NA,NA,NA,NA,NA
218,BPA_1996-077-02_56024,BPA - BPA_1996-077-02_56024-WS-57326: E: 184. INSTALL FISH PASSAGE STRUCTURE,2014,NA,ID,MUSSELSHELL CREEK,LOLO CREEK,CLEARWATER,CLEARWATER,BPA,403914.0022338606,FALSE,"c(-12889683.8389531, 5839841.53364231)",NA,NA,NA,NA,NA
219,BPA_1996-077-02_56024,BPA - BPA_1996-077-02_56024-WS-57745: F: 197. MAINTAIN/REMOVE VEGETATION,2014,NA,ID,MUSSELSHELL CREEK,LOLO CREEK,CLEARWATER,CLEARWATER,BPA,403914.0022338606,FALSE,"c(-12885231.0593214, 5836615.46584879)",NA,NA,NA,NA,NA
220,BPA_1996-077-02_64101,BPA - BPA_1996-077-02_64101-WS-83335: C: 184. INSTALL FISH PASSAGE STRUCTURE,2015,NA,ID,MIDDLE LOLO CREEK,LOLO CREEK,CLEARWATER,CLEARWATER,BPA,190308.35967932155,FALSE,"c(-12885231.0593214, 5817283.80047497)",23606684,17060306000330,85.3708618728841,138.0292363949055,0.04727272
221,BPA_1996-077-02_64101,BPA - BPA_1996-077-02_64101-WS-83635: D: 47. PLANT VEGETATION,2015,NA,ID,UPPER LOLO CREEK,LOLO CREEK,CLEARWATER,CLEARWATER,BPA,190308.35967932155,FALSE,"c(-12883004.6695055, 5833390.57830701)",NA,NA,NA,NA,NA
222,BPA_1996-083-00_61475,BPA - BPA_1996-083-00_61475-WS-74037: F: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2014,NA,OR,ROCK CREEK,BEAVER CREEK-GRANDE RONDE RIVER,UPPER GRANDE RONDE,LOWER SNAKE,BPA,251982.95775687587,FALSE,"c(-13156850.616857, 5667292.17772957)",23429304,17060104000466,19.04753891332234,53.18054812531666,0.02720917
223,BPA_1996-083-00_61475,BPA - BPA_1996-083-00_61475-WS-74038: D: 184. INSTALL FISH PASSAGE STRUCTURE,2014,NA,OR,LOWER LADD CREEK,LADD CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,251982.95775687587,FALSE,"c(-13133473.5237904, 5662546.45916734)",NA,NA,NA,NA,NA
224,BPA_1996-083-00_61475,BPA - BPA_1996-083-00_61475-WS-74039: H: 197. MAINTAIN/REMOVE VEGETATION,2014,NA,OR,UPPER WILLOW CREEK,WILLOW CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,251982.95775687587,FALSE,"c(-13139039.4983301, 5697406.86550113)",NA,NA,NA,NA,NA
225,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-83881: M: 184. INSTALL FISH PASSAGE STRUCTURE,2015,NA,OR,LOWER LADD CREEK,LADD CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13133473.5237904, 5662546.45916734)",NA,NA,NA,NA,NA
226,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-83883: D: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2015,NA,OR,ROCK CREEK,BEAVER CREEK-GRANDE RONDE RIVER,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13156850.616857, 5667292.17772957)",23429304,17060104000466,19.04753891332234,53.18054812531666,0.02720917
227,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-84415: P: 198. MAINTAIN VEGETATION,2015,NA,OR,UPPER WILLOW CREEK,WILLOW CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13139039.4983301, 5697406.86550113)",NA,NA,NA,NA,NA
228,BPA_1996-083-00_65847,"BPA - BPA_1996-083-00_65847-WS-84430: E: 180. ENHANCE FLOODPLAIN/REMOVE, MODIFY, BREACH DIKE",2015,NA,OR,ROCK CREEK,BEAVER CREEK-GRANDE RONDE RIVER,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13159077.0066729, 5672040.40709065)",NA,NA,NA,NA,NA
229,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-84431: I: 47. PLANT VEGETATION,2015,NA,OR,ROCK CREEK,BEAVER CREEK-GRANDE RONDE RIVER,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13159077.0066729, 5672040.40709065)",NA,NA,NA,NA,NA
230,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-84434: J: 47. PLANT VEGETATION,2015,NA,OR,BRINKER CREEK-CATHERINE CREEK,UPPER CATHERINE CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13114549.2103556, 5648324.32877549)",NA,NA,NA,NA,NA
231,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-86987: G: 40. INSTALL FENCE,2015,NA,OR,ROCK CREEK,BEAVER CREEK-GRANDE RONDE RIVER,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13156850.616857, 5667292.17772957)",23429304,17060104000466,19.04753891332234,53.18054812531666,0.02720917
232,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-86988: H: 40. INSTALL FENCE,2015,NA,OR,BRINKER CREEK-CATHERINE CREEK,UPPER CATHERINE CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13114549.2103556, 5648324.32877549)",NA,NA,NA,NA,NA
233,BPA_1996-083-00_65847,BPA - BPA_1996-083-00_65847-WS-86989: K: 150. INSTALL SPRINKLER,2015,NA,OR,BRINKER CREEK-CATHERINE CREEK,UPPER CATHERINE CREEK,UPPER GRANDE RONDE,LOWER SNAKE,BPA,827053.7459688393,FALSE,"c(-13114549.2103556, 5648324.32877549)",NA,NA,NA,NA,NA
234,BPA_1998-019-00_51064,BPA - BPA_1998-019-00_51064-WS-46282: H: 33. DECOMMISSION ROAD/RELOCATE ROAD,2012,NA,WA,HEADWATERS WIND RIVER,WIND RIVER,MIDDLE COLUMBIA-HOOD,MIDDLE COLUMBIA,BPA,37522.69703371292,FALSE,"c(-13572072.3175159, 5775543.00186187)",24505578,17070105000634,24.873949812513345,15.97102462995997,0.10504415
235,BPA_1998-019-00_51064,BPA - BPA_1998-019-00_51064-WS-46283: I: 47. PLANT VEGETATION,2012,NA,WA,HEADWATERS WIND RIVER,WIND RIVER,MIDDLE COLUMBIA-HOOD,MIDDLE COLUMBIA,BPA,37522.69703371292,FALSE,"c(-13572072.3175159, 5775543.00186187)",24505578,17070105000634,24.873949812513345,15.97102462995997,0.10504415
236,BPA_1998-019-00_51064,BPA - BPA_1998-019-00_51064-WS-47119: L: 69. INSTALL FISH SCREEN,2012,NA,WA,HEADWATERS WIND RIVER,WIND RIVER,MIDDLE COLUMBIA-HOOD,MIDDLE COLUMBIA,BPA,37522.69703371292,FALSE,"c(-13572072.3175159, 5775543.00186187)",24505578,17070105000634,24.873949812513345,15.97102462995997,0.10504415
237,BPA_1998-019-00_51064,BPA - BPA_1998-019-00_51064-WS-47139: J: 184. INSTALL FISH PASSAGE STRUCTURE,2012,NA,WA,HEADWATERS WIND RIVER,WIND RIVER,MIDDLE COLUMBIA-HOOD,MIDDLE COLUMBIA,BPA,37522.69703371292,FALSE,"c(-13572072.3175159, 5775543.00186187)",24505578,17070105000634,24.873949812513345,15.97102462995997,0.10504415
238,BPA_1998-019-00_51064,BPA - BPA_1998-019-00_51064-WS-47140: K: 53. REMOVE VEGETATION,2012,NA,WA,HEADWATERS WIND RIVER,WIND RIVER,MIDDLE COLUMBIA-HOOD,MIDDLE COLUMBIA,BPA,37522.69703371292,FALSE,"c(-13572072.3175159, 5775543.00186187)",24505578,17070105000634,24.873949812513345,15.97102462995997,0.10504415
239,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-55547: J: 184. INSTALL FISH PASSAGE STRUCTURE,2013,NA,OR,LOWER GRANITE CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13185793.6844633, 5594798.05173044)",NA,NA,NA,NA,NA
240,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-55548: K: 184. INSTALL FISH PASSAGE STRUCTURE,2013,NA,OR,LOWER GRANITE CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13185793.6844633, 5594798.05173044)",NA,NA,NA,NA,NA
241,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-55549: L: 184. INSTALL FISH PASSAGE STRUCTURE,2013,NA,OR,LOWER GRANITE CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13185793.6844633, 5596367.83294289)",NA,NA,NA,NA,NA
242,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-55554: O: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2013,NA,OR,WILEY CREEK,COTTONWOOD CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13262604.1331106, 5563459.42891684)",NA,NA,NA,NA,NA
243,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-55563: P: 40. INSTALL FENCE,2013,NA,OR,BOWMAN CREEK-CAMAS CREEK,UPPER CAMAS CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13211397.1673457, 5642010.59611231)",23672285,17070202000753,50.707804534970045,49.15407922371479,0.05745966
244,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-56676: M: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,OR,LOWER FOX CREEK,COTTONWOOD CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13265943.7178344, 5565023.79038011)",NA,NA,NA,NA,NA
245,BPA_2000-031-00_56226,BPA - BPA_2000-031-00_56226-WS-56685: G: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,OR,WILKINS CREEK-CAMAS CREEK,LOWER CAMAS CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,469376.2232306728,FALSE,"c(-13240340.234952, 5640432.85492059)",NA,NA,NA,NA,NA
246,BPA_2000-031-00_64736,BPA - BPA_2000-031-00_64736-WS-78609: L: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2015,NA,OR,WILEY CREEK,COTTONWOOD CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,349079.78899016854,FALSE,"c(-13263717.3280185, 5561895.33695918)",NA,NA,NA,NA,NA
247,BPA_2000-031-00_64736,BPA - BPA_2000-031-00_64736-WS-80124: K: 184. INSTALL FISH PASSAGE STRUCTURE,2015,NA,OR,BULL RUN CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,349079.78899016854,FALSE,"c(-13173548.540476, 5585385.07849073)",NA,NA,NA,NA,NA
248,BPA_2000-031-00_64736,BPA - BPA_2000-031-00_64736-WS-80125: J: 184. INSTALL FISH PASSAGE STRUCTURE,2015,NA,OR,BULL RUN CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,349079.78899016854,FALSE,"c(-13173548.540476, 5586953.22783219)",NA,NA,NA,NA,NA
249,BPA_2000-031-00_64736,BPA - BPA_2000-031-00_64736-WS-81571: N: 47. PLANT VEGETATION,2015,NA,OR,LANE CREEK-CAMAS CREEK,UPPER CAMAS CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,349079.78899016854,FALSE,"c(-13222529.116425, 5643588.6139485)",NA,NA,NA,NA,NA
250,BPA_2000-031-00_64736,BPA - BPA_2000-031-00_64736-WS-82097: G: 198. MAINTAIN VEGETATION,2015,NA,OR,LOWER GRANITE CREEK,GRANITE CREEK,NORTH FORK JOHN DAY,JOHN DAY,BPA,349079.78899016854,FALSE,"c(-13185793.6844633, 5593228.54285185)",23671103,17070202000230,5.860074420917869,63.08570971690508,0.01055169
251,BPA_2001-032-00_61127,BPA - BPA_2001-032-00_61127-WS-69635: E: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2014,NA,ID,HEADWATERS HANGMAN CREEK,UPPER HANGMAN CREEK,HANGMAN,SPOKANE,BPA,53022.79844353471,FALSE,"c(-13009908.8890099, 5960047.39132241)",NA,NA,NA,NA,NA
252,BPA_2001-032-00_61127,BPA - BPA_2001-032-00_61127-WS-69636: G: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2014,NA,ID,HEADWATERS HANGMAN CREEK,UPPER HANGMAN CREEK,HANGMAN,SPOKANE,BPA,53022.79844353471,FALSE,"c(-13009908.8890099, 5960047.39132241)",NA,NA,NA,NA,NA
253,BPA_2001-032-00_61127,BPA - BPA_2001-032-00_61127-WS-69637: H: 47. PLANT VEGETATION,2014,NA,ID,HEADWATERS HANGMAN CREEK,UPPER HANGMAN CREEK,HANGMAN,SPOKANE,BPA,53022.79844353471,FALSE,"c(-13009908.8890099, 5960047.39132241)",NA,NA,NA,NA,NA
254,BPA_2001-032-00_61127,BPA - BPA_2001-032-00_61127-WS-73385: D: 184. INSTALL FISH PASSAGE STRUCTURE,2014,NA,ID,HEADWATERS HANGMAN CREEK,UPPER HANGMAN CREEK,HANGMAN,SPOKANE,BPA,53022.79844353471,FALSE,"c(-12997663.7450226, 5963319.25608391)",NA,NA,NA,NA,NA
255,BPA_2001-032-00_61127,BPA - BPA_2001-032-00_61127-WS-73386: F: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2014,NA,ID,HEADWATERS HANGMAN CREEK,UPPER HANGMAN CREEK,HANGMAN,SPOKANE,BPA,53022.79844353471,FALSE,"c(-13009908.8890099, 5960047.39132241)",NA,NA,NA,NA,NA
256,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50416: K: 53. REMOVE VEGETATION,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12996550.5501147, 5838228.35213552)",NA,NA,NA,NA,NA
257,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50418: M: 53. REMOVE VEGETATION,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12994324.1602988, 5852757.63251075)",NA,NA,NA,NA,NA
258,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50436: R: 40. INSTALL FENCE,2012,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12992097.770483, 5831778.57673798)",23610692,17060306001489,1.85372730202144,22.304565559381697,0.12027713
259,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50437: V: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13006569.3042861, 5831778.57673798)",NA,NA,NA,NA,NA
260,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50475: W: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13007682.499194, 5825333.514816)",NA,NA,NA,NA,NA
261,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50479: AF: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12992097.770483, 5849526.83111761)",NA,NA,NA,NA,NA
262,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50480: AC: 84. REMOVE/INSTALL DIVERSION,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13002116.5246544, 5847911.87498455)",23605924,17060306000018,92.68786025824754,86.86580008802423,0.01063352
263,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50481: AD: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13002116.5246544, 5846297.21501662)",NA,NA,NA,NA,NA
264,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50483: AE: 47. PLANT VEGETATION,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13002116.5246544, 5846297.21501662)",NA,NA,NA,NA,NA
265,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50484: AA: 29. INCREASE AQUATIC AND/OR FLOODPLAIN COMPLEXITY,2012,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12992097.770483, 5836615.46584879)",NA,NA,NA,NA,NA
266,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50485: AB: 47. PLANT VEGETATION,2012,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12992097.770483, 5836615.46584879)",NA,NA,NA,NA,NA
267,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50486: AI: 184. INSTALL FISH PASSAGE STRUCTURE,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12998776.9399306, 5847911.87498455)",NA,NA,NA,NA,NA
268,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50488: X: 55. EROSION AND SEDIMENTATION CONTROL,2012,NA,ID,WEBB CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12994324.1602988, 5822112.7482758)",NA,NA,NA,NA,NA
269,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50489: T: 55. EROSION AND SEDIMENTATION CONTROL,2012,NA,ID,ROCK CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12983192.2112195, 5825333.514816)",23610054,17060306001618,68.56396930571839,149.0823309798256,0.01197725
270,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50496: AJ: 184. INSTALL FISH PASSAGE STRUCTURE,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12990984.575575, 5852757.63251075)",NA,NA,NA,NA,NA
271,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50499: AG: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12998776.9399306, 5849526.83111761)",NA,NA,NA,NA,NA
272,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50503: O: 47. PLANT VEGETATION,2012,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12995437.3552068, 5849526.83111761)",NA,NA,NA,NA,NA
273,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50504: L: 53. REMOVE VEGETATION,2012,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12990984.575575, 5826944.33895662)",NA,NA,NA,NA,NA
274,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50519: S: 40. INSTALL FENCE,2012,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12988758.1857592, 5833390.57830701)",NA,NA,NA,NA,NA
275,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50520: Y: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-13001003.3297464, 5833390.57830701)",23610704,17060306001834,88.96597633920277,60.98815846413051,0.07743229
276,BPA_2002-070-00_52837,BPA - BPA_2002-070-00_52837-WS-50523: U: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2012,NA,ID,ROCK CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,140360.7258890736,FALSE,"c(-12983192.2112195, 5833390.57830701)",NA,NA,NA,NA,NA
277,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-59958: M: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12996550.5501147, 5838228.35213552)",NA,NA,NA,NA,NA
278,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-59967: N: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,MISSION CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12993210.9653909, 5818893.15634876)",NA,NA,NA,NA,NA
279,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60119: L: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13004342.9144702, 5826944.33895662)",NA,NA,NA,NA,NA
280,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60143: W: 40. INSTALL FENCE,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13003229.7195623, 5836615.46584879)",NA,NA,NA,NA,NA
281,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60146: Y: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13003229.7195623, 5836615.46584879)",NA,NA,NA,NA,NA
282,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60149: AA: 47. PLANT VEGETATION,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13003229.7195623, 5836615.46584879)",NA,NA,NA,NA,NA
283,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60172: Z: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13003229.7195623, 5836615.46584879)",NA,NA,NA,NA,NA
284,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60414: O: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13004342.9144702, 5836615.46584879)",23610704,17060306001834,19.988513451658093,76.04780136603758,0.07743229
285,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60420: AJ: 40. INSTALL FENCE,2013,NA,ID,WEBB CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13005456.1093782, 5833390.57830701)",NA,NA,NA,NA,NA
286,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60429: U: 184. INSTALL FISH PASSAGE STRUCTURE,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13002116.5246544, 5818893.15634876)",NA,NA,NA,NA,NA
287,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60431: AC: 47. PLANT VEGETATION,2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12997663.7450226, 5849526.83111761)",NA,NA,NA,NA,NA
288,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60432: AB: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12997663.7450226, 5849526.83111761)",NA,NA,NA,NA,NA
289,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60433: AD: 38. IMPROVE ROAD FOR INSTREAM HABITAT BENEFITS,2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12997663.7450226, 5849526.83111761)",NA,NA,NA,NA,NA
290,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60449: R: 47. PLANT VEGETATION,2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12995437.3552068, 5838228.35213552)",NA,NA,NA,NA,NA
291,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60450: P: 197. MAINTAIN/REMOVE VEGETATION,2013,NA,ID,SWEETWATER CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-13003229.7195623, 5838228.35213552)",23605934,17060306000022,74.97881031658952,78.75882905212097,0.0170018
292,BPA_2002-070-00_57048,BPA - BPA_2002-070-00_57048-WS-60474: AI: 55. EROSION AND SEDIMENTATION CONTROL,2013,NA,ID,UPPER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12974286.651956, 5835002.87462497)",NA,NA,NA,NA,NA
293,BPA_2002-070-00_57048,"BPA - BPA_2002-070-00_57048-WS-60478: AE: 181. CREATE, RESTORE, AND/OR ENHANCE WETLAND",2013,NA,ID,LOWER LAPWAI CREEK,LAPWAI CREEK,CLEARWATER,CLEARWATER,BPA,121744.10942371715,FALSE,"c(-12997663.7450226, 5849526.83111761)",NA,NA,NA,NA,NA
