project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean,fips,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other
NOAA RESTORATION - NOAA_571,NOAA RESTORATION - NOAA_571-WS-1,2004,47.039999,-122.48,"washington,pierce",WA,UPPER MUCK CREEK,LOWLAND,PUGET SOUND,PUGET SOUND,NOAA RESTORATION,fishpass_culvrem,64755,WA,0,1,0,0,1,1,1,0,0,85813.952673610707,TRUE,1,0,0,1,0,0,1,0,85813.952673610707,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOAA RESTORATION - NOAA_577,NOAA RESTORATION - NOAA_577-WS-1,2002,48.052,-124.1857,"washington,clallam",WA,MIDDLE SOL DUC RIVER,SOL DUC RIVER,WASHINGTON COASTAL,WASHINGTON COASTAL,NOAA RESTORATION,fishpass_culvrem,65728,WA,0,1,0,0,1,1,1,0,0,91103.87938384095,TRUE,1,0,0,1,0,0,1,0,91103.87938384095,0,0,1,0,0,1,0,0,53009,53,0.03118718401656819,0,0,0.06669915331668393,0.0758360236340379,0.02430407504416154,0.1930925260400804,0.0290552476091856,0.017969178290796126,0.03106535907900347,0.02138027654260827,0.04111591642809283,0,0.021075714198696475,0.013827130413595663,0.21660473899007127,0.02399951270024974,0.13674849241639764,0.05603947127977097
NOAA RESTORATION - NOAA_665,NOAA RESTORATION - NOAA_665-WS-1,2003,46.405299,-123.6329,"washington,pacific",WA,UPPER NASELLE RIVER,NASELLE,LOWER COLUMBIA,LOWER COLUMBIA,NOAA RESTORATION,fishpass_culvimp,10000,WA,0,1,0,0,1,1,1,0,0,13608.799408850286,TRUE,1,1,0,0,1,0,0,0,13608.799408850286,1,0,0,1,0,0,0,0,53049,53,0.060396039603960394,0,0,0.04356435643564356,0.21955445544554456,0,0.1504950495049505,0,0,0.03589108910891089,0,0.022277227722772276,0,0.02004950495049505,NA,0.17945544554455445,0.025,0.1891089108910891,0.05420792079207921
NOAA RESTORATION - NOAA_667,NOAA RESTORATION - NOAA_667-WS-1,2003,46.586999,-123.5916,"washington,pacific",WA,UPPER WILLAPA RIVER,WILLAPA RIVER,WASHINGTON COASTAL,WASHINGTON COASTAL,NOAA RESTORATION,fishpass_culvimp,5000,WA,0,1,0,0,1,1,1,0,0,6804.399704425143,TRUE,1,1,0,0,1,0,0,0,6804.399704425143,1,0,0,1,0,0,0,0,53049,53,0.060396039603960394,0,0,0.04356435643564356,0.21955445544554456,0,0.1504950495049505,0,0,0.03589108910891089,0,0.022277227722772276,0,0.02004950495049505,NA,0.17945544554455445,0.025,0.1891089108910891,0.05420792079207921
NOAA RESTORATION - NOAA_811,NOAA RESTORATION - NOAA_811-WS-1,2004,45.3578,-122.547599,"oregon,clackamas",OR,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,fishpass_culvimp,619952,OR,0,1,0,0,1,1,1,0,0,821566.3900534369,TRUE,1,1,0,0,1,0,0,0,821566.3900534369,1,0,0,1,0,0,0,0,41005,41,0.0018454164170161773,6.071499900139804e-4,0.0015897743159576593,0.07868184541641701,0.13787098062712203,0.0790653085680048,0.1461713600958658,0.05446774515678051,0.018006790493309367,0.046750549231076494,0.021114439784301976,0.05298182544437787,0.03215498302376673,0.057151987217894946,0.018861593768723785,0.10492510485320551,0.013453165568204514,0.08976233273417215,0.044537647293788694
NOAA RESTORATION - NOAA_812,NOAA RESTORATION - NOAA_812-WS-1,2005,45.853699,-122.904799,"oregon,columbia",OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,fishpass_culvimp,57762,OR,0,1,0,0,1,1,1,0,0,74233.45149417003,TRUE,1,1,0,0,1,0,0,0,74233.45149417003,1,0,0,1,0,0,0,0,41009,41,0.02819332566168009,0.008745684695051784,0,0.06006904487917146,0.3459148446490219,0.012428078250863062,0.1621403912543153,0.0378596087456847,0.011047180667433832,0.02727272727272727,0.009666283084004603,0.028308400460299196,NA,0.02474108170310702,0,0.10184119677790564,0,0.09919447640966628,0.04257767548906789
NOAA RESTORATION - NOAA_813,NOAA RESTORATION - NOAA_813-WS-1,2005,45.867399,-122.890599,"oregon,columbia",OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,fishpass_culvimp,57762,OR,0,1,0,0,1,1,1,0,0,74233.45149417003,TRUE,1,1,0,0,1,0,0,0,74233.45149417003,1,0,0,1,0,0,0,0,41009,41,0.02819332566168009,0.008745684695051784,0,0.06006904487917146,0.3459148446490219,0.012428078250863062,0.1621403912543153,0.0378596087456847,0.011047180667433832,0.02727272727272727,0.009666283084004603,0.028308400460299196,NA,0.02474108170310702,0,0.10184119677790564,0,0.09919447640966628,0.04257767548906789
NOAA RESTORATION - NOAA_814,NOAA RESTORATION - NOAA_814-WS-1,2006,45.867099,-122.8972,"oregon,columbia",OR,MILTON CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,fishpass_culvimp,57762,OR,0,1,0,0,1,1,1,0,0,72050.06014073365,TRUE,1,1,0,0,1,0,0,0,72050.06014073365,1,0,0,1,0,0,0,0,41009,41,0.03113079857265904,0,0,0.0691522086870924,0.2328042328042328,0.015503875968992248,0.1872769779746524,0.05266395964070383,0,0.04035929617324966,0.012919896640826873,0.036544850498338874,NA,0,0.002830072597514458,0.10766580534022395,0.008367171157868832,0.1406423034330011,0.062138550510643535
NOAA RESTORATION - NOAA_939,NOAA RESTORATION - NOAA_939-WS-1,2003,45.3554,-122.561,"oregon,clackamas",OR,ABERNETHY CREEK,ABERNETHY CREEK,WILLAMETTE,WILLAMETTE,NOAA RESTORATION,fishpass_culvimp,64178,OR,0,1,0,0,1,1,1,0,0,87338.55284611936,TRUE,1,1,0,0,1,0,0,0,87338.55284611936,1,0,0,1,0,0,0,0,41005,41,0.0025392447166673426,5.273191903622278e-4,0.0020524885409483632,0.07401127651807082,0.1471139415081329,0.0803958950229181,0.14285482497059182,0.05715328763233683,0.01776660041374275,0.04639597614894739,0.020330182939196043,0.04986817020240944,0.03737476169228897,0.05696669776497789,0.017661136575670304,0.10195919360726889,0.013604835111345475,0.08781892670263254,0.043605240741491906
NOAA RESTORATION - NOAA_942,NOAA RESTORATION - NOAA_942-WS-1,2005,45.213,-123.8861,"oregon,tillamook",OR,LOWER NESTUCCA RIVER,NESTUCCA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,NOAA RESTORATION,fishpass_culvimp,96176,OR,0,1,0,0,1,1,1,0,0,123601.61405254834,TRUE,1,1,0,0,1,0,0,0,123601.61405254834,1,0,0,1,0,0,0,0,41057,41,0.0637731118771545,NA,0,0.062206204951425884,0.2130993418990912,0.030241303666562205,0.15371356941397682,0.036979003447195236,0.011281729865246004,0.01864619241617048,0.016765904105296145,0.023503603885929175,NA,0.041052961454089626,0,0.11438420557818865,0.01081165778752742,0.1573174553431526,0.046223754308994044
NOAA RESTORATION - NOAA_945,NOAA RESTORATION - NOAA_945-WS-1,2004,47.8825,-122.8205,"washington,jefferson",WA,TARBOO CREEK-FRONTAL DABOB BAY,LITTLE QUILLCENE RIVER-FRONTAL HOOD CANAL,HOOD CANAL,PUGET SOUND,NOAA RESTORATION,fishpass_culvimp,349814,WA,1,1,1,1,1,1,1,1,1,463576.89816333033,TRUE,1,1,0,0,1,0,0,0,463576.89816333033,1,0,0,1,0,0,0,0,53031,53,0.008897908211052139,0.007805182641273806,0,0.11458008117389946,0.11785825788323447,0,0.17951920074929753,0,0.02934748673118951,0.030284108648142367,0.032781767093349984,0.035123321885732126,0,0.033093974399000935,0,0.17920699344364657,0.0209178894786138,0.14330315329378707,0.06728067436778021
NRRSS - NRRSS_10895,NRRSS - NRRSS_10895-WS-1,1995,45.364822,-112.447098,"montana,madison",MT,NA,NA,MISSOURI HEADWATERS,MISSOURI HEADWATERS,NRRSS,fishpass_culvrem,60000,MT,0,1,0,0,1,1,1,0,0,93794.8500302653,TRUE,1,0,0,1,0,0,1,0,93794.8500302653,0,0,1,0,0,1,0,0,30057,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_10913,NRRSS - NRRSS_10913-WS-1,1999,48.295159,-114.049811,"montana,flathead",MT,NA,NA,PEND OREILLE,PEND OREILLE,NRRSS,fishpass_culvrem,36374,MT,1,1,1,1,1,1,1,1,1,53510.13098846992,TRUE,1,0,0,1,0,0,1,0,53510.13098846992,0,0,1,0,0,1,0,0,30029,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_11042,NRRSS - NRRSS_11042-WS-1,2002,44.116807,-123.082246,"oregon,lane",OR,MCKENZIE RIVER-WALTERVILLE CANAL,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,NRRSS,fishpass_culvimp,642000,OR,0,1,0,0,1,1,1,0,0,889859.5813721075,TRUE,1,1,0,0,1,0,0,0,889859.5813721075,1,0,0,1,0,0,0,0,41039,41,0.014759483032168983,0.0015865801051430923,0.0013207207361731687,0.054929976072656796,0.15916400092621974,0.047237206589881904,0.16559608243355659,0.020891400735830123,0.0226323507971493,0.04623380187473736,0.020248192585096438,0.057700059175149865,0.015325506204814628,0.05360925533648363,0.011226126257471934,0.1484781695153641,0.014021937685994357,0.09974014390710359,0.0452990060290044
NRRSS - NRRSS_11131,NRRSS - NRRSS_11131-WS-1,2000,47.258855,-122.418065,NA,NA,LOWER PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUGET SOUND,PUGET SOUND,NRRSS,fishpass_culvimp,61179,NA,0,1,0,0,1,1,1,0,0,88032.34421520816,TRUE,1,1,0,0,1,0,0,0,88032.34421520816,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_11144,NRRSS - NRRSS_11144-WS-1,2001,46.132331,-122.790199,"washington,cowlitz",WA,LOWER COWEEMAN RIVER,COWEEMAN,LOWER COLUMBIA,LOWER COLUMBIA,NRRSS,fishpass_culvimp,518834,WA,0,1,0,0,3,3,1,0,0,730505.4750516202,TRUE,3,1,0,0,3,0,0,0,243501.82501720672,1,0,0,1,0,0,53680.57032053848,24057.759530905878,53015,53,0.036020104244229335,0.005491437081161578,0,0.10294117647058823,0.24702159344750557,0.02916356415984115,0.1436770910896004,0.033693224125093076,0.014550757011665425,0.025502606105733433,0.014798957557706627,0.024168528170761976,0.0022027798461156617,0.030032266070985355,0.012689252916356416,0.1423119880863738,0.008221643087614793,0.0879560685033507,0.03955696202531646
NRRSS - NRRSS_11144,NRRSS - NRRSS_11144-WS-2,2001,46.238778,-123.427188,NA,WA,COLUMBIA RIVER-CATHLAMET CHANNEL,CATHLAMET CHANNEL-COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,NRRSS,fishpass_culvimp,518834,WA,0,1,0,0,3,3,1,0,0,730505.4750516202,TRUE,3,1,0,0,3,0,0,0,243501.82501720672,1,0,0,1,0,0,53680.57032053848,24057.759530905878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_11144,NRRSS - NRRSS_11144-WS-3,2001,46.26783,-123.457757,"washington,wahkiakum",WA,COLUMBIA RIVER-CATHLAMET CHANNEL,CATHLAMET CHANNEL-COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,NRRSS,fishpass_culvimp,518834,WA,0,1,0,0,3,3,1,0,0,730505.4750516202,TRUE,3,1,0,0,3,0,0,0,243501.82501720672,1,0,0,1,0,0,53680.57032053848,24057.759530905878,53069,53,0.3957345971563981,0,NA,0,0,NA,0.13744075829383887,0,0,0.04028436018957346,0,0,0,0,0,0.26540284360189575,0,0.12085308056872038,0.04028436018957346
NRRSS - NRRSS_11152,NRRSS - NRRSS_11152-WS-1,2002,48.762093,-122.508233,NA,WA,SQUALICUM CREEK,BELLINGHAM BAY,PUGET SOUND,PUGET SOUND,NRRSS,fishpass_culvimp,150000,WA,0,1,0,0,1,1,1,0,0,207911.11714301578,TRUE,1,1,0,0,1,0,0,0,207911.11714301578,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_11157,NRRSS - NRRSS_11157-WS-1,2003,46.262192,-122.971326,"washington,cowlitz",WA,DELAMETER CREEK,EAST WILLAPA,LOWER COLUMBIA,LOWER COLUMBIA,NRRSS,fishpass_culvimp,851800,WA,1,1,1,1,1,1,1,1,1,1159197.5336458674,TRUE,1,1,0,0,1,0,0,0,1159197.5336458674,1,0,0,1,0,0,0,0,53015,53,0.031826017769526586,0.006729876674181143,0,0.08288025460814216,0.20570879193740882,0.03169340936215356,0.1570083543296645,0.031991778278742874,0.012664102904124121,0.030201564779207,0.01531627105158467,0.026687441983821773,0,0.04163903991513062,0.011338018830393847,0.16443442514255405,0.013990186977854396,0.09524598859567697,0.04064447685983291
NRRSS - NRRSS_5010,NRRSS - NRRSS_5010-WS-1,2002,48.440759,-115.303411,"montana,lincoln",MT,LAKE KOOCANUSA-LITTLE JACKSON CREEK,BRISTOW CREEK-RAINY CREEK,KOOTENAI,KOOTENAI,NRRSS,fishpass_culvimp,33026,MT,0,1,0,0,1,1,1,0,0,45776.483698434924,TRUE,1,1,0,0,1,0,0,0,45776.483698434924,1,0,0,1,0,0,0,0,30053,30,0.09594882729211088,0,0,0.03571428571428571,0.16791044776119404,0.009594882729211088,0.17990405117270789,0.041844349680170576,0.03571428571428571,0.0314498933901919,0,0.02398720682302772,0,0.009594882729211088,0.006663113006396588,0.1703091684434968,0.025852878464818763,0.11913646055437101,0.04637526652452026
NRRSS - NRRSS_5032,NRRSS - NRRSS_5032-WS-1,2000,48.440759,-115.303411,"montana,lincoln",MT,LAKE KOOCANUSA-LITTLE JACKSON CREEK,BRISTOW CREEK-RAINY CREEK,KOOTENAI,KOOTENAI,NRRSS,fishpass_culvimp,47722,MT,0,1,0,0,1,1,1,0,0,68668.65314304196,TRUE,1,1,0,0,1,0,0,0,68668.65314304196,1,0,0,1,0,0,0,0,30053,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_5174,NRRSS - NRRSS_5174-WS-1,2002,44.764857,-119.660856,"oregon,wheeler",OR,HAYSTACK CREEK,LOWER JOHN DAY RIVER/KAHLER CREEK,JOHN DAY,JOHN DAY,NRRSS,fishpass_culvrem,71858,OR,0,1,0,0,1,1,1,0,0,99600.513704418845,TRUE,1,0,0,1,0,0,1,0,99600.513704418845,0,0,1,0,0,1,0,0,41069,41,0,NA,0,0.17142857142857143,0,0,0,0,NA,0,0,NA,NA,NA,0,0.08571428571428572,0.3142857142857143,0.42857142857142855,0
NRRSS - NRRSS_5408,NRRSS - NRRSS_5408-WS-1,2002,45.779273,-122.482628,"washington,clark",WA,SALMON CREEK,SCAPPOOSE CREEK-FRONTAL COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,NRRSS,fishpass_culvimp,21500,WA,1,1,1,1,1,1,1,1,1,29800.593457165596,TRUE,1,1,0,0,1,0,0,0,29800.593457165596,1,0,0,1,0,0,0,0,53011,53,0.0017386295759023807,0.0025919447051796227,0,0.09193403874050687,0.14222629917228433,0.041023124840003415,0.1540233808345422,0.025162129874562678,0.031551326905026024,0.03914583155559348,0.02808473419233723,0.046569673180305485,0.014474357880365218,0.05186022698182439,0.010090451403703387,0.14598088574110418,0.020852888471712603,0.10228048468299343,0.05040959126205308
NRRSS - NRRSS_7395,NRRSS - NRRSS_7395-WS-1,1999,47.195284,-122.274539,"washington,pierce",WA,LOWER PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUGET SOUND,PUGET SOUND,NRRSS,fishpass_culvimp,154458,WA,0,1,0,0,1,1,1,0,0,227224.60582331027,TRUE,1,1,0,0,1,0,0,0,227224.60582331027,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRRSS - NRRSS_7587,NRRSS - NRRSS_7587-WS-1,2002,46.919525,-122.829755,"washington,thurston",WA,DESCHUTES RIVER-CAPITOL LAKE,PRAIRIE,PUGET SOUND,PUGET SOUND,NRRSS,fishpass_culvimp,64755,WA,0,1,0,0,1,1,1,0,0,89755.22927063992,TRUE,1,1,0,0,1,0,0,0,89755.22927063992,1,0,0,1,0,0,0,0,53067,53,0.00832985499882039,9.79982941037693e-4,0.0028310618296644467,0.06500553508883364,0.05600421029708001,0.03921746547374916,0.180171678493004,0.018129684409197322,0.030089105856305465,0.045569206758252725,0.020543346097308676,0.06585848320418126,0.009255394443133768,0.040179300582545416,0.02059778959403299,0.19064297769631416,0.029326896902165035,0.1118087944395042,0.0654592308948696
NRRSS - NRRSS_7631,NRRSS - NRRSS_7631-WS-1,2002,47.260316,-122.359272,"washington,king",WA,LOWER PUYALLUP RIVER,LOWER PUYALLUP RIVER,PUGET SOUND,PUGET SOUND,NRRSS,fishpass_culvrem,66825,WA,0,1,0,0,1,1,1,0,0,92624.40268721353,TRUE,1,0,0,1,0,0,1,0,92624.40268721353,0,0,1,0,0,1,0,0,53033,53,0.0026735306984352744,2.301371907920244e-4,0.0016348033778334347,0.055096087460425734,0.11002423697081404,0.06433474802050916,0.10608598837703521,0.04535983297430549,0.06915933579504106,0.058796942285324505,0.02605733526012759,0.0834309515861843,0.04218559838779568,0.05928727963327328,0.017997350312343854,0.11309584281007877,0.021865106433267473,0.08001932323079443,0.04266556919561869
OWRI - OR_1009,OWRI - OR_1009-WS-1,1997,43.013843,-123.962472,"oregon,coos",OR,MIDDLE FORK COQUILLE RIVER-BELIEU CREEK,"COQUILLE S FK, LWR",SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,13607,OR,0,1,0,0,1,1,1,0,0,20534.681062710108,TRUE,1,1,0,0,1,0,0,0,20534.681062710108,1,0,0,1,0,0,0,0,41011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1011,OWRI - OR_1011-WS-1,1997,43.034835,-124.028748,"oregon,coos",OR,INDIAN CREEK,"COQUILLE S FK, LWR",SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,17211,OR,0,1,0,0,1,1,1,0,0,25973.57211511014,TRUE,1,1,0,0,1,0,0,0,25973.57211511014,1,0,0,1,0,0,0,0,41011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1026,OWRI - OR_1026-WS-1,1997,43.331376,-124.130927,"oregon,coos",OR,ISTHMUS SLOUGH,LAKESIDE FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6994,OR,0,1,0,0,1,1,1,0,0,10554.82908448552,TRUE,1,1,0,0,1,0,0,0,10554.82908448552,1,0,0,1,0,0,0,0,41011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1035,OWRI - OR_1035-WS-1,1997,43.234036,-124.202339,"oregon,coos",OR,BEAVER SLOUGH,NORTH_FORK_COQUILLE,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2560,OR,0,1,0,0,1,1,1,0,0,3863.3632336692785,TRUE,1,1,0,0,1,0,0,0,3863.3632336692785,1,0,0,1,0,0,0,0,41011,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1043,OWRI - OR_1043-WS-1,1997,43.652702,-123.81245,"oregon,douglas",OR,LITTLE MILL CREEK-WEATHERLY CREEK,MIDDLE UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5000,OR,0,1,0,0,2,2,1,0,0,7545.631315760309,TRUE,2,1,0,0,2,0,0,0,3772.8156578801545,1,0,0,1,0,0,94.77434958659153,47.38717479329576,41019,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1043,OWRI - OR_1043-WS-2,1997,43.652009,-123.811765,"oregon,douglas",OR,LITTLE MILL CREEK-WEATHERLY CREEK,MIDDLE UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5000,OR,0,1,0,0,2,2,1,0,0,7545.631315760309,TRUE,2,1,0,0,2,0,0,0,3772.8156578801545,1,0,0,1,0,0,94.77434958659153,47.38717479329576,41019,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1072,OWRI - OR_1072-WS-1,1997,44.175595,-123.796259,"oregon,lane",OR,LOWER DEADWOOD CREEK,DEADWOOD CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7900,OR,0,1,0,0,2,2,1,0,0,11922.097478901289,TRUE,2,1,0,0,2,0,0,0,5961.0487394506445,1,0,0,1,0,0,2339.109196895486,1169.554598447743,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1072,OWRI - OR_1072-WS-2,1997,44.160642,-123.775673,"oregon,lane",OR,LOWER DEADWOOD CREEK,DEADWOOD CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7900,OR,0,1,0,0,2,2,1,0,0,11922.097478901289,TRUE,2,1,0,0,2,0,0,0,5961.0487394506445,1,0,0,1,0,0,2339.109196895486,1169.554598447743,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1074,OWRI - OR_1074-WS-1,1997,44.17114,-123.872051,"oregon,lane",OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1074,OWRI - OR_1074-WS-2,1997,44.165127,-123.872913,"oregon,lane",OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1074,OWRI - OR_1074-WS-3,1997,44.183963,-123.864883,"oregon,lane",OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1077,OWRI - OR_1077-WS-1,1997,44.025643,-123.967161,"oregon,lane",OR,BERNHARDT CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3000,OR,0,1,0,0,2,2,1,0,0,4527.378789456186,TRUE,2,0,0,1,0,0,2,0,2263.689394728093,0,0,1,0,0,1,1800.53532841508,900.26766420754,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1077,OWRI - OR_1077-WS-2,1997,44.040978,-123.959902,"oregon,lane",OR,BERNHARDT CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3000,OR,0,1,0,0,2,2,1,0,0,4527.378789456186,TRUE,2,0,0,1,0,0,2,0,2263.689394728093,0,0,1,0,0,1,1800.53532841508,900.26766420754,41039,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1104,OWRI - OR_1104-WS-1,1997,44.359712,-123.659849,"oregon,benton",OR,ALSEA RIVER-COW CREEK,LOWER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,48917,OR,0,1,0,0,2,2,1,0,0,73821.92941460942,TRUE,2,1,0,0,2,0,0,0,36910.96470730471,1,0,0,1,0,0,712.3027950363746,356.1513975181873,41003,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1104,OWRI - OR_1104-WS-2,1997,44.365614,-123.663336,"oregon,benton",OR,ALSEA RIVER-COW CREEK,LOWER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,48917,OR,0,1,0,0,2,2,1,0,0,73821.92941460942,TRUE,2,1,0,0,2,0,0,0,36910.96470730471,1,0,0,1,0,0,712.3027950363746,356.1513975181873,41003,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OWRI - OR_1111,OWRI - OR_1111-WS-1,1997,44.471813,-123.424379,"oregon,benton",OR,BEAVER CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,15000,OR,0,1,0,0,1,1,1,0,0,22636.89394728093,TRUE,1,1,0,0,1,0,0,0,22636.89394728093,1,0,0,1,0,0,0,0,41003,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
