project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,publand,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,x1.x,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,x1.y,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,project_year,nlcd_current,geometry,here_class_0,here_class_badmatch,here_class_namatch,here_speed_0,here_speed_badmatch,here_paved_0
OWRI - OR_20060184,OWRI - OR_20060184-WS-1,OR,LOWER BIG RIVER,UPPER COAST FORK WILLAMETTE RIVER,WILLAMETTE,WILLAMETTE,OWRI,58003.52907801419,TRUE,47579.25851226009,"Eugene, OR Urbanized Area",21066.11868873828,"Sutherlin, OR Urban Cluster",FALSE,41039,Lane,41,1512,216,157,7902,21013,5871,21386,2953,2310,5091,2639,7041,1014,7376,1701,17990,2110,12661,5143,23760220,0,0,0,0,0,0,0.57,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,59.91,0,31.62,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,59.91,0,31.62,8.47,0,0,0,0,0,0,0,0,0,0,0,0,0,59.91,0,31.62,8.47,0,0,0,0,0,0.09968412,1.449,1305,1305,1305,37.82,37.82,37.82,4.08,0.31,1.65,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552683,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,2.53,2552683,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,2.53,2552683,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,2.53,2.66,0.068966,21.88,577.79,396.43,722.11,1.45,2.66,21.88,577.79,396.43,722.11,0.1,1.449,2.66,21.88,577.79,396.43,722.11,0.068966,1.45,1,1,1,1.04,0.54,0.55,0.55,42,42,42,42,42,42,42,3046.56,Lane Creek,Coho salmon,Spawning and rearing,24.44,346.95,17090002003429,460,3.76578045,99.22,7,5,N,Y,2006,42,"c(-123.089008, 43.559637)",5,5,5,7,7,N
OWRI - OR_20060185,OWRI - OR_20060185-WS-1,OR,LOWER BIG RIVER,UPPER COAST FORK WILLAMETTE RIVER,WILLAMETTE,WILLAMETTE,OWRI,69615.21166951187,TRUE,48569.18019982597,"Eugene, OR Urbanized Area",19857.220697605306,"Sutherlin, OR Urban Cluster",FALSE,41039,Lane,41,1512,216,157,7902,21013,5871,21386,2953,2310,5091,2639,7041,1014,7376,1701,17990,2110,12661,5143,23760250,0.07,0,0.03,0,0.03,0,0.06,0,0.37,0,0.37,0,0,0,0.59,0.04,0.01,0,0.09,0,34.47,0,31.8,33,0,0,0,0,0,0,0,0,0,0,0,0.15,0,31.16,0,36.46,32.22,0,0,0,0,0,0,0,0.59,0.04,0.01,0,0.09,0,34.47,0,31.8,33,0,0,0,0,0,0.0467525,3.6950000000000003,1343.64,1335.84,1335.84,39,39,39,7.46,0.48,4.42,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552698,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,3.26,2552698,0,0,2.71,0,0,0,0,0,0,0,0,0,0,0,2.71,2552698,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,3.26,12.09,0.037838,24.37,678.17,396.59,1024.2,3.7,4.76,28.08,620.39,396.59,902.64,0.05,1.398,12.09,24.37,678.17,396.59,1024.2,0.037838,3.7,2,5,5,1.03,0.29,0.31,0.31,42,42,42,42,42,42,42,2048.66,Lane Creek,Coho salmon,Spawning and rearing,3.8,634.55,17090002001626,460,3.58636451,115.1,7,5,N,Y,2006,42,"c(-123.098221, 43.550851)",5,5,5,7,7,N
OWRI - OR_20060186,OWRI - OR_20060186-WS-1,OR,HEADWATERS CALAPOOYA CREEK,CALAPOOYA CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,71441.3480229282,TRUE,52540.02930016878,"Eugene, OR Urbanized Area",25861.528367773917,"Sutherlin, OR Urban Cluster",FALSE,41019,Douglas,41,1146,84,175,1888,6433,883,5322,1430,397,794,580,1184,0,1729,441,5724,442,4374,1127,24527016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,84.35,0.1,6.17,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0.03,84.35,0.1,6.17,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0.03,84.35,0.1,6.17,9.35,0,0,0,0,0,0.03675879,4.13,1495.8,1495.8,1495.8,40.71,40.71,40.71,10.71,0.62,7.98,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2654134,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.93,2654134,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.93,2654134,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,2.93,29.91,0.009685,34.51,787.47,343.17,1353.25,4.13,29.91,34.51,787.47,343.17,1353.25,0.04,4.13,29.91,34.51,787.47,343.17,1353.25,0.009685,4.13,1,1,1,1.06,0.14,0.14,0.14,52,52,52,52,52,52,52,2562.66,Middle Fork Calapooya Creek,Steelhead,Spawning and rearing,7.17,453,17100303012464,460,9.92166996,106.23,7,5,N,Y,2006,52,"c(-122.982085, 43.515615)",5,5,5,7,7,N
OWRI - OR_20060187,OWRI - OR_20060187-WS-1,OR,MIDDLE MOSBY CREEK,MOSBY CREEK,WILLAMETTE,WILLAMETTE,OWRI,49894.43588569208,FALSE,36627.02390239959,"Eugene, OR Urbanized Area",12649.48409080644,"Cottage Grove, OR Urban Cluster",FALSE,41039,Lane,41,1512,216,157,7902,21013,5871,21386,2953,2310,5091,2639,7041,1014,7376,1701,17990,2110,12661,5143,23760048,0,0,0,0,0,0,1.69,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0.10495419,2.879,1290.72,1290.72,1290.72,40.42,40.42,40.42,4.44,0.33,1.89,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,3.29,0.034722,42.78,562.61,312.21,993.26,2.88,3.29,42.78,562.61,312.21,993.26,0.1,2.879,3.29,42.78,562.61,312.21,993.26,0.034722,2.88,1,1,1,1.05,0.88,0.88,0.88,42,42,42,42,42,42,42,138.19,Mosby Creek,Chinook salmon,Spawning and rearing,25.02,571.22,17090002000368,460,0.83728647,7.13,7,5,N,Y,2006,42,"c(-122.934938, 43.660475)",5,5,5,7,7,N
OWRI - OR_20060187,OWRI - OR_20060187-WS-2,OR,MIDDLE MOSBY CREEK,MOSBY CREEK,WILLAMETTE,WILLAMETTE,OWRI,49894.43588569208,FALSE,36153.13365831739,"Eugene, OR Urbanized Area",12421.54900557268,"Cottage Grove, OR Urban Cluster",FALSE,41039,Lane,41,1512,216,157,7902,21013,5871,21386,2953,2310,5091,2639,7041,1014,7376,1701,17990,2110,12661,5143,23760048,0,0,0,0,0,0,1.69,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0.10495419,2.879,1290.72,1290.72,1290.72,40.42,40.42,40.42,4.44,0.33,1.89,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,3.29,0.034722,42.78,562.61,312.21,993.26,2.88,3.29,42.78,562.61,312.21,993.26,0.1,2.879,3.29,42.78,562.61,312.21,993.26,0.034722,2.88,1,1,1,1.05,0.88,0.88,0.88,42,42,42,42,42,42,42,970.73,Mosby Creek,Steelhead,Spawning and rearing,28.37,457.09,17090002000368,460,4.40145874,11.71,7,5,N,Y,2006,42,"c(-122.926572, 43.665428)",5,5,5,7,7,N
OWRI - OR_20060187,OWRI - OR_20060187-WS-3,OR,MIDDLE MOSBY CREEK,MOSBY CREEK,WILLAMETTE,WILLAMETTE,OWRI,49894.43588569208,FALSE,36363.027419933554,"Eugene, OR Urbanized Area",12502.825239806629,"Cottage Grove, OR Urban Cluster",FALSE,41039,Lane,41,1512,216,157,7902,21013,5871,21386,2953,2310,5091,2639,7041,1014,7376,1701,17990,2110,12661,5143,23760048,0,0,0,0,0,0,1.69,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0,0,0,0,0,0,0,0,86.3,1.2,5.83,6.43,0,0,0.19,0.05,0,0.10495419,2.879,1290.72,1290.72,1290.72,40.42,40.42,40.42,4.44,0.33,1.89,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,2552597,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.49,3.29,0.034722,42.78,562.61,312.21,993.26,2.88,3.29,42.78,562.61,312.21,993.26,0.1,2.879,3.29,42.78,562.61,312.21,993.26,0.034722,2.88,1,1,1,1.05,0.88,0.88,0.88,42,42,71,71,52,52,52,561.32,Mosby Creek,Chinook salmon,Spawning and rearing,26.64,227.46,17090002000368,460,4.40145874,0.64,7,5,N,Y,2006,71,"c(-122.930855, 43.663172)",5,5,5,7,7,N
OWRI - OR_20060228,OWRI - OR_20060228-WS-1,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,66724.59249589632,"Longview, WA--OR Urbanized Area",2582.3046053931544,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23832741,6.05,0,5.8,0,5.8,0,5.61,0,5.83,0,5.83,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.06,0,8.32,0.48,0.09,0,0.31,0,60.85,7.12,4.68,2.85,0,0,14.8,0.45,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.00363182,6.598999999999999,1794.36,1811.04,1811.04,44,44,44,6.72,0.44,3.72,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,2562488,0,0,1.53,1.06,0,0,0,0,0,0.24,0,0,0,0,2.83,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,9.29,0.007576,12.97,50.22,6.5,134.82,6.6,8.17,12.51,45.25,6.5,119.21,0,6.209,9.29,12.97,50.22,6.5,134.82,0.007576,6.6,3,3,3,1.48,0.76,0.71,0.71,21,21,21,21,21,21,21,61.75,Cullaby Creek,Coho salmon,Spawning and rearing,61.75,961.18,17080006000009,460,1.17784297,8.33,5,5,Y,Y,2006,21,"c(-123.872215, 46.03117)",5,5,5,5,5,Y
OWRI - OR_20060228,OWRI - OR_20060228-WS-10,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,67535.91590298715,"Longview, WA--OR Urbanized Area",1764.174128005322,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23833713,4.01,0,4.01,0,4.01,0,7.39,0,7.39,0,7.39,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0.053875,0.39,1932.48,1932.48,1932.48,44,44,44,2.89,0.24,0.94,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,1.12,0.128205,16.33,86.6,30.95,134.82,0.39,1.12,16.33,86.6,30.95,134.82,0.05,0.39,1.12,16.33,86.6,30.95,134.82,0.128205,0.39,0,0,0,1.03,0.35,0.35,0.35,42,42,42,42,42,42,71,576.39,Cullaby Creek,Coho salmon,Spawning and rearing,4.58,606,17080006002612,460,1.09243083,69.38,7,5,N,Y,2006,42,"c(-123.882781, 46.030597)",5,5,5,7,7,N
OWRI - OR_20060228,OWRI - OR_20060228-WS-11,OR,LOWER NECANICUM RIVER,NECANICUM RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,68114.0349026789,"Longview, WA--OR Urbanized Area",1284.518646686479,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23832741,6.05,0,5.8,0,5.8,0,5.61,0,5.83,0,5.83,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.06,0,8.32,0.48,0.09,0,0.31,0,60.85,7.12,4.68,2.85,0,0,14.8,0.45,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.00363182,6.598999999999999,1794.36,1811.04,1811.04,44,44,44,6.72,0.44,3.72,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,2562488,0,0,1.53,1.06,0,0,0,0,0,0.24,0,0,0,0,2.83,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,9.29,0.007576,12.97,50.22,6.5,134.82,6.6,8.17,12.51,45.25,6.5,119.21,0,6.209,9.29,12.97,50.22,6.5,134.82,0.007576,6.6,3,3,3,1.48,0.76,0.71,0.71,42,42,42,42,42,42,42,1249.79,Cullaby Creek,Coho salmon,Spawning and rearing,30.3,279.75,17100201003341,460,1.01121223,382.73,8,5,N,Y,2006,42,"c(-123.893542, 46.040412)",5,6,NA,7,9,N
OWRI - OR_20060228,OWRI - OR_20060228-WS-12,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,66487.03323589139,"Longview, WA--OR Urbanized Area",2769.582503079722,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23832741,6.05,0,5.8,0,5.8,0,5.61,0,5.83,0,5.83,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.06,0,8.32,0.48,0.09,0,0.31,0,60.85,7.12,4.68,2.85,0,0,14.8,0.45,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.00363182,6.598999999999999,1794.36,1811.04,1811.04,44,44,44,6.72,0.44,3.72,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,2562488,0,0,1.53,1.06,0,0,0,0,0,0.24,0,0,0,0,2.83,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,9.29,0.007576,12.97,50.22,6.5,134.82,6.6,8.17,12.51,45.25,6.5,119.21,0,6.209,9.29,12.97,50.22,6.5,134.82,0.007576,6.6,3,3,3,1.48,0.76,0.71,0.71,90,90,90,90,90,90,90,38.67,Cullaby Creek,Coho salmon,Spawning and rearing,38.67,961.18,17080006000009,460,0.3640238,100.17,5,5,Y,Y,2006,90,"c(-123.869965, 46.033889)",5,5,5,5,5,Y
OWRI - OR_20060228,OWRI - OR_20060228-WS-3,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,67547.35203576733,"Longview, WA--OR Urbanized Area",1838.9864135025957,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23833713,4.01,0,4.01,0,4.01,0,7.39,0,7.39,0,7.39,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0,0,9.52,0.4,0,0,0,0,67.66,13.71,2.98,5.73,0,0,0,0,0,0.053875,0.39,1932.48,1932.48,1932.48,44,44,44,2.89,0.24,0.94,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,2562964,0,0,1.09,0.99,0,0,0,0,0,1.49,0,0,0,0,3.57,1.12,0.128205,16.33,86.6,30.95,134.82,0.39,1.12,16.33,86.6,30.95,134.82,0.05,0.39,1.12,16.33,86.6,30.95,134.82,0.128205,0.39,0,0,0,1.03,0.35,0.35,0.35,42,42,42,71,52,52,52,143,Cullaby Creek,Coho salmon,Spawning and rearing,93.25,606,17080006002612,460,1.09243083,263.75,8,5,N,Y,2006,42,"c(-123.881555, 46.026498)",5,6,NA,6,9,Y
OWRI - OR_20060228,OWRI - OR_20060228-WS-4,OR,LOWER NECANICUM RIVER,NECANICUM RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,67825.3183446821,"Longview, WA--OR Urbanized Area",1412.762056344554,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23871319,86.3,0,86.3,0,86.3,0,34.42,0,34.42,0,34.42,0,0.24,0,12.47,7.42,1.23,0.34,0.32,0.09,16.75,1.67,8.09,10.26,0.03,0,27.66,13.45,0,0.24,0,12.47,7.42,1.23,0.34,0.32,0.09,16.75,1.67,8.09,10.26,0.03,0,27.66,13.45,0,0.24,0,12.47,7.42,1.23,0.34,0.32,0.09,16.75,1.67,8.09,10.26,0.03,0,27.66,13.45,0,0.01610714,2.39,1740.48,1740.48,1740.48,44,44,44,7.57,0.48,4.52,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2568184,0,0.54,1.94,0.14,0,0,0,0,0,0.71,0,0,0,0,3.33,2568184,0,0.54,1.94,0.14,0,0,0,0,0,0.71,0,0,0,0,3.33,2568184,0,0.54,1.94,0.14,0,0,0,0,0,0.71,0,0,0,0,3.33,12.54,0.008368,4.78,22.25,5.34,132.96,2.39,12.54,4.78,22.25,5.34,132.96,0.02,2.39,12.54,4.78,22.25,5.34,132.96,0.008368,2.39,2,2,2,1.29,0.19,0.19,0.19,21,21,21,21,21,21,21,1202.52,Cullaby Creek,Coho salmon,Spawning and rearing,136.24,249.01,17100201002156,460,1.31087661,15.21,7,5,N,Y,2006,21,"c(-123.88805, 46.035022)",5,5,5,7,7,N
OWRI - OR_20060228,OWRI - OR_20060228-WS-5,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,66828.59061000418,"Longview, WA--OR Urbanized Area",2475.081701795528,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23832741,6.05,0,5.8,0,5.8,0,5.61,0,5.83,0,5.83,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.06,0,8.32,0.48,0.09,0,0.31,0,60.85,7.12,4.68,2.85,0,0,14.8,0.45,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.00363182,6.598999999999999,1794.36,1811.04,1811.04,44,44,44,6.72,0.44,3.72,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,2562488,0,0,1.53,1.06,0,0,0,0,0,0.24,0,0,0,0,2.83,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,9.29,0.007576,12.97,50.22,6.5,134.82,6.6,8.17,12.51,45.25,6.5,119.21,0,6.209,9.29,12.97,50.22,6.5,134.82,0.007576,6.6,3,3,3,1.48,0.76,0.71,0.71,42,42,42,42,42,42,71,156.27,Cullaby Creek,Coho salmon,Spawning and rearing,99.31,544.61,17080006022941,460,1.17784297,20.33,5,5,Y,Y,2006,42,"c(-123.8736, 46.031188)",5,5,5,5,5,Y
OWRI - OR_20060228,OWRI - OR_20060228-WS-8,OR,SKIPANON RIVER,YOUNGS RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,41508.42857420439,FALSE,67741.40838255551,"Longview, WA--OR Urbanized Area",1609.1621290304058,"Seaside, OR Urban Cluster",FALSE,41007,Clatsop,41,400,0,0,958,768,209,2667,298,188,292,241,305,0,0,0,1822,215,3012,675,23832741,6.05,0,5.8,0,5.8,0,5.61,0,5.83,0,5.83,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.06,0,8.32,0.48,0.09,0,0.31,0,60.85,7.12,4.68,2.85,0,0,14.8,0.45,0,0.05,0,8.46,0.47,0.08,0,0.27,0,61.67,7.91,4.48,3.2,0,0,13.02,0.4,0,0.00363182,6.598999999999999,1794.36,1811.04,1811.04,44,44,44,6.72,0.44,3.72,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,2562488,0,0,1.53,1.06,0,0,0,0,0,0.24,0,0,0,0,2.83,2562488,0,0,1.48,1.06,0,0,0,0,0,0.39,0,0,0,0,2.92,9.29,0.007576,12.97,50.22,6.5,134.82,6.6,8.17,12.51,45.25,6.5,119.21,0,6.209,9.29,12.97,50.22,6.5,134.82,0.007576,6.6,3,3,3,1.48,0.76,0.71,0.71,42,42,42,71,71,52,52,884.43,Cullaby Creek,Steelhead,Spawning and rearing,105.14,77.27,17100201003348,460,1.01121223,11.79,7,5,N,Y,2006,42,"c(-123.889356, 46.042844)",5,5,5,7,7,N
