project_id,worksite_id,state,subwatershed,watershed,subbasin,basin,project_source,adj_cost,pure_culv,ua_dist,ua_nn_name,uc_dist,uc_nn_name,fips,county,state_fips,emp_agforest,emp_mining,emp_util,emp_const,emp_manuf,emp_wholesale,emp_retail,emp_transport,emp_info,emp_finance,emp_realestate,emp_profsci,emp_mgmn,emp_admin,emp_educ,emp_health,emp_arts,emp_food,emp_other,comid,popdens_cat,popdens_cat_nodata,popdens_acc,popdens_acc_notdata,popdens_tot,popdens_tot_nodata,hdens_cat,hdens_cat_nodata,hdens_acc,hdens_acc_notdata,hdens_tot,hdens_tot_nodata,nlcd_openwater_acc,nlcd_icesnow_acc,nlcd_devopen_acc,nlcd_devlow_acc,nlcd_devmed_acc,nlcd_devhigh_acc,nlcd_barren_acc,nlcd_fordec_acc,nlcd_forcon_acc,nlcd_formix_acc,nlcd_shrub_acc,nlcd_grass_acc,nlcd_pasture_acc,nlcd_crop_acc,nlcd_wetwood_acc,nlcd_wetherb_acc,nlcd_nodat_acc,nlcd_openwater_cat,nlcd_icesnow_cat,nlcd_devopen_cat,nlcd_devlow_cat,nlcd_devmed_cat,nlcd_devhigh_cat,nlcd_barren_cat,nlcd_fordec_cat,nlcd_forcon_cat,nlcd_formix_cat,nlcd_shrub_cat,nlcd_grass_cat,nlcd_pasture_cat,nlcd_crop_cat,nlcd_wetwood_cat,nlcd_wetherb_cat,nlcd_nodat_cat,nlcd_openwater_tot,nlcd_icesnow_tot,nlcd_devopen_tot,nlcd_devlow_tot,nlcd_devmed_tot,nlcd_devhigh_tot,nlcd_barren_tot,nlcd_fordec_tot,nlcd_forcon_tot,nlcd_formix_tot,nlcd_shrub_tot,nlcd_grass_tot,nlcd_pasture_tot,nlcd_crop_tot,nlcd_wetwood_tot,nlcd_wetherb_tot,nlcd_nodat_tot,slope,upst_dist,ppt_cat,ppt_acc,ppt_tot,bfi_cat,bfi_acc,bfi_tot,bankfull_width,bankfull_depth,bankfull_xsec_area,cat_streamriver,cat_artificial,cat_canalditch,cat_connector,cat_pipeline,acc_streamriver,acc_artificial,acc_canalditch,acc_connector,acc_pipeline,tot_streamriver,tot_artificial,tot_canalditch,tot_connector,tot_pipeline,id,acc_s1100,acc_s1200,acc_s1400,acc_s1500,acc_s1630,acc_s1640,acc_s1710,acc_s1720,acc_s1730,acc_s1740,acc_s1750,acc_s1780,acc_s1820,acc_s1830,acc_total_road_dens,cat_s1100,cat_s1200,cat_s1400,cat_s1500,cat_s1630,cat_s1640,cat_s1710,cat_s1720,cat_s1730,cat_s1740,cat_s1750,cat_s1780,cat_s1820,cat_s1830,cat_total_road_dens,tot_s1100,tot_s1200,tot_s1400,tot_s1500,tot_s1630,tot_s1640,tot_s1710,tot_s1720,tot_s1730,tot_s1740,tot_s1750,tot_s1780,tot_s1820,tot_s1830,tot_total_road_dens,acc_basin_area,acc_stream_slope,acc_basin_slope,acc_elev_mean,acc_elev_min,acc_elev_max,acc_stream_length,cat_basin_area,cat_basin_slope,cat_elev_mean,cat_elev_min,cat_elev_max,cat_stream_slope,cat_stream_length,tot_basin_area,tot_basin_slope,tot_elev_mean,tot_elev_min,tot_elev_max,tot_stream_slope,tot_stream_length,cat_rdx,acc_rdx,tot_rdx,sinuosity,cat_strm_dens,acc_strm_dens,tot_strm_dens,nlcd_2001,nlcd_2004,nlcd_2006,nlcd_2008,nlcd_2011,nlcd_2013,nlcd_2016,snet_distm,snet_name,snet_spp,snet_use,nhd_dist_m,nhd_leng_m,nhd_r_code,nhd_ftype,slope_deg,here_distm,here_speed,here_class,here_paved,here_publi,huc12,huc12_name,hu_type,hu_mod,to_huc12,brick_coun,brick_totp,const_coun,const_totp,merch_coun,merch_totp,metal_coun,metal_totp,sales_coun,sand_count,bia_5km_buff,blm_5km_buff,bpa_5km_buff,coe_5km_buff,fws_5km_buff,gsa_5km_buff,lg_5km_buff,nps_5km_buff,pv_5km_buff,pvi_5km_buff,pvn_5km_buff,pvu_5km_buff,st_5km_buff,stf_5km_buff,stl_5km_buff,stp_5km_buff,stw_5km_buff,und_5km_buff,usfs_5km_buff,water_5km_buff,bia_2km_buff,blm_2km_buff,bpa_2km_buff,coe_2km_buff,fws_2km_buff,gsa_2km_buff,lg_2km_buff,nps_2km_buff,pv_2km_buff,pvi_2km_buff,pvn_2km_buff,pvu_2km_buff,st_2km_buff,stf_2km_buff,stl_2km_buff,stp_2km_buff,stw_2km_buff,und_2km_buff,usfs_2km_buff,water_2km_buff,bia_1km_buff,blm_1km_buff,bpa_1km_buff,coe_1km_buff,fws_1km_buff,gsa_1km_buff,lg_1km_buff,nps_1km_buff,pv_1km_buff,pvi_1km_buff,pvn_1km_buff,pvu_1km_buff,st_1km_buff,stf_1km_buff,stl_1km_buff,stp_1km_buff,stw_1km_buff,und_1km_buff,usfs_1km_buff,water_1km_buff,project_year,nlcd_current,n_worksites,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,cost_per_culvert,dist_max,dist_mean,geometry,here_class_0,here_class_badmatch,here_class_namatch,here_speed_0,here_speed_badmatch,here_paved_0,pvall_5km_buff,stall_5km_buff,fedother_5km_buff,pvall_2km_buff,stall_2km_buff,fedother_2km_buff,pvall_1km_buff,stall_1km_buff,fedother_1km_buff
REO - R_1705,REO - R_1705-WS-2,OR,LAYNG CREEK,ROW RIVER,WILLAMETTE,WILLAMETTE,REO,306232.10272138537,TRUE,36975.849089441734,"Eugene, OR Urbanized Area",13399.478662478292,"Oakridge, OR Urban Cluster",41039,Lane,41,1780,166,153,6890,19594,5474,19482,2804,2385,4526,2633,6890,1268,7135,1478,17088,1824,11934,5400,23759574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0.04,7.54,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,96.66,0.46,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.1,0.04,7.54,0.32,0,0,0,0,0,0.02007826,37.58,1625.52,1693.44,1693.44,58.3,59.08,59.08,13.55,0.74,11.71,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552369,0,0,1.74,0,0,0.02,0,0,0,0,0,0,0,0,1.77,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,1.65,0,0,1.74,0,0,0.02,0,0,0,0,0,0,0,0,1.77,53.88,0.03752,29.28,1011.11,476.81,1525.7,37.58,2.72,31.51,665.45,476.81,1031.98,0.02,1.661,53.88,29.28,1011.11,476.81,1525.7,0.03752,37.58,0,14,14,1.29,0.61,0.7,0.7,42,42,42,42,42,42,42,42.98,Layng Creek,Chinook salmon,NA,15.85,18.34,17090002013102,460,6.15462875,25.52,7,5,N,Y,170900020201,Layng Creek,S,TF,170900020204,1.65423e-4,4.18074e-4,8.71747e-4,0.00733849,0.0011076,0.0080183,7.12931e-5,2.48607e-4,0,1.90415e-4,0,0,0,0,0,0,0,0,0.01089726,0,0,0,0,0,0,0,0,0,0.98910274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004,42,2,2,0,0,1,0,0,2,0,0,1,0,0,1,153116.05136069268,2109.330166668905,1054.6650833344524,"c(-122.661905, 43.739036)",5,5,5,7,7,N,0.01089726,0,0,0,0,0,0,0,0
REO - R_1706,REO - R_1706-WS-1,OR,BOULDER CREEK-MIDDLE SOUTH UMPQUA,MIDDLE SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,167771.5451853774,TRUE,64301.68645817861,"Medford, OR Urbanized Area",40189.2977329241,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,23902421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0.11079769,3.096,1245.24,1245.24,1245.24,54.07,54.07,54.07,4.59,0.33,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573502,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,3.58,0.035484,45.2,732.74,444.94,1044.79,3.1,3.58,45.2,732.74,444.94,1044.79,0.11,3.096,3.58,45.2,732.74,444.94,1044.79,0.035484,3.1,3,3,3,1.04,0.86,0.87,0.87,42,42,42,42,42,42,42,826.58,Boulder Creek,Chinook salmon,Spawning and rearing,37.24,223,17100302000751,460,10.36700821,57.95,7,5,N,Y,171003020301,Boulder Creek,S,NM,171003020303,9.49322e-5,3.58491e-4,6.35215e-4,0.00372691,8.18807e-4,0.00476486,8.42711e-5,6.37718e-4,9.16698e-6,1.58979e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004,42,2,2,0,1,0,0,2,0,0,1,0,0,1,0,83885.7725926887,0,0,"c(-122.767563, 43.065323)",5,5,5,7,7,N,0,0,0,0,0,0,0,0,0
REO - R_1706,REO - R_1706-WS-2,OR,BOULDER CREEK-MIDDLE SOUTH UMPQUA,MIDDLE SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,167771.5451853774,TRUE,64301.68645817861,"Medford, OR Urbanized Area",40189.2977329241,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1206,75,186,1433,6207,1182,5152,1291,380,746,522,964,0,1274,438,5465,419,4108,1085,23902421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0,0,0,0,0,0,0,0,74.47,0,1.41,24.12,0,0,0,0,0,0.11079769,3.096,1245.24,1245.24,1245.24,54.07,54.07,54.07,4.59,0.33,2,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573502,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.62,3.58,0.035484,45.2,732.74,444.94,1044.79,3.1,3.58,45.2,732.74,444.94,1044.79,0.11,3.096,3.58,45.2,732.74,444.94,1044.79,0.035484,3.1,3,3,3,1.04,0.86,0.87,0.87,42,42,42,42,42,42,42,826.58,Boulder Creek,Chinook salmon,Spawning and rearing,37.24,223,17100302000751,460,10.36700821,57.95,7,5,N,Y,171003020301,Boulder Creek,S,NM,171003020303,9.49322e-5,3.58491e-4,6.35215e-4,0.00372691,8.18807e-4,0.00476486,8.42711e-5,6.37718e-4,9.16698e-6,1.58979e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2004,42,2,2,0,1,0,0,2,0,0,1,0,0,1,0,83885.7725926887,0,0,"c(-122.767563, 43.065323)",5,5,5,7,7,N,0,0,0,0,0,0,0,0,0
REO - R_20091810300001,REO - R_20091810300001-WS-1,OR,PIONEER GULCH,UPPER MIDDLE FORK WILLAMETTE RIVER,MIDDLE FORK WILLAMETTE,WILLAMETTE,REO,342337.55338661256,TRUE,76445.2835607488,"Eugene, OR Urbanized Area",30525.828176721923,"Oakridge, OR Urban Cluster",41039,Lane,41,1360,119,119,6192,14076,5697,18506,2957,3437,4940,2342,5617,1328,5537,1796,19980,1853,12736,5106,23753818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.44,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.44,0,4.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.44,0,4.56,0,0,0,0,0,0,0.26320827,3.003,1525.92,1525.92,1525.92,75.98,75.98,75.98,3.6,0.28,1.34,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2552100,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.19,1.95,0.086667,43.26,1371.48,827.15,1847.71,3,1.95,43.26,1371.48,827.15,1847.71,0.26,3.003,1.95,43.26,1371.48,827.15,1847.71,0.086667,3,2,2,2,1.08,1.54,1.54,1.54,42,42,42,42,42,42,42,65.65,Indigo Creek,Chinook salmon,Rearing and migration,37.83,93,17090001003906,460,1.91228497,0.74,5,5,Y,Y,170900010103,Pioneer Gulch-Middle Fork Willamette River,S,NM,170900010106,1.01124e-5,1.81038e-5,5.30934e-5,2.77339e-4,7.99122e-5,3.82734e-4,6.66664e-6,3.10808e-5,0,1.03434e-5,0,0,0,0,0,0,0,0,0.02349224,0,0,0,0,0,0,0,0,0.00589722,0.97061054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1295e-4,0.99988705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2009,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,342337.55338661256,0,0,"c(-122.2665513, 43.49703774)",5,5,5,5,5,Y,0.02349224,0,0,0,0,0,0,0,0
REO - R_254,REO - R_254-WS-1,WA,MIDDLE SOL DUC RIVER,SOL DUC RIVER,WASHINGTON COASTAL,WASHINGTON COASTAL,REO,50453.097760038494,TRUE,107032.67712392866,"Bremerton, WA Urbanized Area",23155.07939060165,"Forks, WA Urban Cluster",53009,Clallam,53,512,0,0,1095,1245,399,3170,477,295,510,351,675,0,346,227,3556,394,2245,920,23838740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0.03,0,0,0,9.44,77.63,6.32,2.15,0,0,0,0.36,0,0,0,0,4.08,0.03,0,0,0,9.44,77.63,6.32,2.15,0,0,0,0.36,0,0,0,0,4.08,0.03,0,0,0,9.44,77.63,6.32,2.15,0,0,0,0.36,0,0,0.0271985,5.515,2123.4,2123.4,2123.4,51.91,51.91,51.91,7.05,0.46,4.03,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2563668,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.52,10.48,0.005435,39.8,417.68,237.65,666.24,5.52,10.48,39.8,417.68,237.65,666.24,0.03,5.515,10.48,39.8,417.68,237.65,666.24,0.005435,5.52,2,2,2,1.12,0.53,0.53,0.53,42,42,42,42,42,42,42,0.01,Bear Creek,Steelhead,Migration only,0.01,340,17100101000287,460,1.44415629,57.23,6,5,N,Y,171001010604,Bear Creek,S,NM,171001010605,8.92416e-4,0.00392868,2.76764e-4,9.98386e-4,0.00126736,0.0053543,1.08025e-4,4.62949e-4,0,4.07803e-5,0,0,0,0,0,0,0,0,0,0,0,0,0.202843,0,0,0,0,0,0.797157,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36534576,0,0,0,0,0,0.63465424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40138296,0,0,0,0,0,0.59861704,0,2002,42,1,1,0,0,1,0,0,1,0,0,1,0,0,1,50453.097760038494,0,0,"c(-124.113752, 48.104702)",5,5,5,6,6,N,0,0.202843,0,0,0.36534576,0,0,0.40138296,0
REO - R_27,REO - R_27-WS-1,WA,SCATTER CREEK,UPPER SANPOIL,UPPER COLUMBIA,UPPER COLUMBIA,REO,97025.18800007403,TRUE,128219.41788363313,"Spokane, WA Urbanized Area",53233.52744063476,"Omak, WA Urban Cluster",53019,Ferry,53,62,0,0,0,0,0,201,0,0,0,0,0,NA,0,0,119,0,65,0,23053905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0,12.69,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,90.79,0,9.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2,0,12.69,0,0,0,0.11,0,0,0.05280238,11.530000000000001,412.68,429.24,429.24,69.98,69.8,69.8,4.41,0.44,1.49,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2453291,0,0,1.19,0.07,0,0.26,0,0,0,0,0,0,0,0,1.52,0,0,1.25,0.16,0,0.45,0,0,0,0,0,0,0,0,1.86,0,0,1.19,0.07,0,0.26,0,0,0,0,0,0,0,0,1.52,18.49,0.029488,17.08,1172.11,877.64,1560.65,11.53,7.84,15.25,1050.18,877.64,1284.57,0.05,3.861,18.49,17.08,1172.11,877.64,1560.65,0.029488,11.53,5,15,15,1.17,0.49,0.62,0.62,42,42,42,42,42,42,42,NA,NA,NA,NA,19.86,999.58,17020004001213,460,2.22170949,24.16,6,5,Y,Y,170200040106,Scatter Creek-Sanpoil River,S,NM,170200040108,3.83857e-5,5.29011e-5,1.10138e-4,9.17343e-4,1.49817e-4,9.83046e-4,2.66303e-9,2.66303e-9,0,3.19929e-5,0,0,0,0,0,0,0,0,0.00741943,0,0,0,0.02488758,0,0,0,0,0,0.96769299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2002,42,1,1,1,0,0,1,0,0,1,0,0,1,0,0,97025.18800007403,0,0,"c(-118.792058, 48.548809)",5,5,5,6,6,Y,0.00741943,0.02488758,0,0,0,0,0,0,0
REO - R_290,REO - R_290-WS-1,OR,UNION CREEK,LOWER COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,83164.4468572063,TRUE,44261.73767739866,"Grants Pass, OR Urbanized Area",21249.287837555912,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23901135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.54,0.11,0.02,0,0.41,0,90.51,0.06,2.14,1.21,0,0,0,0,0,0,0,7.04,1.07,0,0,8.32,0,73.77,0,1.07,8.74,0,0,0,0,0,0,0,5.54,0.11,0.02,0,0.41,0,90.51,0.06,2.14,1.21,0,0,0,0,0,0.01711564,6.807,1045.32,1043.28,1043.28,37.2,37.5,37.5,6.53,0.43,3.55,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2572862,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,2.21,0,0,0,0,0,0,0,0,0,0,0,2.21,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,2.54,8.66,0.01909,34.02,632.16,443.54,1039.98,6.81,0.42,25.59,499.72,443.54,598.84,0.02,0.735,8.66,34.02,632.16,443.54,1039.98,0.01909,6.81,2,8,8,1.02,1.75,0.79,0.79,21,21,21,21,21,21,21,2876.46,North Fork Darby Creek,Steelhead,Spawning and rearing,15.77,95.46,17100302000117,460,3.01167798,5.03,7,5,N,Y,171003020902,Union Creek-Cow Creek,S,NM,171003020903,1.22202e-4,3.17847e-4,7.23772e-4,0.00377689,9.83888e-4,0.00497993,1.32321e-4,8.48463e-4,4.29832e-5,2.11293e-4,0,0.38060403,0,0,0,0,0,0,0.61939597,0,0,0,0,0,0,0,0,0,0,0,0,0.0209449,0,0,0,0,0,0,0.9790551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,83164.4468572063,0,0,"c(-123.628876, 42.90235)",5,5,5,7,7,N,0.61939597,0,0,0.9790551,0,0,1,0,0
REO - R_291,REO - R_291-WS-1,OR,UNION CREEK,LOWER COW CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,83164.4468572063,TRUE,44364.790169816086,"Grants Pass, OR Urbanized Area",21353.00882498222,"Tri-City--Myrtle Creek, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23902597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0,0,4.71,0.64,0.05,0,0.16,0,80.8,0,5.78,7.87,0,0,0,0,0,0.10634078,4.846,1193.64,1193.64,1193.64,36.1,36.1,36.1,7.01,0.46,3.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2573590,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,2.77,10.34,0.02268,29.43,733.46,444.34,1182.01,4.85,10.34,29.43,733.46,444.34,1182.01,0.11,4.846,10.34,29.43,733.46,444.34,1182.01,0.02268,4.85,5,5,5,1.52,0.47,0.47,0.47,21,21,21,21,21,21,21,2913.25,North Fork Darby Creek,Steelhead,Spawning and rearing,5.46,280.52,17100302000837,460,3.01167798,26.91,7,5,N,Y,171003020902,Union Creek-Cow Creek,S,NM,171003020903,1.22202e-4,3.17847e-4,7.23772e-4,0.00377689,9.68387e-4,0.00488323,1.32321e-4,8.48463e-4,4.29832e-5,2.11293e-4,0,0.37558972,0,0,0,0,0,0,0.62441028,0,0,0,0,0,0,0,0,0,0,0,0,0.00582225,0,0,0,0,0,0,0.99417775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,83164.4468572063,0,0,"c(-123.63035, 42.902885)",5,5,5,7,7,N,0.62441028,0,0,0.99417775,0,0,1,0,0
REO - R_292,REO - R_292-WS-1,OR,HEADWATERS MIDDLE FORK COQUILLE RIVER,"COQUILLE S FK, LWR",SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,42275.26048574654,TRUE,60444.74205276635,"Grants Pass, OR Urbanized Area",25860.31839075842,"Roseburg, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23915891,0.13,0,0.13,0,0.13,0,0.33,0,0.33,0,0.33,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0,0,4.49,0.05,0,0,0.03,0,85.36,3.55,0.93,3.6,1.23,0,0.76,0,0,0.08268265,3.736,1139.28,1139.28,1139.28,35,35,35,4.59,0.33,1.99,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2575581,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,3.92,3.57,0.02139,35.06,554.1,343.89,957.42,3.74,3.57,35.06,554.1,343.89,957.42,0.08,3.736,3.57,35.06,554.1,343.89,957.42,0.02139,3.74,4,4,4,1.1,1.05,1.05,1.05,21,21,21,21,21,21,21,NA,NA,NA,NA,9.18,634.27,17100305000717,460,2.36391616,5.64,7,5,N,Y,171003050101,Headwaters Middle Fork Coquille River,S,NM,171003050104,7.82204e-5,1.56826e-4,6.92522e-4,0.00348965,9.07418e-4,0.00452191,1.44381e-4,9.1755e-4,1.96955e-5,2.05795e-4,0,0.29518241,0,0,0,0,0,0,0.70481759,0,0,0,0,0,0,0,0,0,0,0,0,0.4257852,0,0,0,0,0,0,0.5742148,0,0,0,0,0,0,0,0,0,0,0,0,0.5685267,0,0,0,0,0,0,0.4314733,0,0,0,0,0,0,0,0,0,0,0,2002,21,1,1,1,0,0,1,0,0,1,0,0,1,0,0,42275.26048574654,0,0,"c(-123.734564, 43.026882)",5,5,5,7,7,N,0.70481759,0,0,0.5742148,0,0,0.4314733,0,0
REO - R_293,REO - R_293-WS-1,OR,HEADWATERS MIDDLE FORK COQUILLE RIVER,"COQUILLE S FK, LWR",SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,REO,187120.0054287142,TRUE,60107.27004511478,"Grants Pass, OR Urbanized Area",26725.63569522912,"Roseburg, OR Urban Cluster",41019,Douglas,41,1315,80,179,1326,5920,1439,4822,829,410,724,437,869,364,1243,443,4932,373,3665,981,23915915,1.83,0,1.83,0,1.83,0,1.49,0,1.49,0,1.49,0,0,0,4.29,0.13,0,0,0,0.34,50.4,5.23,12.8,5.56,20.31,0,0.94,0,0,0,0,4.29,0.13,0,0,0,0.34,50.4,5.23,12.8,5.56,20.31,0,0.94,0,0,0,0,4.29,0.13,0,0,0,0.34,50.4,5.23,12.8,5.56,20.31,0,0.94,0,0,0.02633254,2.693,1066.92,1066.92,1066.92,35,35,35,3.1,0.25,1.05,100,0,0,0,0,100,0,0,0,0,100,0,0,0,0,2575592,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.73,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0,2.73,1.34,0.011152,17.11,396.15,330.89,681.56,2.69,1.34,17.11,396.15,330.89,681.56,0.03,2.693,1.34,17.11,396.15,330.89,681.56,0.011152,2.69,4,4,4,1.08,2.01,2.01,2.01,42,42,42,42,42,42,42,NA,NA,NA,NA,2.95,529.11,17100305006215,460,3.66190481,10.94,7,5,N,Y,171003050101,Headwaters Middle Fork Coquille River,S,NM,171003050104,7.90133e-5,1.58261e-4,6.80201e-4,0.00342998,9.07418e-4,0.00452191,1.43551e-4,9.02849e-4,1.96955e-5,2.00791e-4,0,0.33799357,0,0,0,0,0,0,0.66200643,0,0,0,0,0,0,0,0,0,0,0,0,0.46199749,0,0,0,0,0,0,0.53800251,0,0,0,0,0,0,0,0,0,0,0,0,0.56186961,0,0,0,0,0,0,0.43813039,0,0,0,0,0,0,0,0,0,0,0,2002,42,2,2,1,0,0,2,0,0,1,0,0,1,0,0,93560.0027143571,818.1024455886778,409.0512227943389,"c(-123.742365, 43.020638)",5,5,5,7,7,N,0.66200643,0,0,0.53800251,0,0,0.43813039,0,0
