project_id,worksite_id,completed_year,latitude,longitude,county,state,subwatershed,watershed,subbasin,basin,project_source,action,project_cost,state_full,n_metric,n_action_wrk,n_metric_wrk,n_metric_wrk_dist,n_worksites,n_action_prj,n_action_prj_dist,n_metric_prj,n_metric_prj_dist,adj_cost,cost_avail,n_culverts,action_fishpass_culvimp_prj,action_fishpass_culvinst_prj,action_fishpass_culvrem_prj,action_fishpass_culvimp_count_prj,action_fishpass_culvinst_count_prj,action_fishpass_culvrem_count_prj,n_culverts_fromcount,cost_per_culvert,action_fishpass_culvimp_wrk,action_fishpass_culvinst_wrk,action_fishpass_culvrem_wrk,action_fishpass_culvimp_count_wrk,action_fishpass_culvinst_count_wrk,action_fishpass_culvrem_count_wrk,dist_max,dist_mean
OWRI - OR_1074,OWRI - OR_1074-WS-1,1997,44.17114,-123.872051,NA,OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127
OWRI - OR_1074,OWRI - OR_1074-WS-2,1997,44.165127,-123.872913,NA,OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127
OWRI - OR_1074,OWRI - OR_1074-WS-3,1997,44.183963,-123.864883,NA,OR,UPPER INDIAN CREEK,INDIAN CREEK/LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,7600,OR,0,1,0,0,3,3,1,0,0,11469.359599955671,TRUE,3,1,0,0,3,0,0,0,3823.1198666518903,1,0,0,1,0,0,2189.27320036336,977.0601016456127
OWRI - OR_1077,OWRI - OR_1077-WS-1,1997,44.025643,-123.967161,NA,OR,BERNHARDT CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3000,OR,0,1,0,0,2,2,1,0,0,4527.378789456186,TRUE,2,0,0,1,0,0,2,0,2263.689394728093,0,0,1,0,0,1,1800.53532841508,900.26766420754
OWRI - OR_1077,OWRI - OR_1077-WS-2,1997,44.040978,-123.959902,NA,OR,BERNHARDT CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,3000,OR,0,1,0,0,2,2,1,0,0,4527.378789456186,TRUE,2,0,0,1,0,0,2,0,2263.689394728093,0,0,1,0,0,1,1800.53532841508,900.26766420754
OWRI - OR_1104,OWRI - OR_1104-WS-1,1997,44.359712,-123.659849,NA,OR,ALSEA RIVER-COW CREEK,LOWER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,48917,OR,0,1,0,0,2,2,1,0,0,73821.92941460942,TRUE,2,1,0,0,2,0,0,0,36910.96470730471,1,0,0,1,0,0,712.3027950363746,356.1513975181873
OWRI - OR_1104,OWRI - OR_1104-WS-2,1997,44.365614,-123.663336,NA,OR,ALSEA RIVER-COW CREEK,LOWER ALSEA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,48917,OR,0,1,0,0,2,2,1,0,0,73821.92941460942,TRUE,2,1,0,0,2,0,0,0,36910.96470730471,1,0,0,1,0,0,712.3027950363746,356.1513975181873
OWRI - OR_1111,OWRI - OR_1111-WS-1,1997,44.471813,-123.424379,NA,OR,BEAVER CREEK,MARYS RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,15000,OR,0,1,0,0,1,1,1,0,0,22636.89394728093,TRUE,1,1,0,0,1,0,0,0,22636.89394728093,1,0,0,1,0,0,0,0
OWRI - OR_1177,OWRI - OR_1177-WS-1,1997,44.055942,-124.06581,NA,OR,MERCER LAKE,CUMMINS CREEK/TENMILE CREEK/MERCER LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,3098,OR,0,1,0,0,2,2,1,0,0,4675.273163245088,TRUE,2,1,0,0,2,0,0,0,2337.636581622544,1,0,0,1,0,0,1226.2305233784593,613.1152616892297
OWRI - OR_1177,OWRI - OR_1177-WS-2,1997,44.065491,-124.073482,NA,OR,MERCER LAKE,CUMMINS CREEK/TENMILE CREEK/MERCER LAKE FRONTAL,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,3098,OR,0,1,0,0,2,2,1,0,0,4675.273163245088,TRUE,2,1,0,0,2,0,0,0,2337.636581622544,1,0,0,1,0,0,1226.2305233784593,613.1152616892297
OWRI - OR_1184,OWRI - OR_1184-WS-1,1997,44.667528,-123.793064,NA,OR,SIMPSON CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,15877,OR,0,1,0,0,3,3,1,0,0,23960.397680065285,TRUE,3,1,0,0,3,0,0,0,7986.7992266884285,1,0,0,1,0,0,2418.4989217779244,1075.0160624693576
OWRI - OR_1184,OWRI - OR_1184-WS-2,1997,44.677737,-123.771838,NA,OR,SIMPSON CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,15877,OR,0,1,0,0,3,3,1,0,0,23960.397680065285,TRUE,3,1,0,0,3,0,0,0,7986.7992266884285,1,0,0,1,0,0,2418.4989217779244,1075.0160624693576
OWRI - OR_1184,OWRI - OR_1184-WS-3,1997,44.665745,-123.79729,NA,OR,SIMPSON CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,15877,OR,0,1,0,0,3,3,1,0,0,23960.397680065285,TRUE,3,1,0,0,3,0,0,0,7986.7992266884285,1,0,0,1,0,0,2418.4989217779244,1075.0160624693576
OWRI - OR_1188,OWRI - OR_1188-WS-1,1997,43.845457,-123.210725,NA,OR,NORTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,19502,OR,0,1,0,0,2,2,1,0,0,29430.98038399151,TRUE,2,1,0,0,2,0,0,0,14715.490191995756,1,0,0,1,0,0,399.50463309620227,199.75231654810113
OWRI - OR_1188,OWRI - OR_1188-WS-2,1997,43.844174,-123.206084,NA,OR,NORTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,19502,OR,0,1,0,0,2,2,1,0,0,29430.98038399151,TRUE,2,1,0,0,2,0,0,0,14715.490191995756,1,0,0,1,0,0,399.50463309620227,199.75231654810113
OWRI - OR_1189,OWRI - OR_1189-WS-1,1997,43.740215,-123.284872,NA,OR,LOWER PASS CREEK,ELK CREEK,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,6149,OR,0,1,0,0,1,1,1,0,0,9279.617392122029,TRUE,1,1,0,0,1,0,0,0,9279.617392122029,1,0,0,1,0,0,0,0
OWRI - OR_1190,OWRI - OR_1190-WS-1,1996,44.194541,-122.445451,NA,OR,GATE CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,5270,OR,0,1,0,0,1,1,1,0,0,8090.303467171364,TRUE,1,1,0,0,1,0,0,0,8090.303467171364,1,0,0,1,0,0,0,0
OWRI - OR_1204,OWRI - OR_1204-WS-1,1997,42.990934,-124.316906,NA,OR,FOURMILE CREEK-NEW RIVER FRONTAL,HUMBUG_NESIKA_FRONTAL,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,100,OR,0,1,0,0,1,1,1,0,0,150.91262631520618,TRUE,1,0,0,1,0,0,1,0,150.91262631520618,0,0,1,0,0,1,0,0
OWRI - OR_1207,OWRI - OR_1207-WS-1,1997,42.801667,-124.441657,NA,OR,LOWER SIXES RIVER,ELK_RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvrem,2065,OR,0,1,0,0,1,1,1,0,0,3116.3457334090076,TRUE,1,0,0,1,0,0,1,0,3116.3457334090076,0,0,1,0,0,1,0,0
OWRI - OR_1249,OWRI - OR_1249-WS-1,1997,45.940505,-123.170127,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8150,OR,0,1,0,0,2,2,1,0,0,12299.379044689304,TRUE,2,1,0,0,2,0,0,0,6149.689522344652,1,0,0,1,0,0,2469.951811379695,1234.9759056898474
OWRI - OR_1249,OWRI - OR_1249-WS-2,1997,45.943409,-123.201706,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8150,OR,0,1,0,0,2,2,1,0,0,12299.379044689304,TRUE,2,1,0,0,2,0,0,0,6149.689522344652,1,0,0,1,0,0,2469.951811379695,1234.9759056898474
OWRI - OR_1251,OWRI - OR_1251-WS-1,1997,45.910012,-123.195714,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2920,OR,0,1,0,0,2,2,1,0,0,4406.6486884040205,TRUE,2,1,0,0,2,0,0,0,2203.3243442020103,1,0,0,1,0,0,4619.1041344055,2309.55206720275
OWRI - OR_1251,OWRI - OR_1251-WS-2,1997,45.9038,-123.254575,NA,OR,CROOKED CREEK,MIDDLE NEHALEM RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2920,OR,0,1,0,0,2,2,1,0,0,4406.6486884040205,TRUE,2,1,0,0,2,0,0,0,2203.3243442020103,1,0,0,1,0,0,4619.1041344055,2309.55206720275
OWRI - OR_1274,OWRI - OR_1274-WS-1,1997,45.662335,-123.916315,NA,OR,NEHALEM BAY,LOWER NEHALEM RIVER/COOK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8000,OR,0,1,0,0,2,2,1,0,0,12073.010105216496,TRUE,2,1,0,0,2,0,0,0,6036.505052608248,1,0,0,1,0,0,504.4211313792548,252.2105656896274
OWRI - OR_1274,OWRI - OR_1274-WS-2,1997,45.661523,-123.909947,NA,OR,NEHALEM BAY,LOWER NEHALEM RIVER/COOK CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,8000,OR,0,1,0,0,2,2,1,0,0,12073.010105216496,TRUE,2,1,0,0,2,0,0,0,6036.505052608248,1,0,0,1,0,0,504.4211313792548,252.2105656896274
OWRI - OR_1317,OWRI - OR_1317-WS-1,1997,45.951565,-122.960876,NA,OR,TIDE CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,11254,OR,0,1,0,0,1,1,1,0,0,16983.706965513305,TRUE,1,1,0,0,1,0,0,0,16983.706965513305,1,0,0,1,0,0,0,0
OWRI - OR_1318,OWRI - OR_1318-WS-1,1997,45.987697,-122.90968,NA,OR,GOBLE CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,12500,OR,0,1,0,0,1,1,1,0,0,18864.078289400775,TRUE,1,1,0,0,1,0,0,0,18864.078289400775,1,0,0,1,0,0,0,0
OWRI - OR_1319,OWRI - OR_1319-WS-1,1997,46.077235,-123.041719,NA,OR,UPPER BEAVER CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,24225,OR,0,1,0,0,2,2,1,0,0,36558.5837248587,TRUE,2,1,0,0,2,0,0,0,18279.29186242935,1,0,0,1,0,0,1493.9393051725242,746.9696525862621
OWRI - OR_1319,OWRI - OR_1319-WS-2,1997,46.088834,-123.031961,NA,OR,UPPER BEAVER CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,24225,OR,0,1,0,0,2,2,1,0,0,36558.5837248587,TRUE,2,1,0,0,2,0,0,0,18279.29186242935,1,0,0,1,0,0,1493.9393051725242,746.9696525862621
OWRI - OR_1320,OWRI - OR_1320-WS-1,1997,45.966488,-122.893645,NA,OR,TIDE CREEK,BEAVER CREEK/COLUMBIA RIVER,LOWER COLUMBIA,LOWER COLUMBIA,OWRI,fishpass_culvimp,12574,OR,0,1,0,0,1,1,1,0,0,18975.753632874028,TRUE,1,1,0,0,1,0,0,0,18975.753632874028,1,0,0,1,0,0,0,0
OWRI - OR_1321,OWRI - OR_1321-WS-1,1997,45.787823,-122.993657,NA,OR,NORTH SCAPPOOSE CREEK,SCAPPOOSE CREEK,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,9738,OR,0,1,0,0,1,1,1,0,0,14695.871550574779,TRUE,1,1,0,0,1,0,0,0,14695.871550574779,1,0,0,1,0,0,0,0
OWRI - OR_1363,OWRI - OR_1363-WS-1,1997,45.565199,-123.725024,NA,OR,KILCHIS RIVER,KILCHIS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,149500,OR,0,1,0,0,4,4,1,0,0,225614.37634123326,TRUE,4,0,0,1,0,0,4,0,56403.594085308316,0,0,1,0,0,1,4443.751049452237,1870.9408168987231
OWRI - OR_1363,OWRI - OR_1363-WS-2,1997,45.546625,-123.752129,NA,OR,KILCHIS RIVER,KILCHIS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,149500,OR,0,1,0,0,4,4,1,0,0,225614.37634123326,TRUE,4,0,0,1,0,0,4,0,56403.594085308316,0,0,1,0,0,1,4443.751049452237,1870.9408168987231
OWRI - OR_1363,OWRI - OR_1363-WS-3,1997,45.538398,-123.767254,NA,OR,KILCHIS RIVER,KILCHIS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,149500,OR,0,1,0,0,4,4,1,0,0,225614.37634123326,TRUE,4,0,0,1,0,0,4,0,56403.594085308316,0,0,1,0,0,1,4443.751049452237,1870.9408168987231
OWRI - OR_1363,OWRI - OR_1363-WS-4,1997,45.558663,-123.741411,NA,OR,KILCHIS RIVER,KILCHIS RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,149500,OR,0,1,0,0,4,4,1,0,0,225614.37634123326,TRUE,4,0,0,1,0,0,4,0,56403.594085308316,0,0,1,0,0,1,4443.751049452237,1870.9408168987231
OWRI - OR_1393,OWRI - OR_1393-WS-1,1997,44.667922,-122.561871,NA,OR,UPPER THOMAS CREEK-INDIAN PRAIRIE CREEK,SOUTH SANTIAM RIVER / FOSTER RESERVOIR,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,9218,OR,0,1,0,0,1,1,1,0,0,13911.125893735707,TRUE,1,1,0,0,1,0,0,0,13911.125893735707,1,0,0,1,0,0,0,0
OWRI - OR_1466,OWRI - OR_1466-WS-1,1996,43.054505,-123.448009,NA,OR,RICE CREEK,MIDDLE SOUTH UMPQUA RIVER,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,5400,OR,0,1,0,0,1,1,1,0,0,8289.874520441246,TRUE,1,1,0,0,1,0,0,0,8289.874520441246,1,0,0,1,0,0,0,0
OWRI - OR_1525,OWRI - OR_1525-WS-1,1997,44.184684,-122.892289,NA,OR,MOHAWK RIVER-PARSONS CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,3190,OR,0,1,0,0,1,1,1,0,0,4814.1127794550775,TRUE,1,1,0,0,1,0,0,0,4814.1127794550775,1,0,0,1,0,0,0,0
OWRI - OR_1530,OWRI - OR_1530-WS-1,1996,44.240378,-122.815289,NA,OR,UPPER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,4,4,1,0,0,NA,FALSE,4,1,0,0,4,0,0,0,NA,1,0,0,1,0,0,1367.7991257660929,512.9246721622849
OWRI - OR_1530,OWRI - OR_1530-WS-2,1996,44.248386000000004,-122.828294,NA,OR,UPPER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,4,4,1,0,0,NA,FALSE,4,1,0,0,4,0,0,0,NA,1,0,0,1,0,0,1367.7991257660929,512.9246721622849
OWRI - OR_1530,OWRI - OR_1530-WS-3,1996,44.248386000000004,-122.828294,NA,OR,UPPER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,4,4,1,0,0,NA,FALSE,4,1,0,0,4,0,0,0,NA,1,0,0,1,0,0,1367.7991257660929,512.9246721622849
OWRI - OR_1530,OWRI - OR_1530-WS-4,1996,44.248386000000004,-122.828294,NA,OR,UPPER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,4,4,1,0,0,NA,FALSE,4,1,0,0,4,0,0,0,NA,1,0,0,1,0,0,1367.7991257660929,512.9246721622849
OWRI - OR_1537,OWRI - OR_1537-WS-1,1996,44.265974,-122.850363,NA,OR,SHOTCASH CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,NA,OR,0,1,0,0,1,1,1,0,0,NA,FALSE,1,1,0,0,1,0,0,0,NA,1,0,0,1,0,0,0,0
OWRI - OR_1543,OWRI - OR_1543-WS-1,1995,44.108543,-123.69819,NA,OR,LOWER LAKE CREEK,LAKE CREEK,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2995,OR,0,2,0,0,1,2,2,0,0,4681.926264010743,TRUE,2,1,1,0,1,1,0,0,2340.9631320053713,1,1,0,1,1,0,0,0
OWRI - OR_1596,OWRI - OR_1596-WS-1,1997,44.097921,-122.427339,NA,OR,LOWER MCKENZIE RIVER-DEER CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4000,OR,0,1,0,0,1,1,1,0,0,6036.505052608248,TRUE,1,1,0,0,1,0,0,0,6036.505052608248,1,0,0,1,0,0,0,0
OWRI - OR_1597,OWRI - OR_1597-WS-1,1997,44.097921,-122.427339,NA,OR,LOWER MCKENZIE RIVER-DEER CREEK,LOWER MCKENZIE RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4000,OR,0,1,0,0,1,1,1,0,0,6036.505052608248,TRUE,1,1,0,0,1,0,0,0,6036.505052608248,1,0,0,1,0,0,0,0
OWRI - OR_1598,OWRI - OR_1598-WS-1,1997,44.111742,-122.928229,NA,OR,LOWER MOHAWK RIVER,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,5000,OR,0,1,0,0,1,1,1,0,0,7545.631315760309,TRUE,1,1,0,0,1,0,0,0,7545.631315760309,1,0,0,1,0,0,0,0
OWRI - OR_1599,OWRI - OR_1599-WS-1,1997,44.190336,-122.763083,NA,OR,MILL CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4000,OR,0,1,0,0,1,1,1,0,0,6036.505052608248,TRUE,1,1,0,0,1,0,0,0,6036.505052608248,1,0,0,1,0,0,0,0
OWRI - OR_1600,OWRI - OR_1600-WS-1,1997,44.190336,-122.763083,NA,OR,MILL CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4500,OR,0,1,0,0,1,1,1,0,0,6791.068184184279,TRUE,1,1,0,0,1,0,0,0,6791.068184184279,1,0,0,1,0,0,0,0
OWRI - OR_1601,OWRI - OR_1601-WS-1,1997,44.190336,-122.763083,NA,OR,MILL CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4000,OR,0,1,0,0,1,1,1,0,0,6036.505052608248,TRUE,1,1,0,0,1,0,0,0,6036.505052608248,1,0,0,1,0,0,0,0
OWRI - OR_1602,OWRI - OR_1602-WS-1,1997,44.190336,-122.763083,NA,OR,MILL CREEK,MOHAWK RIVER,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4500,OR,0,1,0,0,1,1,1,0,0,6791.068184184279,TRUE,1,1,0,0,1,0,0,0,6791.068184184279,1,0,0,1,0,0,0,0
OWRI - OR_1603,OWRI - OR_1603-WS-1,1997,44.027555,-122.655702,NA,OR,UPPER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4500,OR,0,1,0,0,1,1,1,0,0,6791.068184184279,TRUE,1,1,0,0,1,0,0,0,6791.068184184279,1,0,0,1,0,0,0,0
OWRI - OR_1604,OWRI - OR_1604-WS-1,1997,44.01531,-122.649349,NA,OR,UPPER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,4500,OR,0,1,0,0,1,1,1,0,0,6791.068184184279,TRUE,1,1,0,0,1,0,0,0,6791.068184184279,1,0,0,1,0,0,0,0
OWRI - OR_1605,OWRI - OR_1605-WS-1,1997,44.01531,-122.649349,NA,OR,UPPER LITTLE FALL CREEK,LITTLE FALL CREEK,WILLAMETTE,WILLAMETTE,OWRI,fishpass_culvimp,5000,OR,0,1,0,0,1,1,1,0,0,7545.631315760309,TRUE,1,1,0,0,1,0,0,0,7545.631315760309,1,0,0,1,0,0,0,0
OWRI - OR_1606,OWRI - OR_1606-WS-1,1997,43.806078,-123.197628,NA,OR,SOUTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2670,OR,0,1,0,0,2,2,1,0,0,4029.3671226160054,TRUE,2,1,0,0,2,0,0,0,2014.6835613080027,1,0,0,1,0,0,2001.6733862238511,1000.8366931119256
OWRI - OR_1606,OWRI - OR_1606-WS-2,1997,43.820298,-123.182353,NA,OR,SOUTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,2670,OR,0,1,0,0,2,2,1,0,0,4029.3671226160054,TRUE,2,1,0,0,2,0,0,0,2014.6835613080027,1,0,0,1,0,0,2001.6733862238511,1000.8366931119256
OWRI - OR_1607,OWRI - OR_1607-WS-1,1997,43.7828,-123.200223,NA,OR,SOUTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1000,OR,0,1,0,0,2,2,1,0,0,1509.126263152062,TRUE,2,0,0,1,0,0,2,0,754.563131576031,0,0,1,0,0,1,393.61960634186204,196.80980317093102
OWRI - OR_1607,OWRI - OR_1607-WS-2,1997,43.784798,-123.204261,NA,OR,SOUTH FORK SIUSLAW RIVER,UPPER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvrem,1000,OR,0,1,0,0,2,2,1,0,0,1509.126263152062,TRUE,2,0,0,1,0,0,2,0,754.563131576031,0,0,1,0,0,1,393.61960634186204,196.80980317093102
OWRI - OR_1739,OWRI - OR_1739-WS-1,1998,44.035482,-123.907342,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,4766,OR,0,1,0,0,2,2,1,0,0,7112.4775021005125,TRUE,2,1,0,0,2,0,0,0,3556.2387510502563,1,0,0,1,0,0,1484.2881894464767,742.1440947232384
OWRI - OR_1739,OWRI - OR_1739-WS-2,1998,44.022169,-123.908867,NA,OR,KNOWLES CREEK,LOWER SIUSLAW RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,4766,OR,0,1,0,0,2,2,1,0,0,7112.4775021005125,TRUE,2,1,0,0,2,0,0,0,3556.2387510502563,1,0,0,1,0,0,1484.2881894464767,742.1440947232384
OWRI - OR_1741,OWRI - OR_1741-WS-1,1998,44.690097,-123.714334,NA,OR,YAQUINA RIVER-OLALLA CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,10318,OR,0,1,0,0,2,2,1,0,0,15397.931780669971,TRUE,2,1,0,0,2,0,0,0,7698.9658903349855,1,0,0,1,0,0,2453.789159948949,1226.8945799744745
OWRI - OR_1741,OWRI - OR_1741-WS-2,1998,44.668771,-123.706309,NA,OR,YAQUINA RIVER-OLALLA CREEK,UPPER YAQUINA RIVER,NORTHERN OREGON COASTAL,NORTHERN OREGON COASTAL,OWRI,fishpass_culvimp,10318,OR,0,1,0,0,2,2,1,0,0,15397.931780669971,TRUE,2,1,0,0,2,0,0,0,7698.9658903349855,1,0,0,1,0,0,2453.789159948949,1226.8945799744745
OWRI - OR_20000004,OWRI - OR_20000004-WS-1,2000,43.539255,-124.126293,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,25207,OR,0,1,0,0,4,4,1,0,0,36271.127357961916,TRUE,4,1,0,0,4,0,0,0,9067.781839490479,1,0,0,1,0,0,794.9840607908844,328.4923823536797
OWRI - OR_20000004,OWRI - OR_20000004-WS-2,2000,43.539072,-124.118902,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,25207,OR,0,1,0,0,4,4,1,0,0,36271.127357961916,TRUE,4,1,0,0,4,0,0,0,9067.781839490479,1,0,0,1,0,0,794.9840607908844,328.4923823536797
OWRI - OR_20000004,OWRI - OR_20000004-WS-3,2000,43.540672,-124.128489,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,25207,OR,0,1,0,0,4,4,1,0,0,36271.127357961916,TRUE,4,1,0,0,4,0,0,0,9067.781839490479,1,0,0,1,0,0,794.9840607908844,328.4923823536797
OWRI - OR_20000004,OWRI - OR_20000004-WS-4,2000,43.539043,-124.127538,NA,OR,TENMILE LAKE-TENMILE CREEK,COOS_BAY,SOUTHERN OREGON COASTAL,SOUTHERN OREGON COASTAL,OWRI,fishpass_culvimp,25207,OR,0,1,0,0,4,4,1,0,0,36271.127357961916,TRUE,4,1,0,0,4,0,0,0,9067.781839490479,1,0,0,1,0,0,794.9840607908844,328.4923823536797
